Kapitel 2,,"Ankünfte, Übernachtungen und Aufenthaltsdauer der Gäste 
in Beherbergungsbetrieben (einschl. Camping)",,,,,,,,,
Tabelle 2.4,,nach Kreisen und nach dem ständigen Wohnsitz der Gäste,,,,,,,,,
"Lfd.
Nr.","Kreisfreie Stadt
Landkreis
Große kreisangehörige Stadt

Ständiger Wohnsitz der
Gäste innerhalb/außerhalb
Deutschlands",Februar 2014,,,,,Januar - Februar 2014,,,,
,,Ankünfte,,Übernachtungen,,"durch-
schnitt-
liche
Aufent-
halts-
dauer 4)",Ankünfte,,Übernachtungen,,"durch-
schnitt-
liche
Aufent-
halts-
dauer 4)"
,,"ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
monat","ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
monat",,"ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
zeitraum","ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
zeitraum",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,Anzahl,%,Anzahl,%,Anzahl,,%,Anzahl,%,Anzahl
1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,
1  ,Mecklenburg-Vorpommern,316.050,"12,1  ",1.085.521,"9,7  ","3,4  ",561.063,"11,1  ",1.964.787  ,"8,4  ","3,5  "
2  ,   Deutschland,303.864,"11,8  ",1.052.243,"9,7  ","3,5  ",541.160,"10,9  ",1.911.786  ,"8,5  ","3,5  "
3  ,   Ausland,12.186,"21,1  ",33.278,"9,6  ","2,7  ",19.903,"18,4  ",53.001  ,"7,5  ","2,7  "
,,,,,,,,,,,
4  ,"   Rostock, Hansestadt",43.545,"19,1  ",93.492,"7,7  ","2,1  ",81.677,"17,2  ",178.610  ,"9,5  ","2,2  "
5  ,      Deutschland,40.840,"19,7  ",86.069,"9,9  ","2,1  ",76.747,"18,3  ",165.331  ,"12,2  ","2,2  "
6  ,      Ausland,2.705,"10,5  ",7.423,"- 12,9  ","2,7  ",4.930,"2,4  ",13.279  ,"- 15,7  ","2,7  "
,,,,,,,,,,,
7  ,"   Schwerin, Landeshauptstadt",9.730,"13,7  ",15.814,"12,2  ","1,6  ",18.125,"10,5  ",30.204  ,"15,4  ","1,7  "
8  ,      Deutschland,9.058,"11,5  ",14.546,"9,0  ","1,6  ",16.852,"8,3  ",27.762  ,"12,3  ","1,6  "
9  ,      Ausland,672,"55,9  ",1.268,"68,6  ","1,9  ",1.273,"51,7  ",2.442  ,"67,5  ","1,9  "
,,,,,,,,,,,
,   Mecklenburgische,,,,,,,,,,
10  ,      Seenplatte,29.206,"3,7  ",97.073,"3,6  ","3,3  ",52.763,"3,5  ",179.739  ,"0,8  ","3,4  "
11  ,      Deutschland,28.450,"3,9  ",95.464,"3,9  ","3,4  ",51.359,"3,5  ",176.822  ,"1,0  ","3,4  "
12  ,      Ausland,756,"- 2,6  ",1.609,"- 14,1  ","2,1  ",1.404,"3,8  ",2.917  ,"- 7,5  ","2,1  "
,,,,,,,,,,,
13  ,   Landkreis Rostock,55.661,"8,9  ",213.583,"9,5  ","3,8  ",98.377,"7,5  ",380.978  ,"5,9  ","3,9  "
14  ,      Deutschland,52.340,"8,2  ",202.217,"8,7  ","3,9  ",94.056,"6,8  ",366.973  ,"5,3  ","3,9  "
15  ,      Ausland,3.321,"19,7  ",11.366,"26,6  ","3,4  ",4.321,"24,8  ",14.005  ,"24,9  ","3,2  "
,,,,,,,,,,,
16  ,   Vorpommern-Rügen,81.124,"15,8  ",318.573,"13,2  ","3,9  ",138.783,"15,3  ",559.632  ,"12,7  ","4,0  "
17  ,      Deutschland,79.508,"16,0  ",314.287,"13,2  ","4,0  ",136.129,"15,5  ",552.257  ,"12,7  ","4,1  "
18  ,      Ausland,1.616,"9,8  ",4.286,"6,7  ","2,7  ",2.654,"8,4  ",7.375  ,"14,8  ","2,8  "
,,,,,,,,,,,
19  ,   Nordwestmecklenburg,22.406,"19,5  ",80.005,"13,4  ","3,6  ",41.200,"20,9  ",151.025  ,"11,3  ","3,7  "
20  ,      Deutschland,21.553,"18,9  ",78.437,"14,4  ","3,6  ",39.723,"20,8  ",148.335  ,"12,5  ","3,7  "
21  ,      Ausland,853,"34,1  ",1.568,"- 19,7  ","1,8  ",1.477,"22,5  ",2.690  ,"- 28,8  ","1,8  "
,,,,,,,,,,,
22  ,   Vorpommern-Greifswald,57.354,"7,9  ",214.316,"7,4  ","3,7  ",98.555,"6,8  ",382.103  ,"6,6  ","3,9  "
23  ,      Deutschland,56.832,"8,1  ",212.115,"7,4  ","3,7  ",97.487,"7,0  ",377.960  ,"6,7  ","3,9  "
24  ,      Ausland,522,"- 10,5  ",2.201,"1,4  ","4,2  ",1.068,"- 13,9  ",4.143  ,"- 4,8  ","3,9  "
,,,,,,,,,,,
25  ,   Ludwigslust-Parchim,17.024,"9,7  ",52.665,"8,6  ","3,1  ",31.583,"7,0  ",102.496  ,"9,1  ","3,2  "
26  ,      Deutschland,15.283,"4,8  ",49.108,"5,9  ","3,2  ",28.807,"2,6  ",96.346  ,"6,2  ","3,3  "
27  ,      Ausland,1.741,"84,2  ",3.557,"69,3  ","2,0  ",2.776,"92,0  ",6.150  ,"92,4  ","2,2  "
,,,,,,,,,,,
,Nachrichtlich,,,,,,,,,,
,,,,,,,,,,,
28  ,"   Greifswald, Hansestadt 10)",3.628,"- 5,2  ",7.654,"- 5,4  ","2,1  ",7.362,"1,6  ",15.850  ,"0,9  ","2,2  "
29  ,      Deutschland,3.439,"- 3,9  ",6.573,"- 8,5  ","1,9  ",6.885,"2,9  ",13.680  ,"- 1,7  ","2,0  "
30  ,      Ausland,189,"- 24,4  ",1.081,"18,4  ","5,7  ",477,"- 14,7  ",2.170  ,"21,0  ","4,5  "
,,,,,,,,,,,
31  ,"   Neubrandenburg, Stadt 11)",4.080,"2,3  ",6.241,"14,8  ","1,5  ",8.112,"- 2,0  ",12.360  ,"6,5  ","1,5  "
32  ,      Deutschland,3.832,"3,2  ",5.862,"14,4  ","1,5  ",7.545,"- 2,7  ",11.586  ,"5,4  ","1,5  "
33  ,      Ausland,248,"- 9,8  ",379,"20,7  ","1,5  ",567,"9,5  ",774  ,"25,4  ","1,4  "
,,,,,,,,,,,
34  ,"   Stralsund, Hansestadt 12)",9.660,"8,1  ",21.016,"7,9  ","2,2  ",17.018,"4,2  ",37.666  ,"7,4  ","2,2  "
35  ,      Deutschland,9.126,"6,1  ",19.488,"4,4  ","2,1  ",16.103,"3,0  ",34.854  ,"4,5  ","2,2  "
36  ,      Ausland,534,"57,5  ",1.528,"88,4  ","2,9  ",915,"30,7  ",2.812  ,"65,5  ","3,1  "
,,,,,,,,,,,
37  ,"   Wismar, Hansestadt 13)",5.071,"4,6  ",14.047,"- 1,8  ","2,8  ",9.594,"4,0  ",26.413  ,"- 1,8  ","2,8  "
38  ,      Deutschland,4.576,"2,5  ",13.282,"- 0,6  ","2,9  ",8.652,"2,7  ",24.985  ,"- 0,3  ","2,9  "
39  ,      Ausland,495,"28,2  ",765,"- 19,1  ","1,5  ",942,"18,2  ",1.428  ,"- 22,3  ","1,5  "
