Kapitel 2,,"Ankünfte, Übernachtungen und Aufenthaltsdauer der Gäste 
in Beherbergungsbetrieben (einschl. Camping)",,,,,,,,,
Tabelle 2.4,,nach Kreisen und nach dem ständigen Wohnsitz der Gäste,,,,,,,,,
"Lfd.
Nr.","Kreisfreie Stadt
Landkreis
Große kreisangehörige Stadt

Ständiger Wohnsitz der
Gäste innerhalb/außerhalb
Deutschlands",Mai 2014,,,,,Januar - Mai 2014,,,,
,,Ankünfte,,Übernachtungen,,"durch-
schnitt-
liche
Aufent-
halts-
dauer 4)",Ankünfte,,Übernachtungen,,"durch-
schnitt-
liche
Aufent-
halts-
dauer 4)"
,,"ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
monat","ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
monat",,"ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
zeitraum","ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
zeitraum",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,Anzahl,%,Anzahl,%,Anzahl,,%,Anzahl,%,Anzahl
1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,
1  ,Mecklenburg-Vorpommern,685.220,"- 9,0  ",2.478.503,"- 9,0 ","3,6  ",2.184.863,"3,0  ",7.766.360 ,"2,9  ","3,6  "
2  ,  Deutschland,650.875,"- 9,7  ",2.389.152,"- 9,4 ","3,7  ",2.093.989,"2,6  ",7.533.112 ,"2,7  ","3,6  "
3  ,  Ausland,34.345,"7,0  ",89.351,"4,1 ","2,6  ",90.874,"13,0  ",233.248 ,"9,7  ","2,6  "
,,,,,,,,,,,
4  ,"  Rostock, Hansestadt",64.501,"- 2,9  ",162.737,"- 0,8 ","2,5  ",244.715,"2,6  ",589.222 ,"4,6  ","2,4  "
5  ,    Deutschland,58.966,"- 2,9  ",148.355,"- 2,1 ","2,5  ",227.168,"3,5  ",541.423 ,"4,7  ","2,4  "
6  ,    Ausland,5.535,"- 2,8  ",14.382,"15,2 ","2,6  ",17.547,"- 7,8  ",47.799 ,"2,5  ","2,7  "
,,,,,,,,,,,
7  ,"  Schwerin, Landeshauptstadt",21.229,"0,2  ",38.227,"- 4,3 ","1,8  ",67.625,"6,8  ",116.994 ,"7,1  ","1,7  "
8  ,    Deutschland,18.867,"- 1,6  ",34.281,"- 5,0 ","1,8  ",60.333,"2,9  ",104.493 ,"3,6  ","1,7  "
9  ,    Ausland,2.362,"17,4  ",3.946,"2,5 ","1,7  ",7.292,"57,0  ",12.501 ,"49,6  ","1,7  "
,,,,,,,,,,,
,  Mecklenburgische,,,,,,,,,,
10  ,    Seenplatte,105.018,"- 16,7  ",326.146,"- 15,6 ","3,1  ",267.077,"- 2,5  ",855.214 ,"- 0,5  ","3,2  "
11  ,    Deutschland,102.380,"- 17,1  ",319.545,"- 15,8 ","3,1  ",260.786,"- 2,5  ",840.533 ,"- 0,4  ","3,2  "
12  ,    Ausland,2.638,"0,5  ",6.601,"- 7,0 ","2,5  ",6.291,"- 0,5  ",14.681 ,"- 3,3  ","2,3  "
,,,,,,,,,,,
13  ,  Landkreis Rostock,96.118,"- 12,8  ",400.291,"- 9,6 ","4,2  ",341.016,"- 0,1  ",1.368.021 ,"1,6  ","4,0  "
14  ,    Deutschland,92.981,"- 13,2  ",392.135,"- 9,5 ","4,2  ",330.340,"0,0  ",1.339.641 ,"1,9  ","4,1  "
15  ,    Ausland,3.137,"- 1,2  ",8.156,"- 12,1 ","2,6  ",10.676,"- 2,6  ",28.380 ,"- 11,0  ","2,7  "
,,,,,,,,,,,
16  ,  Vorpommern-Rügen,189.084,"- 5,7  ",760.397,"- 8,6 ","4,0  ",592.920,"6,4  ",2.356.194 ,"4,6  ","4,0  "
17  ,    Deutschland,178.026,"- 6,2  ",728.059,"- 9,0 ","4,1  ",569.755,"6,1  ",2.290.861 ,"4,3  ","4,0  "
18  ,    Ausland,11.058,"3,2  ",32.338,"1,8 ","2,9  ",23.165,"14,9  ",65.333 ,"15,6  ","2,8  "
,,,,,,,,,,,
19  ,  Nordwestmecklenburg,56.826,"1,2  ",192.267,"- 4,8 ","3,4  ",172.592,"11,5  ",599.412 ,"3,5  ","3,5  "
20  ,    Deutschland,53.440,"0,2  ",184.075,"- 5,4 ","3,4  ",164.591,"11,1  ",578.395 ,"3,2  ","3,5  "
21  ,    Ausland,3.386,"19,1  ",8.192,"10,2 ","2,4  ",8.001,"19,0  ",21.017 ,"13,6  ","2,6  "
,,,,,,,,,,,
