Kapitel 2,,"Ankünfte, Übernachtungen und Aufenthaltsdauer der Gäste 
in Beherbergungsbetrieben (einschl. Camping)",,,,,,,,,
Tabelle 2.4,,nach Kreisen und nach dem ständigen Wohnsitz der Gäste,,,,,,,,,
"Lfd.
Nr.","Kreisfreie Stadt
Landkreis
Große kreisangehörige Stadt

Ständiger Wohnsitz der
Gäste innerhalb/außerhalb
Deutschlands",Januar 2014,,,,,Januar - Januar 2014,,,,
,,Ankünfte,,Übernachtungen,,"durch-
schnitt-
liche
Aufent-
halts-
dauer 4)",Ankünfte,,Übernachtungen,,"durch-
schnitt-
liche
Aufent-
halts-
dauer 4)"
,,"ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
monat","ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
monat",,"ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
zeitraum","ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
zeitraum",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,Anzahl,%,Anzahl,%,Anzahl,,%,Anzahl,%,Anzahl
1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,
1  ,Mecklenburg-Vorpommern,244.411,"9,6  ",881.722,"7,3  ","3,6  ",244.411,"9,6  ",881.722  ,"7,3  ","3,6  "
2  ,   Deutschland,236.793,"9,5  ",862.024,"7,3  ","3,6  ",236.793,"9,5  ",862.024  ,"7,3  ","3,6  "
3  ,   Ausland,7.618,"13,0  ",19.698,"3,9  ","2,6  ",7.618,"13,0  ",19.698  ,"3,9  ","2,6  "
,,,,,,,,,,,
4  ,"   Rostock, Hansestadt",37.790,"14,0  ",84.815,"11,2  ","2,2  ",37.790,"14,0  ",84.815  ,"11,2  ","2,2  "
5  ,      Deutschland,35.708,"16,0  ",79.211,"14,7  ","2,2  ",35.708,"16,0  ",79.211  ,"14,7  ","2,2  "
6  ,      Ausland,2.082,"- 11,9  ",5.604,"- 22,4  ","2,7  ",2.082,"- 11,9  ",5.604  ,"- 22,4  ","2,7  "
,,,,,,,,,,,
