Kapitel 2,,"Ankünfte, Übernachtungen und Aufenthaltsdauer der Gäste 
in Beherbergungsbetrieben (einschließlich Camping)",,,,,,,,,
Tabelle 2.3,,Nach Kreisen und nach dem ständigen Wohnsitz der Gäste,,,,,,,,,
"Lfd.
Nr.","Kreisfreie Stadt
Landkreis
Große kreisangehörige Stadt

Ständiger Wohnsitz der
Gäste innerhalb/außerhalb
Deutschlands",Juni 2018,,,,,Januar - Juni 2018,,,,
,,Ankünfte,,Übernachtungen,,"durch-
schnitt-
liche
Aufent-
halts-
dauer 4)",Ankünfte,,Übernachtungen,,"durch-
schnitt-
liche
Aufent-
halts-
dauer 4)"
,,"ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
monat","ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
monat",,"ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
zeitraum","ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
zeitraum",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,Anzahl,%,Anzahl,%,Anzahl,,%,Anzahl,%,Anzahl
1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,
1  ,Mecklenburg-Vorpommern,874.566,"- 3,6 ",3.328.366,"- 7,6 ","3,8  ",3.281.432,"1,2 ",11.763.385,"0,3 ","3,6  "
2  ,  Deutschland,821.474,"- 4,4 ",3.186.833,"- 8,3 ","3,9  ",3.131.632,"0,9 ",11.389.159,"0,0 ","3,6  "
3  ,  Ausland,53.092,"11,6 ",141.533,"13,0 ","2,7  ",149.800,"7,9 ",374.226,"8,1 ","2,5  "
,,,,,,,,,,,
4  ,"  Rostock, Hansestadt",76.305,"- 3,0 ",196.061,"- 2,0 ","2,6  ",366.126,"3,8 ",888.081,"4,1 ","2,4  "
5  ,    Deutschland,69.369,"- 3,9 ",182.525,"- 2,7 ","2,6  ",337.203,"3,2 ",829.409,"3,5 ","2,5  "
6  ,    Ausland,6.936,"8,0 ",13.536,"8,8 ","2,0  ",28.923,"11,6 ",58.672,"13,7 ","2,0  "
,,,,,,,,,,,
7  ,"  Schwerin, Landeshauptstadt",23.509,"13,6 ",40.723,"9,8 ","1,7  ",91.164,"4,1 ",155.026,"3,5 ","1,7  "
8  ,    Deutschland,20.628,"10,4 ",36.277,"8,0 ","1,8  ",80.376,"3,3 ",137.848,"3,4 ","1,7  "
9  ,    Ausland,2.881,"44,1 ",4.446,"26,3 ","1,5  ",10.788,"10,7 ",17.178,"3,7 ","1,6  "
,,,,,,,,,,,
,  Mecklenburgische,,,,,,,,,,
10  ,    Seenplatte,129.743,"- 9,3 ",405.086,"- 16,7 ","3,1  ",423.155,"3,6 ",1.334.435,"0,2 ","3,2  "
11  ,    Deutschland,124.881,"- 10,0 ",391.937,"- 17,4 ","3,1  ",411.271,"3,2 ",1.304.191,"- 0,1 ","3,2  "
12  ,    Ausland,4.862,"12,1 ",13.149,"14,2 ","2,7  ",11.884,"16,1 ",30.244,"16,2 ","2,5  "
,,,,,,,,,,,
13  ,  Landkreis Rostock,122.872,"- 0,8 ",528.738,"- 3,7 ","4,3  ",483.400,"3,7 ",1.967.041,"2,8 ","4,1  "
14  ,    Deutschland,117.987,"- 0,8 ",515.491,"- 4,1 ","4,4  ",470.249,"4,0 ",1.933.014,"3,0 ","4,1  "
15  ,    Ausland,4.885,"- 0,9 ",13.247,"12,6 ","2,7  ",13.151,"- 6,7 ",34.027,"- 4,8 ","2,6  "
,,,,,,,,,,,
16  ,  Vorpommern-Rügen,250.263,"- 6,7 ",1.109.145,"- 8,2 ","4,4  ",882.436,"- 2,9 ",3.595.081,"- 2,8 ","4,1  "
17  ,    Deutschland,230.884,"- 8,3 ",1.051.440,"- 9,3 ","4,6  ",839.356,"- 3,4 ",3.472.941,"- 3,1 ","4,1  "
18  ,    Ausland,19.379,"18,4 ",57.705,"18,1 ","3,0  ",43.080,"9,2 ",122.140,"8,2 ","2,8  "
,,,,,,,,,,,
19  ,  Nordwestmecklenburg,70.650,"- 2,7 ",242.888,"- 8,6 ","3,4  ",273.174,"4,1 ",932.949,"1,6 ","3,4  "
20  ,    Deutschland,66.405,"- 2,6 ",233.941,"- 8,2 ","3,5  ",258.904,"4,0 ",901.660,"1,7 ","3,5  "
21  ,    Ausland,4.245,"- 3,9 ",8.947,"- 16,1 ","2,1  ",14.270,"5,0 ",31.289,"- 0,6 ","2,2  "
,,,,,,,,,,,
22  ,  Vorpommern-Greifswald,155.784,"0,2 ",675.454,"- 7,1 ","4,3  ",598.872,"- 0,8 ",2.422.525,"- 0,3 ","4,0  "
23  ,    Deutschland,150.520,"- 0,1 ",658.503,"- 7,6 ","4,4  ",585.800,"- 1,0 ",2.381.891,"- 0,5 ","4,1  "
24  ,    Ausland,5.264,"10,1 ",16.951,"13,1 ","3,2  ",13.072,"10,3 ",40.634,"10,0 ","3,1  "
,,,,,,,,,,,
25  ,  Ludwigslust-Parchim,45.440,"2,6 ",130.271,"2,6 ","2,9  ",163.105,"6,6 ",468.247,"6,9 ","2,9  "
26  ,    Deutschland,40.800,"2,1 ",116.719,"1,1 ","2,9  ",148.473,"6,7 ",428.205,"6,2 ","2,9  "
27  ,    Ausland,4.640,"7,6 ",13.552,"17,6 ","2,9  ",14.632,"5,1 ",40.042,"14,9 ","2,7  "
,,,,,,,,,,,
,Nachrichtlich,,,,,,,,,,
,,,,,,,,,,,
28  ,"  Greifswald, Hansestadt 6)",11.757,"6,7 ",30.710,"- 0,7 ","2,6  ",44.035,"3,4 ",122.179,"18,3 ","2,8  "
29  ,    Deutschland,10.769,"4,9 ",28.293,"- 3,4 ","2,6  ",40.388,"1,7 ",113.195,"17,5 ","2,8  "
30  ,    Ausland,988,"31,4 ",2.417,"48,6 ","2,4  ",3.647,"26,1 ",8.984,"30,0 ","2,5  "
,,,,,,,,,,,
31  ,"  Neubrandenburg, Stadt 7)",5.900,"3,0 ",11.974,"- 1,8 ","2,0  ",25.196,"4,6 ",48.042,"- 4,8 ","1,9  "
32  ,    Deutschland,5.547,"2,0 ",11.390,"- 2,3 ","2,1  ",23.870,"4,8 ",45.464,"- 4,0 ","1,9  "
33  ,    Ausland,353,"21,7 ",584,"9,8 ","1,7  ",1.326,"2,2 ",2.578,"- 16,9 ","1,9  "
,,,,,,,,,,,
34  ,"  Stralsund, Hansestadt 8)",25.821,"7,5 ",58.925,"7,3 ","2,3  ",98.830,"1,4 ",218.816,"1,7 ","2,2  "
35  ,    Deutschland,22.163,"5,1 ",51.495,"5,7 ","2,3  ",90.162,"0,7 ",200.551,"1,5 ","2,2  "
36  ,    Ausland,3.658,"25,0 ",7.430,"20,1 ","2,0  ",8.668,"8,6 ",18.265,"3,9 ","2,1  "
,,,,,,,,,,,
37  ,"  Wismar, Hansestadt 9)",17.666,"0,3 ",37.790,"3,6 ","2,1  ",73.572,"7,0 ",166.785,"10,1 ","2,3  "
