Kapitel 2,,"Ankünfte, Übernachtungen und Aufenthaltsdauer der Gäste 
in Beherbergungsbetrieben (einschließlich Camping)",
Tabelle 2.3,,Nach Kreisen und nach dem ständigen Wohnsitz der Gäste,
"Lfd.
Nr.","Kreisfreie Stadt
Landkreis
Große kreisangehörige Stadt

Ständiger Wohnsitz der
Gäste innerhalb/außerhalb
Deutschlands",Januar 2018,
,,Ankünfte,Übernachtungen
,,"ins-
gesamt","ins-
gesamt"
,,,
,,,
,,,
,,,
,,,
,,Anzahl,Anzahl
1,2,3,5
,,,
1,Mecklenburg-Vorpommern,262125,928413
2,  Deutschland,252364,905374
3,  Ausland,9761,23039
,,,
4,"  Rostock, Hansestadt",41409,91380
5,    Deutschland,38589,85226
6,    Ausland,2820,6154
,,,
7,"  Schwerin, Landeshauptstadt",8696,13697
8,    Deutschland,7682,12173
9,    Ausland,1014,1524
,,,
,  Mecklenburgische,,
10,    Seenplatte,25700,87995
11,    Deutschland,25163,86742
12,    Ausland,537,1253
,,,
13,  Landkreis Rostock,41814,174082
14,    Deutschland,40940,171598
15,    Ausland,874,2484
,,,
16,  Vorpommern-Rügen,58702,237901
17,    Deutschland,57204,234081
18,    Ausland,1498,3820
,,,
19,  Nordwestmecklenburg,21462,77026
20,    Deutschland,20377,74922
21,    Ausland,1085,2104
,,,
22,  Vorpommern-Greifswald,51363,205714
23,    Deutschland,50621,203512
24,    Ausland,742,2202
,,,
25,  Ludwigslust-Parchim,12979,40618
26,    Deutschland,11788,37120
27,    Ausland,1191,3498
,,,
,Nachrichtlich,,
,,,
28,"  Greifswald, Hansestadt 6)",4116,12051
29,    Deutschland,3895,11532
30,    Ausland,221,519
,,,
31,"  Neubrandenburg, Stadt 7)",3385,6065
32,    Deutschland,3272,5772
33,    Ausland,113,293
,,,
34,"  Stralsund, Hansestadt 8)",8307,16486
35,    Deutschland,7954,15787
36,    Ausland,353,699
,,,
37,"  Wismar, Hansestadt 9)",7415,17460
38,    Deutschland,6603,15948
39,    Ausland,812,1512
Kapitel 2,,"Ankünfte, Übernachtungen und Aufenthaltsdauer der Gäste 
in Beherbergungsbetrieben (einschließlich Camping)",
Tabelle 2.3,,Nach Kreisen und nach dem ständigen Wohnsitz der Gäste,
"Lfd.
Nr.","Kreisfreie Stadt
Landkreis
Große kreisangehörige Stadt

Ständiger Wohnsitz der
Gäste innerhalb/außerhalb
Deutschlands",Februar 2018,
,,Ankünfte,Übernachtungen
,,"ins-
gesamt","ins-
gesamt"
,,,
,,,
,,,
,,,
,,,
,,Anzahl,Anzahl
1,2,3,5
,,,
1,Mecklenburg-Vorpommern,338201,1164054
2,  Deutschland,325411,1131621
3,  Ausland,12790,32433
,,,
4,"  Rostock, Hansestadt",47533,110302
5,    Deutschland,44763,103363
6,    Ausland,2770,6939
,,,
7,"  Schwerin, Landeshauptstadt",10087,15701
8,    Deutschland,8839,13833
9,    Ausland,1248,1868
,,,
,  Mecklenburgische,,
10,    Seenplatte,30003,100151
11,    Deutschland,28719,97023
12,    Ausland,1284,3128
,,,
13,  Landkreis Rostock,53315,208650
14,    Deutschland,51775,204161
15,    Ausland,1540,4489
,,,
16,  Vorpommern-Rügen,86063,332580
17,    Deutschland,84345,327902
18,    Ausland,1718,4678
,,,
19,  Nordwestmecklenburg,27582,94767
20,    Deutschland,26237,91312
21,    Ausland,1345,3455
,,,
22,  Vorpommern-Greifswald,68127,257375
23,    Deutschland,67205,254517
24,    Ausland,922,2858
,,,
25,  Ludwigslust-Parchim,15491,44528
26,    Deutschland,13528,39510
27,    Ausland,1963,5018
,,,
,Nachrichtlich,,
,,,
