469-30: Beherbergungsbetriebe, G�stebetten, -�bernachtungen, -ank�nfte nach Betriebsarten (Monatszahlen);;;;;
Gebietsschl�ssel;Gebietseinheit;Zeit;Betriebsart;Tourismus (Monatszahlen) 1);Tourismus (Monatszahlen) 1)
;;;;G�ste�bernachtungen;G�steank�nfte
;;;;insgesamt;insgesamt
4011;Stadt Bremen;2009-04;Insgesamt;107706;62343
4011;Stadt Bremen;2009-03;Hotels, Hotels garnis, Gasth�fe, Pensionen;94212;55780
4011;Stadt Bremen;2009-03;Sonstige Einrichtungen 3);4866;2254
4011;Stadt Bremen;2009-03;Insgesamt;99078;58034
4011;Stadt Bremen;2009-02;Hotels, Hotels garnis, Gasth�fe, Pensionen;85827;51874
4011;Stadt Bremen;2009-02;Sonstige Einrichtungen 3);4275;1933
4011;Stadt Bremen;2009-02;Insgesamt;90102;53807
4011;Stadt Bremen;2009-01;Hotels, Hotels garnis, Gasth�fe, Pensionen;73349;44328
4011;Stadt Bremen;2009-01;Sonstige Einrichtungen 3);3105;1475
4011;Stadt Bremen;2009-01;Insgesamt;76454;45803
4011;Stadt Bremen;2008-12;Hotels, Hotels garnis, Gasth�fe, Pensionen;101126;61323
4011;Stadt Bremen;2008-12;Sonstige Einrichtungen 3);4518;2501
4011;Stadt Bremen;2008-12;Insgesamt;105644;63824
4011;Stadt Bremen;2008-11;Hotels, Hotels garnis, Gasth�fe, Pensionen;112325;67617
4011;Stadt Bremen;2008-11;Sonstige Einrichtungen 3);5020;2368
4011;Stadt Bremen;2008-11;Insgesamt;117345;69985
4011;Stadt Bremen;2008-10;Hotels, Hotels garnis, Gasth�fe, Pensionen;119189;67567
4011;Stadt Bremen;2008-10;Sonstige Einrichtungen 3);7612;3627
4011;Stadt Bremen;2008-10;Insgesamt;126801;71194
4011;Stadt Bremen;2008-09;Hotels, Hotels garnis, Gasth�fe, Pensionen;124515;72796
4011;Stadt Bremen;2008-09;Sonstige Einrichtungen 3);7816;3206
4011;Stadt Bremen;2008-09;Insgesamt;132331;76002
4011;Stadt Bremen;2008-08;Hotels, Hotels garnis, Gasth�fe, Pensionen;113722;63345
4011;Stadt Bremen;2008-08;Sonstige Einrichtungen 3);8097;3919
4011;Stadt Bremen;2008-08;Insgesamt;121819;67264
4011;Stadt Bremen;2008-07;Hotels, Hotels garnis, Gasth�fe, Pensionen;101973;56298
4011;Stadt Bremen;2008-07;Sonstige Einrichtungen 3);6907;3401
4011;Stadt Bremen;2008-07;Insgesamt;108880;59699
4011;Stadt Bremen;2008-06;Hotels, Hotels garnis, Gasth�fe, Pensionen;109662;65063
4011;Stadt Bremen;2008-06;Sonstige Einrichtungen 3);7915;3411
4011;Stadt Bremen;2008-06;Insgesamt;117577;68474
4011;Stadt Bremen;2008-05;Hotels, Hotels garnis, Gasth�fe, Pensionen;110661;62620
4011;Stadt Bremen;2008-05;Sonstige Einrichtungen 3);8618;3244
4011;Stadt Bremen;2008-05;Insgesamt;119279;65864
4011;Stadt Bremen;2008-04;Hotels, Hotels garnis, Gasth�fe, Pensionen;106178;64769
4011;Stadt Bremen;2008-04;Sonstige Einrichtungen 3);7514;3103
4011;Stadt Bremen;2008-04;Insgesamt;113692;67872
4011;Stadt Bremen;2008-03;Hotels, Hotels garnis, Gasth�fe, Pensionen;91334;52736
4011;Stadt Bremen;2008-03;Sonstige Einrichtungen 3);6260;2868
4011;Stadt Bremen;2008-03;Insgesamt;97594;55604
4011;Stadt Bremen;2008-02;Hotels, Hotels garnis, Gasth�fe, Pensionen;96795;58960
4011;Stadt Bremen;2008-02;Sonstige Einrichtungen 3);4419;1931
4011;Stadt Bremen;2008-02;Insgesamt;101214;60891
4011;Stadt Bremen;2008-01;Hotels, Hotels garnis, Gasth�fe, Pensionen;87756;53532
4011;Stadt Bremen;2008-01;Sonstige Einrichtungen 3);3971;1657
4011;Stadt Bremen;2008-01;Insgesamt;91727;55189
4012;Stadt Bremerhaven;2018-08;Hotels, Hotels garnis, Gasth�fe, Pensionen;44327;25379
4012;Stadt Bremerhaven;2018-08;Sonstige Einrichtungen 3);3792;1551
4012;Stadt Bremerhaven;2018-08;Insgesamt;48119;26930
4012;Stadt Bremerhaven;2018-07;Hotels, Hotels garnis, Gasth�fe, Pensionen;41679;23970
4012;Stadt Bremerhaven;2018-07;Sonstige Einrichtungen 3);3917;1773
4012;Stadt Bremerhaven;2018-07;Insgesamt;45596;25743
4012;Stadt Bremerhaven;2018-06;Hotels, Hotels garnis, Gasth�fe, Pensionen;38113;21729
4012;Stadt Bremerhaven;2018-06;Sonstige Einrichtungen 3);3818;1398
4012;Stadt Bremerhaven;2018-06;Insgesamt;41931;23127
4012;Stadt Bremerhaven;2018-05;Hotels, Hotels garnis, Gasth�fe, Pensionen;40281;23471
4012;Stadt Bremerhaven;2018-05;Sonstige Einrichtungen 3);3683;1647
4012;Stadt Bremerhaven;2018-05;Insgesamt;43964;25118
4012;Stadt Bremerhaven;2018-04;Hotels, Hotels garnis, Gasth�fe, Pensionen;31052;16813
4012;Stadt Bremerhaven;2018-04;Sonstige Einrichtungen 3);3131;1317
4012;Stadt Bremerhaven;2018-04;Insgesamt;34183;18130
4012;Stadt Bremerhaven;2018-03;Hotels, Hotels garnis, Gasth�fe, Pensionen;27678;14637
4012;Stadt Bremerhaven;2018-03;Sonstige Einrichtungen 3);3624;1270
4012;Stadt Bremerhaven;2018-03;Insgesamt;31302;15907
4012;Stadt Bremerhaven;2018-02;Hotels, Hotels garnis, Gasth�fe, Pensionen;24186;12494
4012;Stadt Bremerhaven;2018-02;Sonstige Einrichtungen 3);1831;939
4012;Stadt Bremerhaven;2018-02;Insgesamt;26017;13433
4012;Stadt Bremerhaven;2018-01;Hotels, Hotels garnis, Gasth�fe, Pensionen;20543;10913
4012;Stadt Bremerhaven;2018-01;Sonstige Einrichtungen 3);1315;602
4012;Stadt Bremerhaven;2018-01;Insgesamt;21858;11515
4012;Stadt Bremerhaven;2017-12;Hotels, Hotels garnis, Gasth�fe, Pensionen;21064;11875
4012;Stadt Bremerhaven;2017-12;Sonstige Einrichtungen 3);1638;622
4012;Stadt Bremerhaven;2017-12;Insgesamt;22702;12497
4012;Stadt Bremerhaven;2017-11;Hotels, Hotels garnis, Gasth�fe, Pensionen;23842;12854
4012;Stadt Bremerhaven;2017-11;Sonstige Einrichtungen 3);2211;960
4012;Stadt Bremerhaven;2017-11;Insgesamt;26053;13814
4012;Stadt Bremerhaven;2017-10;Hotels, Hotels garnis, Gasth�fe, Pensionen;33750;17759
4012;Stadt Bremerhaven;2017-10;Sonstige Einrichtungen 3);3545;1403
4012;Stadt Bremerhaven;2017-10;Insgesamt;37295;19162
4012;Stadt Bremerhaven;2017-09;Hotels, Hotels garnis, Gasth�fe, Pensionen;33998;19841
4012;Stadt Bremerhaven;2017-09;Sonstige Einrichtungen 3);4150;1685
4012;Stadt Bremerhaven;2017-09;Insgesamt;38148;21526
4012;Stadt Bremerhaven;2017-08;Hotels, Hotels garnis, Gasth�fe, Pensionen;39216;21583
4012;Stadt Bremerhaven;2017-08;Sonstige Einrichtungen 3);4227;1774
4012;Stadt Bremerhaven;2017-08;Insgesamt;43443;23357
4012;Stadt Bremerhaven;2017-07;Hotels, Hotels garnis, Gasth�fe, Pensionen;35823;20370
4012;Stadt Bremerhaven;2017-07;Sonstige Einrichtungen 3);4130;1838
4012;Stadt Bremerhaven;2017-07;Insgesamt;39953;22208
4012;Stadt Bremerhaven;2017-06;Hotels, Hotels garnis, Gasth�fe, Pensionen;34736;19830
4012;Stadt Bremerhaven;2017-06;Sonstige Einrichtungen 3);4058;1831
4012;Stadt Bremerhaven;2017-06;Insgesamt;38794;21661
4012;Stadt Bremerhaven;2017-05;Hotels, Hotels garnis, Gasth�fe, Pensionen;33371;18645
4012;Stadt Bremerhaven;2017-05;Sonstige Einrichtungen 3);4191;1723
4012;Stadt Bremerhaven;2017-05;Insgesamt;37562;20368
4012;Stadt Bremerhaven;2017-04;Hotels, Hotels garnis, Gasth�fe, Pensionen;28325;14961
4012;Stadt Bremerhaven;2017-04;Sonstige Einrichtungen 3);4035;1615
4012;Stadt Bremerhaven;2017-04;Insgesamt;32360;16576
4012;Stadt Bremerhaven;2017-03;Hotels, Hotels garnis, Gasth�fe, Pensionen;24252;12368
4012;Stadt Bremerhaven;2017-03;Sonstige Einrichtungen 3);2576;930
4012;Stadt Bremerhaven;2017-03;Insgesamt;26828;13298
4012;Stadt Bremerhaven;2017-02;Hotels, Hotels garnis, Gasth�fe, Pensionen;22063;11388
4012;Stadt Bremerhaven;2017-02;Sonstige Einrichtungen 3);1297;510
4012;Stadt Bremerhaven;2017-02;Insgesamt;23360;11898
4012;Stadt Bremerhaven;2017-01;Hotels, Hotels garnis, Gasth�fe, Pensionen;19680;10867
4012;Stadt Bremerhaven;2017-01;Sonstige Einrichtungen 3);1020;418
4012;Stadt Bremerhaven;2017-01;Insgesamt;20700;11285
4012;Stadt Bremerhaven;2016-12;Hotels, Hotels garnis, Gasth�fe, Pensionen;20114;11308
4012;Stadt Bremerhaven;2016-12;Sonstige Einrichtungen 3);984;417
4012;Stadt Bremerhaven;2016-12;Insgesamt;21098;11725
4012;Stadt Bremerhaven;2016-11;Hotels, Hotels garnis, Gasth�fe, Pensionen;22338;12571
4012;Stadt Bremerhaven;2016-11;Sonstige Einrichtungen 3);1137;557
4012;Stadt Bremerhaven;2016-11;Insgesamt;23475;13128
4012;Stadt Bremerhaven;2016-10;Hotels, Hotels garnis, Gasth�fe, Pensionen;31250;17462
4012;Stadt Bremerhaven;2016-10;Sonstige Einrichtungen 3);3798;1518
4012;Stadt Bremerhaven;2016-10;Insgesamt;35048;18980
4012;Stadt Bremerhaven;2016-09;Hotels, Hotels garnis, Gasth�fe, Pensionen;33578;19472
4012;Stadt Bremerhaven;2016-09;Sonstige Einrichtungen 3);3396;1307
4012;Stadt Bremerhaven;2016-09;Insgesamt;36974;20779
4012;Stadt Bremerhaven;2016-08;Hotels, Hotels garnis, Gasth�fe, Pensionen;38245;20725
4012;Stadt Bremerhaven;2016-08;Sonstige Einrichtungen 3);3947;1527
4012;Stadt Bremerhaven;2016-08;Insgesamt;42192;22252
4012;Stadt Bremerhaven;2016-07;Hotels, Hotels garnis, Gasth�fe, Pensionen;36229;19226
4012;Stadt Bremerhaven;2016-07;Sonstige Einrichtungen 3);4033;1724
4012;Stadt Bremerhaven;2016-07;Insgesamt;40262;20950
4012;Stadt Bremerhaven;2016-06;Hotels, Hotels garnis, Gasth�fe, Pensionen;32371;17836
4012;Stadt Bremerhaven;2016-06;Sonstige Einrichtungen 3);3624;1435
4012;Stadt Bremerhaven;2016-06;Insgesamt;35995;19271
4012;Stadt Bremerhaven;2016-05;Hotels, Hotels garnis, Gasth�fe, Pensionen;36659;18628
4012;Stadt Bremerhaven;2016-05;Sonstige Einrichtungen 3);3969;1692
4012;Stadt Bremerhaven;2016-05;Insgesamt;40628;20320
4012;Stadt Bremerhaven;2016-04;Hotels, Hotels garnis, Gasth�fe, Pensionen;29590;14558
4012;Stadt Bremerhaven;2016-04;Sonstige Einrichtungen 3);2582;1077
4012;Stadt Bremerhaven;2016-04;Insgesamt;32172;15635
4012;Stadt Bremerhaven;2016-03;Hotels, Hotels garnis, Gasth�fe, Pensionen;26834;13765
4012;Stadt Bremerhaven;2016-03;Sonstige Einrichtungen 3);3202;1047
4012;Stadt Bremerhaven;2016-03;Insgesamt;30036;14812
4012;Stadt Bremerhaven;2016-02;Hotels, Hotels garnis, Gasth�fe, Pensionen;19953;11133
4012;Stadt Bremerhaven;2016-02;Sonstige Einrichtungen 3);1563;775
4012;Stadt Bremerhaven;2016-02;Insgesamt;21516;11908
4012;Stadt Bremerhaven;2016-01;Hotels, Hotels garnis, Gasth�fe, Pensionen;20438;9680
4012;Stadt Bremerhaven;2016-01;Sonstige Einrichtungen 3);1510;667
4012;Stadt Bremerhaven;2016-01;Insgesamt;21948;10347
4012;Stadt Bremerhaven;2015-12;Hotels, Hotels garnis, Gasth�fe, Pensionen;21695;10898
4012;Stadt Bremerhaven;2015-12;Sonstige Einrichtungen 3);1975;607
4012;Stadt Bremerhaven;2015-12;Insgesamt;23670;11505
4012;Stadt Bremerhaven;2015-11;Hotels, Hotels garnis, Gasth�fe, Pensionen;26192;13578
4012;Stadt Bremerhaven;2015-11;Sonstige Einrichtungen 3);1754;546
4012;Stadt Bremerhaven;2015-11;Insgesamt;27946;14124
4012;Stadt Bremerhaven;2015-10;Hotels, Hotels garnis, Gasth�fe, Pensionen;29948;16197
4012;Stadt Bremerhaven;2015-10;Sonstige Einrichtungen 3);3170;1315
4012;Stadt Bremerhaven;2015-10;Insgesamt;33118;17512
4012;Stadt Bremerhaven;2015-09;Hotels, Hotels garnis, Gasth�fe, Pensionen;32841;16675
4012;Stadt Bremerhaven;2015-09;Sonstige Einrichtungen 3);3399;1263
4012;Stadt Bremerhaven;2015-09;Insgesamt;36240;17938
4012;Stadt Bremerhaven;2015-08;Hotels, Hotels garnis, Gasth�fe, Pensionen;36225;17920
4012;Stadt Bremerhaven;2015-08;Sonstige Einrichtungen 3);4294;1689
4012;Stadt Bremerhaven;2015-08;Insgesamt;40519;19609
4012;Stadt Bremerhaven;2015-07;Hotels, Hotels garnis, Gasth�fe, Pensionen;30177;16222
4012;Stadt Bremerhaven;2015-07;Sonstige Einrichtungen 3);4289;1841
4012;Stadt Bremerhaven;2015-07;Insgesamt;34466;18063
4012;Stadt Bremerhaven;2015-06;Hotels, Hotels garnis, Gasth�fe, Pensionen;28664;15578
4012;Stadt Bremerhaven;2015-06;Sonstige Einrichtungen 3);3535;1443
4012;Stadt Bremerhaven;2015-06;Insgesamt;32199;17021
4012;Stadt Bremerhaven;2015-05;Hotels, Hotels garnis, Gasth�fe, Pensionen;31623;17082
4012;Stadt Bremerhaven;2015-05;Sonstige Einrichtungen 3);4025;1714
4012;Stadt Bremerhaven;2015-05;Insgesamt;35648;18796
4012;Stadt Bremerhaven;2015-04;Hotels, Hotels garnis, Gasth�fe, Pensionen;25873;14139
4012;Stadt Bremerhaven;2015-04;Sonstige Einrichtungen 3);3927;1299
4012;Stadt Bremerhaven;2015-04;Insgesamt;29800;15438
4012;Stadt Bremerhaven;2015-03;Hotels, Hotels garnis, Gasth�fe, Pensionen;24354;12044
4012;Stadt Bremerhaven;2015-03;Sonstige Einrichtungen 3);2227;991
4012;Stadt Bremerhaven;2015-03;Insgesamt;26581;13035
4012;Stadt Bremerhaven;2015-02;Hotels, Hotels garnis, Gasth�fe, Pensionen;19708;10172
4012;Stadt Bremerhaven;2015-02;Sonstige Einrichtungen 3);1504;856
4012;Stadt Bremerhaven;2015-02;Insgesamt;21212;11028
4012;Stadt Bremerhaven;2015-01;Hotels, Hotels garnis, Gasth�fe, Pensionen;17823;9135
4012;Stadt Bremerhaven;2015-01;Sonstige Einrichtungen 3);1335;593
4012;Stadt Bremerhaven;2015-01;Insgesamt;19158;9728
4012;Stadt Bremerhaven;2014-12;Hotels, Hotels garnis, Gasth�fe, Pensionen;20808;10844
4012;Stadt Bremerhaven;2014-12;Sonstige Einrichtungen 3);577;301
4012;Stadt Bremerhaven;2014-12;Insgesamt;21385;11145
4012;Stadt Bremerhaven;2014-11;Hotels, Hotels garnis, Gasth�fe, Pensionen;23887;12508
4012;Stadt Bremerhaven;2014-11;Sonstige Einrichtungen 3);1560;730
4012;Stadt Bremerhaven;2014-11;Insgesamt;25447;13238
4012;Stadt Bremerhaven;2014-10;Hotels, Hotels garnis, Gasth�fe, Pensionen;33106;16112
4012;Stadt Bremerhaven;2014-10;Sonstige Einrichtungen 3);3627;1449
4012;Stadt Bremerhaven;2014-10;Insgesamt;36733;17561
4012;Stadt Bremerhaven;2014-09;Hotels, Hotels garnis, Gasth�fe, Pensionen;32538;16926
4012;Stadt Bremerhaven;2014-09;Sonstige Einrichtungen 3);3397;1232
4012;Stadt Bremerhaven;2014-09;Insgesamt;35935;18158
4012;Stadt Bremerhaven;2014-08;Hotels, Hotels garnis, Gasth�fe, Pensionen;33252;16679
4012;Stadt Bremerhaven;2014-08;Sonstige Einrichtungen 3);3886;1541
4012;Stadt Bremerhaven;2014-08;Insgesamt;37138;18220
4012;Stadt Bremerhaven;2014-07;Hotels, Hotels garnis, Gasth�fe, Pensionen;30764;15938
4012;Stadt Bremerhaven;2014-07;Sonstige Einrichtungen 3);4192;1771
4012;Stadt Bremerhaven;2014-07;Insgesamt;34956;17709
4012;Stadt Bremerhaven;2014-06;Hotels, Hotels garnis, Gasth�fe, Pensionen;30560;15308
4012;Stadt Bremerhaven;2014-06;Sonstige Einrichtungen 3);3232;1448
4012;Stadt Bremerhaven;2014-06;Insgesamt;33792;16756
4012;Stadt Bremerhaven;2014-05;Hotels, Hotels garnis, Gasth�fe, Pensionen;33208;16272
4012;Stadt Bremerhaven;2014-05;Sonstige Einrichtungen 3);3234;1344
4012;Stadt Bremerhaven;2014-05;Insgesamt;36442;17616
4012;Stadt Bremerhaven;2014-04;Hotels, Hotels garnis, Gasth�fe, Pensionen;24401;12821
4012;Stadt Bremerhaven;2014-04;Sonstige Einrichtungen 3);3375;1305
4012;Stadt Bremerhaven;2014-04;Insgesamt;27776;14126
4012;Stadt Bremerhaven;2014-03;Hotels, Hotels garnis, Gasth�fe, Pensionen;22576;12123
4012;Stadt Bremerhaven;2014-03;Sonstige Einrichtungen 3);3066;1139
4012;Stadt Bremerhaven;2014-03;Insgesamt;25642;13262
4012;Stadt Bremerhaven;2014-02;Hotels, Hotels garnis, Gasth�fe, Pensionen;19146;9270
4012;Stadt Bremerhaven;2014-02;Sonstige Einrichtungen 3);1642;619
4012;Stadt Bremerhaven;2014-02;Insgesamt;20788;9889
4012;Stadt Bremerhaven;2014-01;Hotels, Hotels garnis, Gasth�fe, Pensionen;16718;8603
4012;Stadt Bremerhaven;2014-01;Sonstige Einrichtungen 3);1566;651
4012;Stadt Bremerhaven;2014-01;Insgesamt;18284;9254
4012;Stadt Bremerhaven;2013-12;Hotels, Hotels garnis, Gasth�fe, Pensionen;19058;10098
4012;Stadt Bremerhaven;2013-12;Sonstige Einrichtungen 3);770;384
4012;Stadt Bremerhaven;2013-12;Insgesamt;19828;10482
4012;Stadt Bremerhaven;2013-11;Hotels, Hotels garnis, Gasth�fe, Pensionen;21725;11794
4012;Stadt Bremerhaven;2013-11;Sonstige Einrichtungen 3);1786;838
4012;Stadt Bremerhaven;2013-11;Insgesamt;23511;12632
4012;Stadt Bremerhaven;2013-10;Hotels, Hotels garnis, Gasth�fe, Pensionen;29456;14912
4012;Stadt Bremerhaven;2013-10;Sonstige Einrichtungen 3);4166;1657
4012;Stadt Bremerhaven;2013-10;Insgesamt;33622;16569
4012;Stadt Bremerhaven;2013-09;Hotels, Hotels garnis, Gasth�fe, Pensionen;31318;16108
4012;Stadt Bremerhaven;2013-09;Sonstige Einrichtungen 3);3435;1333
4012;Stadt Bremerhaven;2013-09;Insgesamt;34753;17441
4012;Stadt Bremerhaven;2013-08;Hotels, Hotels garnis, Gasth�fe, Pensionen;32059;16116
4012;Stadt Bremerhaven;2013-08;Sonstige Einrichtungen 3);4214;1645
4012;Stadt Bremerhaven;2013-08;Insgesamt;36273;17761
4012;Stadt Bremerhaven;2013-07;Hotels, Hotels garnis, Gasth�fe, Pensionen;30124;14963
4012;Stadt Bremerhaven;2013-07;Sonstige Einrichtungen 3);3638;1564
4012;Stadt Bremerhaven;2013-07;Insgesamt;33762;16527
4012;Stadt Bremerhaven;2013-06;Hotels, Hotels garnis, Gasth�fe, Pensionen;27710;14470
4012;Stadt Bremerhaven;2013-06;Sonstige Einrichtungen 3);3713;1588
4012;Stadt Bremerhaven;2013-06;Insgesamt;31423;16058
4012;Stadt Bremerhaven;2013-05;Hotels, Hotels garnis, Gasth�fe, Pensionen;27429;14134
4012;Stadt Bremerhaven;2013-05;Sonstige Einrichtungen 3);3762;1653
4012;Stadt Bremerhaven;2013-05;Insgesamt;31191;15787
4012;Stadt Bremerhaven;2013-04;Hotels, Hotels garnis, Gasth�fe, Pensionen;23716;12050
4012;Stadt Bremerhaven;2013-04;Sonstige Einrichtungen 3);2657;952
4012;Stadt Bremerhaven;2013-04;Insgesamt;26373;13002
4012;Stadt Bremerhaven;2013-03;Hotels, Hotels garnis, Gasth�fe, Pensionen;20833;10488
4012;Stadt Bremerhaven;2013-03;Sonstige Einrichtungen 3);3410;1010
4012;Stadt Bremerhaven;2013-03;Insgesamt;24243;11498
4012;Stadt Bremerhaven;2013-02;Hotels, Hotels garnis, Gasth�fe, Pensionen;16659;8728
4012;Stadt Bremerhaven;2013-02;Sonstige Einrichtungen 3);1522;580
4012;Stadt Bremerhaven;2013-02;Insgesamt;18181;9308
4012;Stadt Bremerhaven;2013-01;Hotels, Hotels garnis, Gasth�fe, Pensionen;16964;8342
4012;Stadt Bremerhaven;2013-01;Sonstige Einrichtungen 3);818;324
4012;Stadt Bremerhaven;2013-01;Insgesamt;17782;8666
4012;Stadt Bremerhaven;2012-12;Hotels, Hotels garnis, Gasth�fe, Pensionen;18540;9543
4012;Stadt Bremerhaven;2012-12;Sonstige Einrichtungen 3);684;294
4012;Stadt Bremerhaven;2012-12;Insgesamt;19224;9837
4012;Stadt Bremerhaven;2012-11;Hotels, Hotels garnis, Gasth�fe, Pensionen;21685;11563
4012;Stadt Bremerhaven;2012-11;Sonstige Einrichtungen 3);2103;918
4012;Stadt Bremerhaven;2012-11;Insgesamt;23788;12481
4012;Stadt Bremerhaven;2012-10;Hotels, Hotels garnis, Gasth�fe, Pensionen;28043;13772
4012;Stadt Bremerhaven;2012-10;Sonstige Einrichtungen 3);4193;1521
4012;Stadt Bremerhaven;2012-10;Insgesamt;32236;15293
4012;Stadt Bremerhaven;2012-09;Hotels, Hotels garnis, Gasth�fe, Pensionen;28666;14255
4012;Stadt Bremerhaven;2012-09;Sonstige Einrichtungen 3);3809;1418
4012;Stadt Bremerhaven;2012-09;Insgesamt;32475;15673
4012;Stadt Bremerhaven;2012-08;Hotels, Hotels garnis, Gasth�fe, Pensionen;31024;15201
4012;Stadt Bremerhaven;2012-08;Sonstige Einrichtungen 3);4428;1752
4012;Stadt Bremerhaven;2012-08;Insgesamt;35452;16953
4012;Stadt Bremerhaven;2012-07;Hotels, Hotels garnis, Gasth�fe, Pensionen;30132;15044
4012;Stadt Bremerhaven;2012-07;Sonstige Einrichtungen 3);4621;1835
4012;Stadt Bremerhaven;2012-07;Insgesamt;34753;16879
4012;Stadt Bremerhaven;2012-06;Hotels, Hotels garnis, Gasth�fe, Pensionen;28511;14473
4012;Stadt Bremerhaven;2012-06;Sonstige Einrichtungen 3);3529;1354
4012;Stadt Bremerhaven;2012-06;Insgesamt;32040;15827
4012;Stadt Bremerhaven;2012-05;Hotels, Hotels garnis, Gasth�fe, Pensionen;27621;14474
4012;Stadt Bremerhaven;2012-05;Sonstige Einrichtungen 3);3694;1510
4012;Stadt Bremerhaven;2012-05;Insgesamt;31315;15984
4012;Stadt Bremerhaven;2012-04;Hotels, Hotels garnis, Gasth�fe, Pensionen;25339;13081
4012;Stadt Bremerhaven;2012-04;Sonstige Einrichtungen 3);4175;1432
4012;Stadt Bremerhaven;2012-04;Insgesamt;29514;14513
4012;Stadt Bremerhaven;2012-03;Hotels, Hotels garnis, Gasth�fe, Pensionen;21377;10944
4012;Stadt Bremerhaven;2012-03;Sonstige Einrichtungen 3);2987;1171
4012;Stadt Bremerhaven;2012-03;Insgesamt;24364;12115
4012;Stadt Bremerhaven;2012-02;Hotels, Hotels garnis, Gasth�fe, Pensionen;18231;9385
4012;Stadt Bremerhaven;2012-02;Sonstige Einrichtungen 3);1723;717
4012;Stadt Bremerhaven;2012-02;Insgesamt;19954;10102
4012;Stadt Bremerhaven;2012-01;Hotels, Hotels garnis, Gasth�fe, Pensionen;17004;9076
4012;Stadt Bremerhaven;2012-01;Sonstige Einrichtungen 3);1137;489
4012;Stadt Bremerhaven;2012-01;Insgesamt;18141;9565
4012;Stadt Bremerhaven;2011-12;Hotels, Hotels garnis, Gasth�fe, Pensionen;19376;9878
4012;Stadt Bremerhaven;2011-12;Sonstige Einrichtungen 3);742;339
4012;Stadt Bremerhaven;2011-12;Insgesamt;20118;10217
4012;Stadt Bremerhaven;2011-11;Hotels, Hotels garnis, Gasth�fe, Pensionen;22752;11420
4012;Stadt Bremerhaven;2011-11;Sonstige Einrichtungen 3);4037;1781
4012;Stadt Bremerhaven;2011-11;Insgesamt;26789;13201
4012;Stadt Bremerhaven;2011-10;Hotels, Hotels garnis, Gasth�fe, Pensionen;30654;15883
4012;Stadt Bremerhaven;2011-10;Sonstige Einrichtungen 3);4023;1753
4012;Stadt Bremerhaven;2011-10;Insgesamt;34677;17636
4012;Stadt Bremerhaven;2011-09;Hotels, Hotels garnis, Gasth�fe, Pensionen;30384;15986
4012;Stadt Bremerhaven;2011-09;Sonstige Einrichtungen 3);3968;1377
4012;Stadt Bremerhaven;2011-09;Insgesamt;34352;17363
4012;Stadt Bremerhaven;2011-08;Hotels, Hotels garnis, Gasth�fe, Pensionen;32091;15965
4012;Stadt Bremerhaven;2011-08;Sonstige Einrichtungen 3);3812;1510
4012;Stadt Bremerhaven;2011-08;Insgesamt;35903;17475
4012;Stadt Bremerhaven;2011-07;Hotels, Hotels garnis, Gasth�fe, Pensionen;30293;15995
4012;Stadt Bremerhaven;2011-07;Sonstige Einrichtungen 3);4616;1766
4012;Stadt Bremerhaven;2011-07;Insgesamt;34909;17761
4012;Stadt Bremerhaven;2011-06;Hotels, Hotels garnis, Gasth�fe, Pensionen;31171;16242
4012;Stadt Bremerhaven;2011-06;Sonstige Einrichtungen 3);4182;1873
4012;Stadt Bremerhaven;2011-06;Insgesamt;35353;18115
4012;Stadt Bremerhaven;2011-05;Hotels, Hotels garnis, Gasth�fe, Pensionen;27865;14940
4012;Stadt Bremerhaven;2011-05;Sonstige Einrichtungen 3);3711;1491
4012;Stadt Bremerhaven;2011-05;Insgesamt;31576;16431
4012;Stadt Bremerhaven;2011-04;Hotels, Hotels garnis, Gasth�fe, Pensionen;25866;13225
4012;Stadt Bremerhaven;2011-04;Sonstige Einrichtungen 3);3921;1352
4012;Stadt Bremerhaven;2011-04;Insgesamt;29787;14577
4012;Stadt Bremerhaven;2011-03;Hotels, Hotels garnis, Gasth�fe, Pensionen;20745;10766
4012;Stadt Bremerhaven;2011-03;Sonstige Einrichtungen 3);1794;710
4012;Stadt Bremerhaven;2011-03;Insgesamt;22539;11476
4012;Stadt Bremerhaven;2011-02;Hotels, Hotels garnis, Gasth�fe, Pensionen;16309;8692
4012;Stadt Bremerhaven;2011-02;Sonstige Einrichtungen 3);1093;445
4012;Stadt Bremerhaven;2011-02;Insgesamt;17402;9137
4012;Stadt Bremerhaven;2011-01;Hotels, Hotels garnis, Gasth�fe, Pensionen;19503;8170
4012;Stadt Bremerhaven;2011-01;Sonstige Einrichtungen 3);1305;538
4012;Stadt Bremerhaven;2011-01;Insgesamt;20808;8708
4012;Stadt Bremerhaven;2010-12;Hotels, Hotels garnis, Gasth�fe, Pensionen;20617;8843
4012;Stadt Bremerhaven;2010-12;Sonstige Einrichtungen 3);1287;477
4012;Stadt Bremerhaven;2010-12;Insgesamt;21904;9320
4012;Stadt Bremerhaven;2010-11;Hotels, Hotels garnis, Gasth�fe, Pensionen;22625;11849
4012;Stadt Bremerhaven;2010-11;Sonstige Einrichtungen 3);1627;699
4012;Stadt Bremerhaven;2010-11;Insgesamt;24252;12548
4012;Stadt Bremerhaven;2010-10;Hotels, Hotels garnis, Gasth�fe, Pensionen;30706;16257
4012;Stadt Bremerhaven;2010-10;Sonstige Einrichtungen 3);4233;1708
4012;Stadt Bremerhaven;2010-10;Insgesamt;34939;17965
