469-30: Beherbergungsbetriebe, Gästebetten, -übernachtungen, -ankünfte nach Betriebsarten (Monatszahlen)
Gebietsschlüssel;Gebietseinheit;Zeit;Betriebsart;Tourismus (Monatszahlen) 1);Tourismus (Monatszahlen) 1);Tourismus (Monatszahlen) 1);Tourismus (Monatszahlen) 1);Tourismus (Monatszahlen) 1);Tourismus (Monatszahlen) 1)
;;;;geöffnete Beherbergungsbetriebe;angebotene Gästebetten 2);Gästeübernachtungen;Gästeübernachtungen;Gästeankünfte;Gästeankünfte
;;;;;;insgesamt;darunter aus dem Ausland;insgesamt;darunter aus dem Ausland
04012;Stadt Bremerhaven;2015-03;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2074;24354;3497;12044;1253
04012;Stadt Bremerhaven;2015-03;Sonstige Einrichtungen 3);2;213;2227;428;991;92
04012;Stadt Bremerhaven;2015-03;Insgesamt;22;2287;26581;3925;13035;1345
04012;Stadt Bremerhaven;2015-02;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2074;19708;3279;10172;1175
04012;Stadt Bremerhaven;2015-02;Sonstige Einrichtungen 3);2;213;1504;304;856;67
04012;Stadt Bremerhaven;2015-02;Insgesamt;22;2287;21212;3583;11028;1242
04012;Stadt Bremerhaven;2015-01;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2074;17823;3365;9135;1026
04012;Stadt Bremerhaven;2015-01;Sonstige Einrichtungen 3);2;213;1335;262;593;100
04012;Stadt Bremerhaven;2015-01;Insgesamt;22;2287;19158;3627;9728;1126
04012;Stadt Bremerhaven;2014-12;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2199;20808;3308;10844;1231
04012;Stadt Bremerhaven;2014-12;Sonstige Einrichtungen 3);2;212;577;106;301;52
04012;Stadt Bremerhaven;2014-12;Insgesamt;24;2411;21385;3414;11145;1283
04012;Stadt Bremerhaven;2014-11;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2199;23887;3698;12508;1345
04012;Stadt Bremerhaven;2014-11;Sonstige Einrichtungen 3);2;212;1560;183;730;82
04012;Stadt Bremerhaven;2014-11;Insgesamt;24;2411;25447;3881;13238;1427
04012;Stadt Bremerhaven;2014-10;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2199;33106;5378;16112;1694
04012;Stadt Bremerhaven;2014-10;Sonstige Einrichtungen 3);2;212;3627;266;1449;119
04012;Stadt Bremerhaven;2014-10;Insgesamt;24;2411;36733;5644;17561;1813
04012;Stadt Bremerhaven;2014-09;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2199;32538;3527;16926;1511
04012;Stadt Bremerhaven;2014-09;Sonstige Einrichtungen 3);2;212;3397;352;1232;168
04012;Stadt Bremerhaven;2014-09;Insgesamt;24;2411;35935;3879;18158;1679
04012;Stadt Bremerhaven;2014-08;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2199;33252;3394;16679;1477
04012;Stadt Bremerhaven;2014-08;Sonstige Einrichtungen 3);2;212;3886;390;1541;209
04012;Stadt Bremerhaven;2014-08;Insgesamt;24;2411;37138;3784;18220;1686
04012;Stadt Bremerhaven;2014-07;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2199;30764;3225;15938;1605
04012;Stadt Bremerhaven;2014-07;Sonstige Einrichtungen 3);2;212;4192;474;1771;214
04012;Stadt Bremerhaven;2014-07;Insgesamt;24;2411;34956;3699;17709;1819
04012;Stadt Bremerhaven;2014-06;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2199;30560;3413;15308;1514
04012;Stadt Bremerhaven;2014-06;Sonstige Einrichtungen 3);2;212;3232;352;1448;156
04012;Stadt Bremerhaven;2014-06;Insgesamt;24;2411;33792;3765;16756;1670
04012;Stadt Bremerhaven;2014-05;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2199;33208;4995;16272;1620
04012;Stadt Bremerhaven;2014-05;Sonstige Einrichtungen 3);2;212;3234;622;1344;222
04012;Stadt Bremerhaven;2014-05;Insgesamt;24;2411;36442;5617;17616;1842
04012;Stadt Bremerhaven;2014-04;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2199;24401;2825;12821;1404
04012;Stadt Bremerhaven;2014-04;Sonstige Einrichtungen 3);2;212;3375;463;1305;173
04012;Stadt Bremerhaven;2014-04;Insgesamt;24;2411;27776;3288;14126;1577
04012;Stadt Bremerhaven;2014-03;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2199;22576;3369;12123;1551
04012;Stadt Bremerhaven;2014-03;Sonstige Einrichtungen 3);2;212;3066;634;1139;138
04012;Stadt Bremerhaven;2014-03;Insgesamt;24;2411;25642;4003;13262;1689
04012;Stadt Bremerhaven;2014-02;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2199;19146;3121;9270;1071
04012;Stadt Bremerhaven;2014-02;Sonstige Einrichtungen 3);2;212;1642;349;619;98
04012;Stadt Bremerhaven;2014-02;Insgesamt;24;2411;20788;3470;9889;1169
04012;Stadt Bremerhaven;2014-01;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2199;16718;2750;8603;1117
04012;Stadt Bremerhaven;2014-01;Sonstige Einrichtungen 3);2;212;1566;434;651;112
04012;Stadt Bremerhaven;2014-01;Insgesamt;24;2411;18284;3184;9254;1229
04012;Stadt Bremerhaven;2013-12;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2026;19058;3484;10098;1358
04012;Stadt Bremerhaven;2013-12;Sonstige Einrichtungen 3);2;253;770;276;384;128
04012;Stadt Bremerhaven;2013-12;Insgesamt;22;2279;19828;3760;10482;1486
04012;Stadt Bremerhaven;2013-11;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2026;21725;2728;11794;1260
04012;Stadt Bremerhaven;2013-11;Sonstige Einrichtungen 3);2;253;1786;322;838;107
04012;Stadt Bremerhaven;2013-11;Insgesamt;22;2279;23511;3050;12632;1367
04012;Stadt Bremerhaven;2013-10;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2026;29456;3250;14912;1482
04012;Stadt Bremerhaven;2013-10;Sonstige Einrichtungen 3);2;253;4166;562;1657;201
04012;Stadt Bremerhaven;2013-10;Insgesamt;22;2279;33622;3812;16569;1683
04012;Stadt Bremerhaven;2013-09;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2026;31318;2793;16108;1265
04012;Stadt Bremerhaven;2013-09;Sonstige Einrichtungen 3);2;253;3435;416;1333;160
04012;Stadt Bremerhaven;2013-09;Insgesamt;22;2279;34753;3209;17441;1425
04012;Stadt Bremerhaven;2013-08;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2026;32059;3025;16116;1469
04012;Stadt Bremerhaven;2013-08;Sonstige Einrichtungen 3);2;253;4214;685;1645;197
04012;Stadt Bremerhaven;2013-08;Insgesamt;22;2279;36273;3710;17761;1666
04012;Stadt Bremerhaven;2013-07;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2026;30124;4055;14963;1721
04012;Stadt Bremerhaven;2013-07;Sonstige Einrichtungen 3);2;253;3638;715;1564;243
04012;Stadt Bremerhaven;2013-07;Insgesamt;22;2279;33762;4770;16527;1964
04012;Stadt Bremerhaven;2013-06;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2026;27710;3243;14470;1537
04012;Stadt Bremerhaven;2013-06;Sonstige Einrichtungen 3);2;253;3713;716;1588;187
04012;Stadt Bremerhaven;2013-06;Insgesamt;22;2279;31423;3959;16058;1724
04012;Stadt Bremerhaven;2013-05;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2026;27429;3120;14134;1330
04012;Stadt Bremerhaven;2013-05;Sonstige Einrichtungen 3);2;253;3762;545;1653;231
04012;Stadt Bremerhaven;2013-05;Insgesamt;22;2279;31191;3665;15787;1561
04012;Stadt Bremerhaven;2013-04;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2026;23716;2977;12050;1371
04012;Stadt Bremerhaven;2013-04;Sonstige Einrichtungen 3);2;253;2657;304;952;121
04012;Stadt Bremerhaven;2013-04;Insgesamt;22;2279;26373;3281;13002;1492
04012;Stadt Bremerhaven;2013-03;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2026;20833;2897;10488;1240
04012;Stadt Bremerhaven;2013-03;Sonstige Einrichtungen 3);2;253;3410;274;1010;92
04012;Stadt Bremerhaven;2013-03;Insgesamt;22;2279;24243;3171;11498;1332
04012;Stadt Bremerhaven;2013-02;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2026;16659;2309;8728;1197
04012;Stadt Bremerhaven;2013-02;Sonstige Einrichtungen 3);2;253;1522;420;580;97
04012;Stadt Bremerhaven;2013-02;Insgesamt;22;2279;18181;2729;9308;1294
04012;Stadt Bremerhaven;2013-01;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2026;16964;2616;8342;991
04012;Stadt Bremerhaven;2013-01;Sonstige Einrichtungen 3);2;253;818;268;324;67
04012;Stadt Bremerhaven;2013-01;Insgesamt;22;2279;17782;2884;8666;1058
04012;Stadt Bremerhaven;2012-12;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1943;18540;2870;9543;1229
04012;Stadt Bremerhaven;2012-12;Sonstige Einrichtungen 3);2;253;684;218;294;79
04012;Stadt Bremerhaven;2012-12;Insgesamt;22;2196;19224;3088;9837;1308
04012;Stadt Bremerhaven;2012-11;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1943;21685;2317;11563;1178
04012;Stadt Bremerhaven;2012-11;Sonstige Einrichtungen 3);2;253;2103;318;918;82
04012;Stadt Bremerhaven;2012-11;Insgesamt;22;2196;23788;2635;12481;1260
04012;Stadt Bremerhaven;2012-10;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1943;28043;2855;13772;1381
04012;Stadt Bremerhaven;2012-10;Sonstige Einrichtungen 3);2;253;4193;635;1521;157
04012;Stadt Bremerhaven;2012-10;Insgesamt;22;2196;32236;3490;15293;1538
04012;Stadt Bremerhaven;2012-09;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1943;28666;2619;14255;1173
04012;Stadt Bremerhaven;2012-09;Sonstige Einrichtungen 3);2;253;3809;621;1418;209
04012;Stadt Bremerhaven;2012-09;Insgesamt;22;2196;32475;3240;15673;1382
04012;Stadt Bremerhaven;2012-08;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1943;31024;3146;15201;1394
04012;Stadt Bremerhaven;2012-08;Sonstige Einrichtungen 3);2;253;4428;618;1752;238
04012;Stadt Bremerhaven;2012-08;Insgesamt;22;2196;35452;3764;16953;1632
04012;Stadt Bremerhaven;2012-07;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1943;30132;3437;15044;1673
04012;Stadt Bremerhaven;2012-07;Sonstige Einrichtungen 3);2;253;4621;739;1835;289
04012;Stadt Bremerhaven;2012-07;Insgesamt;22;2196;34753;4176;16879;1962
04012;Stadt Bremerhaven;2012-06;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1943;28511;3120;14473;1318
04012;Stadt Bremerhaven;2012-06;Sonstige Einrichtungen 3);2;253;3529;459;1354;201
04012;Stadt Bremerhaven;2012-06;Insgesamt;22;2196;32040;3579;15827;1519
04012;Stadt Bremerhaven;2012-05;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1943;27621;3152;14474;1438
04012;Stadt Bremerhaven;2012-05;Sonstige Einrichtungen 3);2;253;3694;465;1510;194
04012;Stadt Bremerhaven;2012-05;Insgesamt;22;2196;31315;3617;15984;1632
04012;Stadt Bremerhaven;2012-04;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1943;25339;2321;13081;1043
04012;Stadt Bremerhaven;2012-04;Sonstige Einrichtungen 3);2;253;4175;371;1432;150
04012;Stadt Bremerhaven;2012-04;Insgesamt;22;2196;29514;2692;14513;1193
04012;Stadt Bremerhaven;2012-03;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1943;21377;2582;10944;1188
04012;Stadt Bremerhaven;2012-03;Sonstige Einrichtungen 3);2;253;2987;310;1171;133
04012;Stadt Bremerhaven;2012-03;Insgesamt;22;2196;24364;2892;12115;1321
04012;Stadt Bremerhaven;2012-02;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1943;18231;2855;9385;1302
04012;Stadt Bremerhaven;2012-02;Sonstige Einrichtungen 3);2;253;1723;282;717;94
04012;Stadt Bremerhaven;2012-02;Insgesamt;22;2196;19954;3137;10102;1396
04012;Stadt Bremerhaven;2012-01;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1943;17004;2200;9076;1054
04012;Stadt Bremerhaven;2012-01;Sonstige Einrichtungen 3);2;253;1137;333;489;134
04012;Stadt Bremerhaven;2012-01;Insgesamt;22;2196;18141;2533;9565;1188
04012;Stadt Bremerhaven;2011-12;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1958;19376;2525;9878;1194
04012;Stadt Bremerhaven;2011-12;Sonstige Einrichtungen 3);2;253;742;211;339;78
04012;Stadt Bremerhaven;2011-12;Insgesamt;22;2211;20118;2736;10217;1272
04012;Stadt Bremerhaven;2011-11;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1958;22752;2690;11420;1182
04012;Stadt Bremerhaven;2011-11;Sonstige Einrichtungen 3);2;253;4037;442;1781;175
04012;Stadt Bremerhaven;2011-11;Insgesamt;22;2211;26789;3132;13201;1357
04012;Stadt Bremerhaven;2011-10;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1958;30654;2641;15883;1175
04012;Stadt Bremerhaven;2011-10;Sonstige Einrichtungen 3);2;253;4023;480;1753;176
04012;Stadt Bremerhaven;2011-10;Insgesamt;22;2211;34677;3121;17636;1351
04012;Stadt Bremerhaven;2011-09;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1958;30384;2374;15986;1218
04012;Stadt Bremerhaven;2011-09;Sonstige Einrichtungen 3);2;253;3968;434;1377;181
04012;Stadt Bremerhaven;2011-09;Insgesamt;22;2211;34352;2808;17363;1399
04012;Stadt Bremerhaven;2011-08;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1958;32091;2992;15965;1384
04012;Stadt Bremerhaven;2011-08;Sonstige Einrichtungen 3);2;253;3812;814;1510;245
04012;Stadt Bremerhaven;2011-08;Insgesamt;22;2211;35903;3806;17475;1629
04012;Stadt Bremerhaven;2011-07;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1958;30293;2760;15995;1378
04012;Stadt Bremerhaven;2011-07;Sonstige Einrichtungen 3);2;253;4616;711;1766;312
04012;Stadt Bremerhaven;2011-07;Insgesamt;22;2211;34909;3471;17761;1690
04012;Stadt Bremerhaven;2011-06;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1958;31171;2475;16242;1431
04012;Stadt Bremerhaven;2011-06;Sonstige Einrichtungen 3);2;253;4182;624;1873;226
04012;Stadt Bremerhaven;2011-06;Insgesamt;22;2211;35353;3099;18115;1657
04012;Stadt Bremerhaven;2011-05;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1958;27865;3852;14940;1610
04012;Stadt Bremerhaven;2011-05;Sonstige Einrichtungen 3);2;253;3711;611;1491;203
04012;Stadt Bremerhaven;2011-05;Insgesamt;22;2211;31576;4463;16431;1813
04012;Stadt Bremerhaven;2011-04;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1958;25866;2534;13225;1235
04012;Stadt Bremerhaven;2011-04;Sonstige Einrichtungen 3);2;253;3921;345;1352;142
04012;Stadt Bremerhaven;2011-04;Insgesamt;22;2211;29787;2879;14577;1377
04012;Stadt Bremerhaven;2011-03;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1958;20745;2708;10766;1134
04012;Stadt Bremerhaven;2011-03;Sonstige Einrichtungen 3);2;253;1794;275;710;82
04012;Stadt Bremerhaven;2011-03;Insgesamt;22;2211;22539;2983;11476;1216
04012;Stadt Bremerhaven;2011-02;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1958;16309;2394;8692;1018
04012;Stadt Bremerhaven;2011-02;Sonstige Einrichtungen 3);2;253;1093;249;445;98
04012;Stadt Bremerhaven;2011-02;Insgesamt;22;2211;17402;2643;9137;1116
04012;Stadt Bremerhaven;2011-01;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1958;19503;4711;8170;1265
04012;Stadt Bremerhaven;2011-01;Sonstige Einrichtungen 3);2;253;1305;233;538;87
04012;Stadt Bremerhaven;2011-01;Insgesamt;22;2211;20808;4944;8708;1352
04012;Stadt Bremerhaven;2010-12;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1963;20617;4506;8843;1164
04012;Stadt Bremerhaven;2010-12;Sonstige Einrichtungen 3);2;213;1287;285;477;63
04012;Stadt Bremerhaven;2010-12;Insgesamt;22;2176;21904;4791;9320;1227
04012;Stadt Bremerhaven;2010-11;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1963;22625;3637;11849;1359
04012;Stadt Bremerhaven;2010-11;Sonstige Einrichtungen 3);2;213;1627;474;699;143
04012;Stadt Bremerhaven;2010-11;Insgesamt;22;2176;24252;4111;12548;1502
04012;Stadt Bremerhaven;2010-10;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1963;30706;3747;16257;1233
04012;Stadt Bremerhaven;2010-10;Sonstige Einrichtungen 3);2;213;4233;332;1708;136
04012;Stadt Bremerhaven;2010-10;Insgesamt;22;2176;34939;4079;17965;1369
04012;Stadt Bremerhaven;2010-09;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1963;28599;2457;15201;1314
04012;Stadt Bremerhaven;2010-09;Sonstige Einrichtungen 3);2;213;3720;386;1382;200
04012;Stadt Bremerhaven;2010-09;Insgesamt;22;2176;32319;2843;16583;1514
04012;Stadt Bremerhaven;2010-08;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1963;32017;2671;15166;1321
04012;Stadt Bremerhaven;2010-08;Sonstige Einrichtungen 3);2;213;3986;401;1839;221
04012;Stadt Bremerhaven;2010-08;Insgesamt;22;2176;36003;3072;17005;1542
04012;Stadt Bremerhaven;2010-07;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1963;29496;2491;14920;1427
04012;Stadt Bremerhaven;2010-07;Sonstige Einrichtungen 3);2;213;4080;760;1673;394
04012;Stadt Bremerhaven;2010-07;Insgesamt;22;2176;33576;3251;16593;1821
04012;Stadt Bremerhaven;2010-06;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1963;27319;2508;13904;1312
04012;Stadt Bremerhaven;2010-06;Sonstige Einrichtungen 3);2;213;3818;474;1673;179
04012;Stadt Bremerhaven;2010-06;Insgesamt;22;2176;31137;2982;15577;1491
04012;Stadt Bremerhaven;2010-05;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1963;28076;3188;14763;1557
04012;Stadt Bremerhaven;2010-05;Sonstige Einrichtungen 3);2;213;3697;594;1570;214
04012;Stadt Bremerhaven;2010-05;Insgesamt;22;2176;31773;3782;16333;1771
04012;Stadt Bremerhaven;2010-04;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1963;22907;2746;11727;1288
04012;Stadt Bremerhaven;2010-04;Sonstige Einrichtungen 3);2;213;3929;467;1225;220
04012;Stadt Bremerhaven;2010-04;Insgesamt;22;2176;26836;3213;12952;1508
04012;Stadt Bremerhaven;2010-03;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1963;20921;2927;10677;1184
04012;Stadt Bremerhaven;2010-03;Sonstige Einrichtungen 3);2;213;2423;212;919;83
04012;Stadt Bremerhaven;2010-03;Insgesamt;22;2176;23344;3139;11596;1267
04012;Stadt Bremerhaven;2010-02;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1963;15399;2083;7920;811
04012;Stadt Bremerhaven;2010-02;Sonstige Einrichtungen 3);2;213;766;135;342;54
04012;Stadt Bremerhaven;2010-02;Insgesamt;22;2176;16165;2218;8262;865
04012;Stadt Bremerhaven;2010-01;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;1963;15311;2362;8034;899
04012;Stadt Bremerhaven;2010-01;Sonstige Einrichtungen 3);2;213;1058;164;688;59
04012;Stadt Bremerhaven;2010-01;Insgesamt;22;2176;16369;2526;8722;958
04012;Stadt Bremerhaven;2009-12;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1708;15346;2343;7911;906
04012;Stadt Bremerhaven;2009-12;Sonstige Einrichtungen 3);2;213;1284;403;716;193
04012;Stadt Bremerhaven;2009-12;Insgesamt;21;1921;16630;2746;8627;1099
04012;Stadt Bremerhaven;2009-11;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1708;19079;2726;10312;1179
04012;Stadt Bremerhaven;2009-11;Sonstige Einrichtungen 3);2;213;1346;384;594;104
04012;Stadt Bremerhaven;2009-11;Insgesamt;21;1921;20425;3110;10906;1283
04012;Stadt Bremerhaven;2009-10;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1708;24173;2560;12224;1041
04012;Stadt Bremerhaven;2009-10;Sonstige Einrichtungen 3);2;213;3871;424;1669;133
04012;Stadt Bremerhaven;2009-10;Insgesamt;21;1921;28044;2984;13893;1174
04012;Stadt Bremerhaven;2009-09;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1708;25212;3040;11757;1146
04012;Stadt Bremerhaven;2009-09;Sonstige Einrichtungen 3);2;213;3252;442;1483;162
04012;Stadt Bremerhaven;2009-09;Insgesamt;21;1921;28464;3482;13240;1308
04012;Stadt Bremerhaven;2009-08;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1708;24678;2939;12155;1465
04012;Stadt Bremerhaven;2009-08;Sonstige Einrichtungen 3);2;213;4024;1137;1521;261
04012;Stadt Bremerhaven;2009-08;Insgesamt;21;1921;28702;4076;13676;1726
04012;Stadt Bremerhaven;2009-07;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1708;22273;2886;10666;1128
04012;Stadt Bremerhaven;2009-07;Sonstige Einrichtungen 3);2;213;3955;530;1540;234
04012;Stadt Bremerhaven;2009-07;Insgesamt;21;1921;26228;3416;12206;1362
04012;Stadt Bremerhaven;2009-06;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1708;21558;2344;11064;1100
04012;Stadt Bremerhaven;2009-06;Sonstige Einrichtungen 3);2;213;2893;625;1220;285
04012;Stadt Bremerhaven;2009-06;Insgesamt;21;1921;24451;2969;12284;1385
04012;Stadt Bremerhaven;2009-05;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1708;23554;3696;11399;1340
04012;Stadt Bremerhaven;2009-05;Sonstige Einrichtungen 3);2;213;3688;681;1260;245
04012;Stadt Bremerhaven;2009-05;Insgesamt;21;1921;27242;4377;12659;1585
04012;Stadt Bremerhaven;2009-04;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1708;18455;3431;8654;1154
04012;Stadt Bremerhaven;2009-04;Sonstige Einrichtungen 3);2;213;2901;365;817;120
04012;Stadt Bremerhaven;2009-04;Insgesamt;21;1921;21356;3796;9471;1274
04012;Stadt Bremerhaven;2009-03;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1708;17936;4245;8019;1297
04012;Stadt Bremerhaven;2009-03;Sonstige Einrichtungen 3);2;213;1019;354;433;133
04012;Stadt Bremerhaven;2009-03;Insgesamt;21;1921;18955;4599;8452;1430
04012;Stadt Bremerhaven;2009-02;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1708;14796;3226;6906;1028
04012;Stadt Bremerhaven;2009-02;Sonstige Einrichtungen 3);2;213;1048;276;479;108
04012;Stadt Bremerhaven;2009-02;Insgesamt;21;1921;15844;3502;7385;1136
04012;Stadt Bremerhaven;2009-01;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1708;13059;3508;6114;1194
04012;Stadt Bremerhaven;2009-01;Sonstige Einrichtungen 3);2;213;880;361;321;74
04012;Stadt Bremerhaven;2009-01;Insgesamt;21;1921;13939;3869;6435;1268
04012;Stadt Bremerhaven;2008-12;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1642;13080;2985;6861;1104
04012;Stadt Bremerhaven;2008-12;Sonstige Einrichtungen 3);3;249;2098;459;810;201
04012;Stadt Bremerhaven;2008-12;Insgesamt;22;1891;15178;3444;7671;1305
04012;Stadt Bremerhaven;2008-11;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1642;16107;4550;7599;1159
04012;Stadt Bremerhaven;2008-11;Sonstige Einrichtungen 3);3;249;2195;1014;795;337
04012;Stadt Bremerhaven;2008-11;Insgesamt;22;1891;18302;5564;8394;1496
04012;Stadt Bremerhaven;2008-10;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1642;21510;4449;10617;1356
04012;Stadt Bremerhaven;2008-10;Sonstige Einrichtungen 3);3;249;3244;716;1212;340
04012;Stadt Bremerhaven;2008-10;Insgesamt;22;1891;24754;5165;11829;1696
04012;Stadt Bremerhaven;2008-09;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1642;22577;3311;11801;1587
04012;Stadt Bremerhaven;2008-09;Sonstige Einrichtungen 3);3;249;4477;440;1583;255
04012;Stadt Bremerhaven;2008-09;Insgesamt;22;1891;27054;3751;13384;1842
04012;Stadt Bremerhaven;2008-08;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1642;24916;5451;11940;1964
04012;Stadt Bremerhaven;2008-08;Sonstige Einrichtungen 3);3;249;4861;975;2016;346
04012;Stadt Bremerhaven;2008-08;Insgesamt;22;1891;29777;6426;13956;2310
04012;Stadt Bremerhaven;2008-07;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1642;23182;4088;12722;1673
04012;Stadt Bremerhaven;2008-07;Sonstige Einrichtungen 3);3;249;4848;1180;1997;395
04012;Stadt Bremerhaven;2008-07;Insgesamt;22;1891;28030;5268;14719;2068
04012;Stadt Bremerhaven;2008-06;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1642;20998;3198;12271;1396
04012;Stadt Bremerhaven;2008-06;Sonstige Einrichtungen 3);3;249;2874;408;1429;215
04012;Stadt Bremerhaven;2008-06;Insgesamt;22;1891;23872;3606;13700;1611
04012;Stadt Bremerhaven;2008-05;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1642;21578;3412;12376;1509
04012;Stadt Bremerhaven;2008-05;Sonstige Einrichtungen 3);3;249;4275;770;1710;269
04012;Stadt Bremerhaven;2008-05;Insgesamt;22;1891;25853;4182;14086;1778
04012;Stadt Bremerhaven;2008-04;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1642;17164;3035;9835;1393
04012;Stadt Bremerhaven;2008-04;Sonstige Einrichtungen 3);3;249;2426;658;1002;287
04012;Stadt Bremerhaven;2008-04;Insgesamt;22;1891;19590;3693;10837;1680
04012;Stadt Bremerhaven;2008-03;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1642;18902;4002;10911;1625
04012;Stadt Bremerhaven;2008-03;Sonstige Einrichtungen 3);3;249;3416;383;878;130
04012;Stadt Bremerhaven;2008-03;Insgesamt;22;1891;22318;4385;11789;1755
04012;Stadt Bremerhaven;2008-02;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1642;12187;2405;6612;1094
04012;Stadt Bremerhaven;2008-02;Sonstige Einrichtungen 3);3;249;1569;305;645;116
04012;Stadt Bremerhaven;2008-02;Insgesamt;22;1891;13756;2710;7257;1210
04012;Stadt Bremerhaven;2008-01;Hotels, Hotels garnis, Gasthöfe, Pensionen;19;1642;12265;2361;5865;1117
04012;Stadt Bremerhaven;2008-01;Sonstige Einrichtungen 3);3;249;1148;285;560;119
04012;Stadt Bremerhaven;2008-01;Insgesamt;22;1891;13413;2646;6425;1236

1) Bis 2011: Betriebe mit 9 oder mehr Betten, ab 2012: Betriebe mit 10 oder mehr Betten.

