469-30: Beherbergungsbetriebe, Gästebetten, -übernachtungen, -ankünfte nach Betriebsarten (Monatszahlen)
Gebietsschlüssel;Gebietseinheit;Zeit;Betriebsart;Tourismus (Monatszahlen) 1);Tourismus (Monatszahlen) 1);Tourismus (Monatszahlen) 1);Tourismus (Monatszahlen) 1);Tourismus (Monatszahlen) 1);Tourismus (Monatszahlen) 1)
;;;;geöffnete Beherbergungsbetriebe;angebotene Gästebetten 2);Gästeübernachtungen;Gästeübernachtungen;Gästeankünfte;Gästeankünfte
;;;;;;insgesamt;darunter aus dem Ausland;insgesamt;darunter aus dem Ausland
04011;Stadt Bremen;2012-01;Sonstige Einrichtungen 3);3;331;2701;468;1418;263
04011;Stadt Bremen;2012-01;Insgesamt;90;9599;99492;21470;60931;11418
04011;Stadt Bremen;2011-12;Hotels, Hotels garnis, Gasthöfe, Pensionen;87;9159;121608;28252;74691;15546
04011;Stadt Bremen;2011-12;Sonstige Einrichtungen 3);3;331;3998;1135;2043;506
04011;Stadt Bremen;2011-12;Insgesamt;90;9490;125606;29387;76734;16052
04011;Stadt Bremen;2011-11;Hotels, Hotels garnis, Gasthöfe, Pensionen;87;9159;127856;28171;78588;14446
04011;Stadt Bremen;2011-11;Sonstige Einrichtungen 3);3;331;5184;888;2530;455
04011;Stadt Bremen;2011-11;Insgesamt;90;9490;133040;29059;81118;14901
04011;Stadt Bremen;2011-10;Hotels, Hotels garnis, Gasthöfe, Pensionen;87;9159;140863;33313;81306;17159
04011;Stadt Bremen;2011-10;Sonstige Einrichtungen 3);3;331;7508;1137;3798;550
04011;Stadt Bremen;2011-10;Insgesamt;90;9490;148371;34450;85104;17709
04011;Stadt Bremen;2011-09;Hotels, Hotels garnis, Gasthöfe, Pensionen;87;9159;138589;33398;79995;17159
04011;Stadt Bremen;2011-09;Sonstige Einrichtungen 3);3;331;7392;1360;3753;781
04011;Stadt Bremen;2011-09;Insgesamt;90;9490;145981;34758;83748;17940
04011;Stadt Bremen;2011-08;Hotels, Hotels garnis, Gasthöfe, Pensionen;87;9159;128439;31941;73706;17707
04011;Stadt Bremen;2011-08;Sonstige Einrichtungen 3);3;331;7319;2809;3711;1499
04011;Stadt Bremen;2011-08;Insgesamt;90;9490;135758;34750;77417;19206
04011;Stadt Bremen;2011-07;Hotels, Hotels garnis, Gasthöfe, Pensionen;87;9159;122825;32784;71705;18279
04011;Stadt Bremen;2011-07;Sonstige Einrichtungen 3);3;331;7451;2668;3803;1446
04011;Stadt Bremen;2011-07;Insgesamt;90;9490;130276;35452;75508;19725
04011;Stadt Bremen;2011-06;Hotels, Hotels garnis, Gasthöfe, Pensionen;87;9159;124098;29483;71384;16262
04011;Stadt Bremen;2011-06;Sonstige Einrichtungen 3);3;331;8419;2567;4134;1102
04011;Stadt Bremen;2011-06;Insgesamt;90;9490;132517;32050;75518;17364
04011;Stadt Bremen;2011-05;Hotels, Hotels garnis, Gasthöfe, Pensionen;87;9159;138520;31652;82328;17211
04011;Stadt Bremen;2011-05;Sonstige Einrichtungen 3);3;331;7673;2195;3307;918
04011;Stadt Bremen;2011-05;Insgesamt;90;9490;146193;33847;85635;18129
04011;Stadt Bremen;2011-04;Hotels, Hotels garnis, Gasthöfe, Pensionen;87;9159;118003;28921;69429;15411
04011;Stadt Bremen;2011-04;Sonstige Einrichtungen 3);3;331;6827;1409;3055;723
04011;Stadt Bremen;2011-04;Insgesamt;90;9490;124830;30330;72484;16134
04011;Stadt Bremen;2011-03;Hotels, Hotels garnis, Gasthöfe, Pensionen;87;9159;110055;26621;66883;14395
04011;Stadt Bremen;2011-03;Sonstige Einrichtungen 3);3;331;6069;1322;2828;449
04011;Stadt Bremen;2011-03;Insgesamt;90;9490;116124;27943;69711;14844
04011;Stadt Bremen;2011-02;Hotels, Hotels garnis, Gasthöfe, Pensionen;87;9159;95964;21536;57950;11567
04011;Stadt Bremen;2011-02;Sonstige Einrichtungen 3);3;331;4536;1210;2152;447
04011;Stadt Bremen;2011-02;Insgesamt;90;9490;100500;22746;60102;12014
04011;Stadt Bremen;2011-01;Hotels, Hotels garnis, Gasthöfe, Pensionen;87;9159;85701;21653;53160;11722
04011;Stadt Bremen;2011-01;Sonstige Einrichtungen 3);3;331;3896;780;1968;346
04011;Stadt Bremen;2011-01;Insgesamt;90;9490;89597;22433;55128;12068
04011;Stadt Bremen;2010-12;Hotels, Hotels garnis, Gasthöfe, Pensionen;83;8796;118622;29281;73864;15428
04011;Stadt Bremen;2010-12;Sonstige Einrichtungen 3);4;391;4238;1098;2155;542
04011;Stadt Bremen;2010-12;Insgesamt;87;9187;122860;30379;76019;15970
04011;Stadt Bremen;2010-11;Hotels, Hotels garnis, Gasthöfe, Pensionen;83;8796;118318;27491;73892;14861
04011;Stadt Bremen;2010-11;Sonstige Einrichtungen 3);4;391;5269;719;2687;372
04011;Stadt Bremen;2010-11;Insgesamt;87;9187;123587;28210;76579;15233
04011;Stadt Bremen;2010-10;Hotels, Hotels garnis, Gasthöfe, Pensionen;83;8796;141660;31849;83160;16993
04011;Stadt Bremen;2010-10;Sonstige Einrichtungen 3);4;391;8220;1150;3860;658
04011;Stadt Bremen;2010-10;Insgesamt;87;9187;149880;32999;87020;17651
04011;Stadt Bremen;2010-09;Hotels, Hotels garnis, Gasthöfe, Pensionen;83;8796;130720;31551;78666;18191
04011;Stadt Bremen;2010-09;Sonstige Einrichtungen 3);4;391;7069;1260;3308;682
04011;Stadt Bremen;2010-09;Insgesamt;87;9187;137789;32811;81974;18873
04011;Stadt Bremen;2010-08;Hotels, Hotels garnis, Gasthöfe, Pensionen;83;8796;121270;29505;70720;16554
04011;Stadt Bremen;2010-08;Sonstige Einrichtungen 3);4;391;8133;3143;4111;1956
04011;Stadt Bremen;2010-08;Insgesamt;87;9187;129403;32648;74831;18510
04011;Stadt Bremen;2010-07;Hotels, Hotels garnis, Gasthöfe, Pensionen;83;8796;114160;36679;63937;17640
04011;Stadt Bremen;2010-07;Sonstige Einrichtungen 3);4;391;7512;3964;3583;2202
04011;Stadt Bremen;2010-07;Insgesamt;87;9187;121672;40643;67520;19842
04011;Stadt Bremen;2010-06;Hotels, Hotels garnis, Gasthöfe, Pensionen;83;8796;112744;25766;67515;14893
04011;Stadt Bremen;2010-06;Sonstige Einrichtungen 3);4;391;7245;1965;3364;1001
04011;Stadt Bremen;2010-06;Insgesamt;87;9187;119989;27731;70879;15894
04011;Stadt Bremen;2010-05;Hotels, Hotels garnis, Gasthöfe, Pensionen;83;8796;118927;28657;70721;15495
04011;Stadt Bremen;2010-05;Sonstige Einrichtungen 3);4;391;8667;2227;3985;966
04011;Stadt Bremen;2010-05;Insgesamt;87;9187;127594;30884;74706;16461
04011;Stadt Bremen;2010-04;Hotels, Hotels garnis, Gasthöfe, Pensionen;83;8796;109150;29026;66658;15979
04011;Stadt Bremen;2010-04;Sonstige Einrichtungen 3);4;391;6574;1514;2932;680
04011;Stadt Bremen;2010-04;Insgesamt;87;9187;115724;30540;69590;16659
04011;Stadt Bremen;2010-03;Hotels, Hotels garnis, Gasthöfe, Pensionen;83;8796;96728;24511;57192;12564
04011;Stadt Bremen;2010-03;Sonstige Einrichtungen 3);4;391;8100;1629;3437;541
04011;Stadt Bremen;2010-03;Insgesamt;87;9187;104828;26140;60629;13105
04011;Stadt Bremen;2010-02;Hotels, Hotels garnis, Gasthöfe, Pensionen;83;8796;92798;20511;56935;11330
04011;Stadt Bremen;2010-02;Sonstige Einrichtungen 3);4;391;4929;942;2203;455
04011;Stadt Bremen;2010-02;Insgesamt;87;9187;97727;21453;59138;11785
04011;Stadt Bremen;2010-01;Hotels, Hotels garnis, Gasthöfe, Pensionen;83;8796;77657;18705;46693;9352
04011;Stadt Bremen;2010-01;Sonstige Einrichtungen 3);4;391;2619;695;1141;330
04011;Stadt Bremen;2010-01;Insgesamt;87;9187;80276;19400;47834;9682
04011;Stadt Bremen;2009-12;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7972;105902;28314;62584;14360
04011;Stadt Bremen;2009-12;Sonstige Einrichtungen 3);4;396;3496;969;1619;413
04011;Stadt Bremen;2009-12;Insgesamt;77;8368;109398;29283;64203;14773
04011;Stadt Bremen;2009-11;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7972;104038;27715;63149;14393
04011;Stadt Bremen;2009-11;Sonstige Einrichtungen 3);4;396;4799;1167;2402;639
04011;Stadt Bremen;2009-11;Insgesamt;77;8368;108837;28882;65551;15032
04011;Stadt Bremen;2009-10;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7972;120058;31536;69287;16729
04011;Stadt Bremen;2009-10;Sonstige Einrichtungen 3);4;396;7688;1339;3519;683
04011;Stadt Bremen;2009-10;Insgesamt;77;8368;127746;32875;72806;17412
04011;Stadt Bremen;2009-09;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7972;117982;33264;67154;16369
04011;Stadt Bremen;2009-09;Sonstige Einrichtungen 3);4;396;8663;1741;3501;833
04011;Stadt Bremen;2009-09;Insgesamt;77;8368;126645;35005;70655;17202
04011;Stadt Bremen;2009-08;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7972;113077;32810;62925;17221
04011;Stadt Bremen;2009-08;Sonstige Einrichtungen 3);4;396;7779;2839;3638;1681
04011;Stadt Bremen;2009-08;Insgesamt;77;8368;120856;35649;66563;18902
04011;Stadt Bremen;2009-07;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7972;96678;30484;55645;16384
04011;Stadt Bremen;2009-07;Sonstige Einrichtungen 3);4;396;7819;3531;3865;2078
04011;Stadt Bremen;2009-07;Insgesamt;77;8368;104497;34015;59510;18462
04011;Stadt Bremen;2009-06;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7972;107075;28526;61859;14612
04011;Stadt Bremen;2009-06;Sonstige Einrichtungen 3);4;396;7027;2238;3425;1228
04011;Stadt Bremen;2009-06;Insgesamt;77;8368;114102;30764;65284;15840
04011;Stadt Bremen;2009-05;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7972;122662;30888;68266;15532
04011;Stadt Bremen;2009-05;Sonstige Einrichtungen 3);4;396;6565;1420;2544;647
04011;Stadt Bremen;2009-05;Insgesamt;77;8368;129227;32308;70810;16179
04011;Stadt Bremen;2009-04;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7972;99446;27342;58783;14903
04011;Stadt Bremen;2009-04;Sonstige Einrichtungen 3);4;396;8260;1425;3560;628
04011;Stadt Bremen;2009-04;Insgesamt;77;8368;107706;28767;62343;15531
04011;Stadt Bremen;2009-03;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7972;94212;23905;55780;12050
04011;Stadt Bremen;2009-03;Sonstige Einrichtungen 3);4;396;4866;1206;2254;590
04011;Stadt Bremen;2009-03;Insgesamt;77;8368;99078;25111;58034;12640
04011;Stadt Bremen;2009-02;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7972;85827;17957;51874;9705
04011;Stadt Bremen;2009-02;Sonstige Einrichtungen 3);4;396;4275;878;1933;441
04011;Stadt Bremen;2009-02;Insgesamt;77;8368;90102;18835;53807;10146
04011;Stadt Bremen;2009-01;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7972;73349;15839;44328;7797
04011;Stadt Bremen;2009-01;Sonstige Einrichtungen 3);4;396;3105;771;1475;419
04011;Stadt Bremen;2009-01;Insgesamt;77;8368;76454;16610;45803;8216
04011;Stadt Bremen;2008-12;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7736;101126;29052;61323;15634
04011;Stadt Bremen;2008-12;Sonstige Einrichtungen 3);4;361;4518;1235;2501;652
04011;Stadt Bremen;2008-12;Insgesamt;77;8097;105644;30287;63824;16286
04011;Stadt Bremen;2008-11;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7736;112325;26090;67617;12970
04011;Stadt Bremen;2008-11;Sonstige Einrichtungen 3);4;361;5020;1096;2368;580
04011;Stadt Bremen;2008-11;Insgesamt;77;8097;117345;27186;69985;13550
04011;Stadt Bremen;2008-10;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7736;119189;30708;67567;15277
04011;Stadt Bremen;2008-10;Sonstige Einrichtungen 3);4;361;7612;1223;3627;652
04011;Stadt Bremen;2008-10;Insgesamt;77;8097;126801;31931;71194;15929
04011;Stadt Bremen;2008-09;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7736;124515;28773;72796;15623
04011;Stadt Bremen;2008-09;Sonstige Einrichtungen 3);4;361;7816;1139;3206;635
04011;Stadt Bremen;2008-09;Insgesamt;77;8097;132331;29912;76002;16258
04011;Stadt Bremen;2008-08;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7736;113722;28442;63345;14503
04011;Stadt Bremen;2008-08;Sonstige Einrichtungen 3);4;361;8097;2635;3919;1433
04011;Stadt Bremen;2008-08;Insgesamt;77;8097;121819;31077;67264;15936
04011;Stadt Bremen;2008-07;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7736;101973;30398;56298;15865
04011;Stadt Bremen;2008-07;Sonstige Einrichtungen 3);4;361;6907;2120;3401;1088
04011;Stadt Bremen;2008-07;Insgesamt;77;8097;108880;32518;59699;16953
04011;Stadt Bremen;2008-06;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7736;109662;27719;65063;14856
04011;Stadt Bremen;2008-06;Sonstige Einrichtungen 3);4;361;7915;2388;3411;1105
04011;Stadt Bremen;2008-06;Insgesamt;77;8097;117577;30107;68474;15961
04011;Stadt Bremen;2008-05;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7736;110661;22310;62620;11919
04011;Stadt Bremen;2008-05;Sonstige Einrichtungen 3);4;361;8618;1731;3244;725
04011;Stadt Bremen;2008-05;Insgesamt;77;8097;119279;24041;65864;12644
04011;Stadt Bremen;2008-04;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7736;106178;24795;64769;13428
04011;Stadt Bremen;2008-04;Sonstige Einrichtungen 3);4;361;7514;1527;3103;806
04011;Stadt Bremen;2008-04;Insgesamt;77;8097;113692;26322;67872;14234
04011;Stadt Bremen;2008-03;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7736;91334;21683;52736;11625
04011;Stadt Bremen;2008-03;Sonstige Einrichtungen 3);4;361;6260;1679;2868;774
04011;Stadt Bremen;2008-03;Insgesamt;77;8097;97594;23362;55604;12399
04011;Stadt Bremen;2008-02;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7736;96795;18274;58960;9707
04011;Stadt Bremen;2008-02;Sonstige Einrichtungen 3);4;361;4419;584;1931;317
04011;Stadt Bremen;2008-02;Insgesamt;77;8097;101214;18858;60891;10024
04011;Stadt Bremen;2008-01;Hotels, Hotels garnis, Gasthöfe, Pensionen;73;7736;87756;20161;53532;9711
04011;Stadt Bremen;2008-01;Sonstige Einrichtungen 3);4;361;3971;1069;1657;487
04011;Stadt Bremen;2008-01;Insgesamt;77;8097;91727;21230;55189;10198
04012;Stadt Bremerhaven;2018-08;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2463;44327;5450;25379;2645
04012;Stadt Bremerhaven;2018-08;Sonstige Einrichtungen 3);5;268;3792;525;1551;246
04012;Stadt Bremerhaven;2018-08;Insgesamt;27;2731;48119;5975;26930;2891
04012;Stadt Bremerhaven;2018-07;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2463;41679;7028;23970;3219
04012;Stadt Bremerhaven;2018-07;Sonstige Einrichtungen 3);5;268;3917;3072;1773;1381
04012;Stadt Bremerhaven;2018-07;Insgesamt;27;2731;45596;10100;25743;4600
04012;Stadt Bremerhaven;2018-06;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2463;38113;7844;21729;3446
04012;Stadt Bremerhaven;2018-06;Sonstige Einrichtungen 3);5;268;3818;695;1398;258
04012;Stadt Bremerhaven;2018-06;Insgesamt;27;2731;41931;8539;23127;3704
04012;Stadt Bremerhaven;2018-05;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2463;40281;5945;23471;2443
04012;Stadt Bremerhaven;2018-05;Sonstige Einrichtungen 3);5;268;3683;493;1647;175
04012;Stadt Bremerhaven;2018-05;Insgesamt;27;2731;43964;6438;25118;2618
04012;Stadt Bremerhaven;2018-04;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2463;31052;5208;16813;1909
04012;Stadt Bremerhaven;2018-04;Sonstige Einrichtungen 3);5;268;3131;460;1317;151
04012;Stadt Bremerhaven;2018-04;Insgesamt;27;2731;34183;5668;18130;2060
04012;Stadt Bremerhaven;2018-03;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2463;27678;5143;14637;1721
04012;Stadt Bremerhaven;2018-03;Sonstige Einrichtungen 3);5;268;3624;226;1270;95
04012;Stadt Bremerhaven;2018-03;Insgesamt;27;2731;31302;5369;15907;1816
04012;Stadt Bremerhaven;2018-02;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2463;24186;5204;12494;1649
04012;Stadt Bremerhaven;2018-02;Sonstige Einrichtungen 3);5;268;1831;216;939;81
04012;Stadt Bremerhaven;2018-02;Insgesamt;27;2731;26017;5420;13433;1730
04012;Stadt Bremerhaven;2018-01;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2463;20543;4269;10913;1382
04012;Stadt Bremerhaven;2018-01;Sonstige Einrichtungen 3);5;268;1315;196;602;84
04012;Stadt Bremerhaven;2018-01;Insgesamt;27;2731;21858;4465;11515;1466
04012;Stadt Bremerhaven;2017-12;Hotels, Hotels garnis, Gasthöfe, Pensionen;21;2247;21064;3277;11875;1311
04012;Stadt Bremerhaven;2017-12;Sonstige Einrichtungen 3);5;268;1638;245;622;91
04012;Stadt Bremerhaven;2017-12;Insgesamt;26;2515;22702;3522;12497;1402
04012;Stadt Bremerhaven;2017-11;Hotels, Hotels garnis, Gasthöfe, Pensionen;21;2247;23842;4329;12854;1416
04012;Stadt Bremerhaven;2017-11;Sonstige Einrichtungen 3);5;268;2211;216;960;77
04012;Stadt Bremerhaven;2017-11;Insgesamt;26;2515;26053;4545;13814;1493
04012;Stadt Bremerhaven;2017-10;Hotels, Hotels garnis, Gasthöfe, Pensionen;21;2247;33750;4516;17759;1692
04012;Stadt Bremerhaven;2017-10;Sonstige Einrichtungen 3);5;268;3545;294;1403;99
04012;Stadt Bremerhaven;2017-10;Insgesamt;26;2515;37295;4810;19162;1791
04012;Stadt Bremerhaven;2017-09;Hotels, Hotels garnis, Gasthöfe, Pensionen;21;2247;33998;3841;19841;2062
04012;Stadt Bremerhaven;2017-09;Sonstige Einrichtungen 3);5;268;4150;460;1685;268
04012;Stadt Bremerhaven;2017-09;Insgesamt;26;2515;38148;4301;21526;2330
04012;Stadt Bremerhaven;2017-08;Hotels, Hotels garnis, Gasthöfe, Pensionen;21;2247;39216;5187;21583;2339
04012;Stadt Bremerhaven;2017-08;Sonstige Einrichtungen 3);5;268;4227;402;1774;188
04012;Stadt Bremerhaven;2017-08;Insgesamt;26;2515;43443;5589;23357;2527
04012;Stadt Bremerhaven;2017-07;Hotels, Hotels garnis, Gasthöfe, Pensionen;21;2247;35823;4614;20370;2372
04012;Stadt Bremerhaven;2017-07;Sonstige Einrichtungen 3);5;268;4130;632;1838;253
04012;Stadt Bremerhaven;2017-07;Insgesamt;26;2515;39953;5246;22208;2625
04012;Stadt Bremerhaven;2017-06;Hotels, Hotels garnis, Gasthöfe, Pensionen;21;2247;34736;4118;19830;1740
04012;Stadt Bremerhaven;2017-06;Sonstige Einrichtungen 3);5;268;4058;319;1831;170
04012;Stadt Bremerhaven;2017-06;Insgesamt;26;2515;38794;4437;21661;1910
04012;Stadt Bremerhaven;2017-05;Hotels, Hotels garnis, Gasthöfe, Pensionen;21;2247;33371;4296;18645;2062
04012;Stadt Bremerhaven;2017-05;Sonstige Einrichtungen 3);5;268;4191;380;1723;160
04012;Stadt Bremerhaven;2017-05;Insgesamt;26;2515;37562;4676;20368;2222
04012;Stadt Bremerhaven;2017-04;Hotels, Hotels garnis, Gasthöfe, Pensionen;21;2247;28325;4062;14961;1652
04012;Stadt Bremerhaven;2017-04;Sonstige Einrichtungen 3);5;268;4035;407;1615;193
04012;Stadt Bremerhaven;2017-04;Insgesamt;26;2515;32360;4469;16576;1845
04012;Stadt Bremerhaven;2017-03;Hotels, Hotels garnis, Gasthöfe, Pensionen;21;2247;24252;4267;12368;1431
04012;Stadt Bremerhaven;2017-03;Sonstige Einrichtungen 3);5;268;2576;301;930;91
04012;Stadt Bremerhaven;2017-03;Insgesamt;26;2515;26828;4568;13298;1522
04012;Stadt Bremerhaven;2017-02;Hotels, Hotels garnis, Gasthöfe, Pensionen;21;2247;22063;4742;11388;1633
04012;Stadt Bremerhaven;2017-02;Sonstige Einrichtungen 3);5;268;1297;305;510;89
04012;Stadt Bremerhaven;2017-02;Insgesamt;26;2515;23360;5047;11898;1722
04012;Stadt Bremerhaven;2017-01;Hotels, Hotels garnis, Gasthöfe, Pensionen;21;2247;19680;3763;10867;1384
04012;Stadt Bremerhaven;2017-01;Sonstige Einrichtungen 3);5;268;1020;303;418;104
04012;Stadt Bremerhaven;2017-01;Insgesamt;26;2515;20700;4066;11285;1488
04012;Stadt Bremerhaven;2016-12;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2287;20114;3084;11308;1257
04012;Stadt Bremerhaven;2016-12;Sonstige Einrichtungen 3);2;212;984;239;417;75
04012;Stadt Bremerhaven;2016-12;Insgesamt;24;2499;21098;3323;11725;1332
04012;Stadt Bremerhaven;2016-11;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2287;22338;4310;12571;1579
04012;Stadt Bremerhaven;2016-11;Sonstige Einrichtungen 3);2;212;1137;234;557;88
04012;Stadt Bremerhaven;2016-11;Insgesamt;24;2499;23475;4544;13128;1667
04012;Stadt Bremerhaven;2016-10;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2287;31250;4258;17462;1893
04012;Stadt Bremerhaven;2016-10;Sonstige Einrichtungen 3);2;212;3798;299;1518;97
04012;Stadt Bremerhaven;2016-10;Insgesamt;24;2499;35048;4557;18980;1990
04012;Stadt Bremerhaven;2016-09;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2287;33578;4011;19472;1859
04012;Stadt Bremerhaven;2016-09;Sonstige Einrichtungen 3);2;212;3396;279;1307;118
04012;Stadt Bremerhaven;2016-09;Insgesamt;24;2499;36974;4290;20779;1977
04012;Stadt Bremerhaven;2016-08;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2287;38245;4407;20725;2033
04012;Stadt Bremerhaven;2016-08;Sonstige Einrichtungen 3);2;212;3947;731;1527;182
04012;Stadt Bremerhaven;2016-08;Insgesamt;24;2499;42192;5138;22252;2215
04012;Stadt Bremerhaven;2016-07;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2287;36229;4484;19226;2292
04012;Stadt Bremerhaven;2016-07;Sonstige Einrichtungen 3);2;212;4033;629;1724;242
04012;Stadt Bremerhaven;2016-07;Insgesamt;24;2499;40262;5113;20950;2534
04012;Stadt Bremerhaven;2016-06;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2287;32371;4127;17836;2307
04012;Stadt Bremerhaven;2016-06;Sonstige Einrichtungen 3);2;212;3624;507;1435;179
04012;Stadt Bremerhaven;2016-06;Insgesamt;24;2499;35995;4634;19271;2486
04012;Stadt Bremerhaven;2016-05;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2287;36659;4177;18628;1792
04012;Stadt Bremerhaven;2016-05;Sonstige Einrichtungen 3);2;212;3969;744;1692;239
04012;Stadt Bremerhaven;2016-05;Insgesamt;24;2499;40628;4921;20320;2031
04012;Stadt Bremerhaven;2016-04;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2287;29590;4881;14558;1815
04012;Stadt Bremerhaven;2016-04;Sonstige Einrichtungen 3);2;212;2582;442;1077;182
04012;Stadt Bremerhaven;2016-04;Insgesamt;24;2499;32172;5323;15635;1997
04012;Stadt Bremerhaven;2016-03;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2287;26834;3760;13765;1388
04012;Stadt Bremerhaven;2016-03;Sonstige Einrichtungen 3);2;212;3202;245;1047;91
04012;Stadt Bremerhaven;2016-03;Insgesamt;24;2499;30036;4005;14812;1479
04012;Stadt Bremerhaven;2016-02;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2287;19953;2714;11133;1298
04012;Stadt Bremerhaven;2016-02;Sonstige Einrichtungen 3);2;212;1563;401;775;93
04012;Stadt Bremerhaven;2016-02;Insgesamt;24;2499;21516;3115;11908;1391
04012;Stadt Bremerhaven;2016-01;Hotels, Hotels garnis, Gasthöfe, Pensionen;22;2287;20438;4783;9680;1351
04012;Stadt Bremerhaven;2016-01;Sonstige Einrichtungen 3);2;212;1510;242;667;73
04012;Stadt Bremerhaven;2016-01;Insgesamt;24;2499;21948;5025;10347;1424
04012;Stadt Bremerhaven;2015-12;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2074;21695;3243;10898;1252
04012;Stadt Bremerhaven;2015-12;Sonstige Einrichtungen 3);2;213;1975;238;607;103
04012;Stadt Bremerhaven;2015-12;Insgesamt;22;2287;23670;3481;11505;1355
04012;Stadt Bremerhaven;2015-11;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2074;26192;3550;13578;1533
04012;Stadt Bremerhaven;2015-11;Sonstige Einrichtungen 3);2;213;1754;303;546;103
04012;Stadt Bremerhaven;2015-11;Insgesamt;22;2287;27946;3853;14124;1636
04012;Stadt Bremerhaven;2015-10;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2074;29948;3515;16197;1667
04012;Stadt Bremerhaven;2015-10;Sonstige Einrichtungen 3);2;213;3170;378;1315;138
04012;Stadt Bremerhaven;2015-10;Insgesamt;22;2287;33118;3893;17512;1805
04012;Stadt Bremerhaven;2015-09;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2074;32841;4035;16675;1775
04012;Stadt Bremerhaven;2015-09;Sonstige Einrichtungen 3);2;213;3399;556;1263;208
04012;Stadt Bremerhaven;2015-09;Insgesamt;22;2287;36240;4591;17938;1983
04012;Stadt Bremerhaven;2015-08;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2074;36225;4904;17920;1950
04012;Stadt Bremerhaven;2015-08;Sonstige Einrichtungen 3);2;213;4294;561;1689;169
04012;Stadt Bremerhaven;2015-08;Insgesamt;22;2287;40519;5465;19609;2119
04012;Stadt Bremerhaven;2015-07;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2074;30177;4538;16222;2094
04012;Stadt Bremerhaven;2015-07;Sonstige Einrichtungen 3);2;213;4289;653;1841;275
04012;Stadt Bremerhaven;2015-07;Insgesamt;22;2287;34466;5191;18063;2369
04012;Stadt Bremerhaven;2015-06;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2074;28664;4180;15578;1729
04012;Stadt Bremerhaven;2015-06;Sonstige Einrichtungen 3);2;213;3535;485;1443;196
04012;Stadt Bremerhaven;2015-06;Insgesamt;22;2287;32199;4665;17021;1925
04012;Stadt Bremerhaven;2015-05;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2074;31623;3645;17082;1591
04012;Stadt Bremerhaven;2015-05;Sonstige Einrichtungen 3);2;213;4025;649;1714;256
04012;Stadt Bremerhaven;2015-05;Insgesamt;22;2287;35648;4294;18796;1847
04012;Stadt Bremerhaven;2015-04;Hotels, Hotels garnis, Gasthöfe, Pensionen;20;2074;25873;3404;14139;1566
04012;Stadt Bremerhaven;2015-04;Sonstige Einrichtungen 3);2;213;3927;291;1299;107
04012;Stadt Bremerhaven;2015-04;Insgesamt;22;2287;29800;3695;15438;1673
