Kapitel 2,,"Ankünfte, Übernachtungen und Aufenthaltsdauer der Gäste 
in Beherbergungsbetrieben (einschließlich Camping)",,,,,,,,,
Tabelle 2.4,,nach Kreisen und nach dem ständigen Wohnsitz der Gäste,,,,,,,,,
"Lfd.
Nr.","Kreisfreie Stadt
Landkreis
Große kreisangehörige Stadt

Ständiger Wohnsitz der
Gäste innerhalb/außerhalb
Deutschlands",Juni 2016,,,,,Januar - Juni 2016,,,,
,,Ankünfte,,Übernachtungen,,"durch-
schnitt-
liche
Aufent-
halts-
dauer 4)",Ankünfte,,Übernachtungen,,"durch-
schnitt-
liche
Aufent-
halts-
dauer 4)"
,,"ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
monat","ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
monat",,"ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
zeitraum","ins-
gesamt","Verän-
derung
zum
Vor-
jahres-
zeitraum",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,Anzahl,%,Anzahl,%,Anzahl,,%,Anzahl,%,Anzahl
1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,
1  ,Mecklenburg-Vorpommern,821.910,"5,1 ",3.354.725,"9,3 ","4,1  ",3.177.968,"4,2 ",11.670.406,"4,6 ","3,7  "
2  ,  Deutschland,774.134,"5,0 ",3.217.235,"9,3 ","4,2  ",3.038.488,"4,2 ",11.298.477,"4,6 ","3,7  "
3  ,  Ausland,47.776,"5,7 ",137.490,"9,4 ","2,9  ",139.480,"3,8 ",371.929,"5,3 ","2,7  "
,,,,,,,,,,,
4  ,"  Rostock, Hansestadt",73.840,"4,7 ",189.221,"4,4 ","2,6  ",344.079,"6,4 ",837.408,"5,9 ","2,4  "
5  ,    Deutschland,67.547,"4,4 ",175.456,"5,8 ","2,6  ",319.707,"6,4 ",779.709,"7,2 ","2,4  "
6  ,    Ausland,6.293,"7,7 ",13.765,"- 11,0 ","2,2  ",24.372,"5,4 ",57.699,"- 8,9 ","2,4  "
,,,,,,,,,,,
7  ,"  Schwerin, Landeshauptstadt",21.253,"7,8 ",37.235,"9,3 ","1,8  ",86.248,"3,0 ",146.309,"4,8 ","1,7  "
8  ,    Deutschland,18.405,"9,3 ",32.452,"9,5 ","1,8  ",75.553,"3,3 ",128.533,"4,7 ","1,7  "
9  ,    Ausland,2.848,"- 1,3 ",4.783,"7,6 ","1,7  ",10.695,"1,1 ",17.776,"5,1 ","1,7  "
,,,,,,,,,,,
,  Mecklenburgische,,,,,,,,,,
10  ,    Seenplatte,115.515,"2,9 ",384.171,"7,6 ","3,3  ",377.946,"- 3,7 ",1.227.640,"- 1,0 ","3,2  "
11  ,    Deutschland,111.053,"2,8 ",371.905,"7,4 ","3,3  ",367.315,"- 3,8 ",1.199.491,"- 1,2 ","3,3  "
12  ,    Ausland,4.462,"4,6 ",12.266,"14,8 ","2,7  ",10.631,"- 1,3 ",28.149,"10,5 ","2,6  "
,,,,,,,,,,,
13  ,  Landkreis Rostock,116.110,"5,5 ",525.765,"7,1 ","4,5  ",481.318,"4,4 ",1.986.814,"4,3 ","4,1  "
14  ,    Deutschland,110.986,"5,4 ",511.242,"6,8 ","4,6  ",465.537,"4,5 ",1.944.681,"4,3 ","4,2  "
15  ,    Ausland,5.124,"9,4 ",14.523,"19,0 ","2,8  ",15.781,"1,2 ",42.133,"2,4 ","2,7  "
,,,,,,,,,,,
16  ,  Vorpommern-Rügen,246.040,"8,7 ",1.174.724,"15,3 ","4,8  ",906.022,"6,6 ",3.760.326,"5,5 ","4,2  "
17  ,    Deutschland,230.240,"9,2 ",1.122.561,"15,7 ","4,9  ",867.180,"6,7 ",3.643.580,"5,5 ","4,2  "
18  ,    Ausland,15.800,"1,9 ",52.163,"7,0 ","3,3  ",38.842,"2,9 ",116.746,"5,6 ","3,0  "
,,,,,,,,,,,
19  ,  Nordwestmecklenburg,62.521,"0,9 ",240.218,"7,3 ","3,8  ",245.479,"4,1 ",895.511,"7,4 ","3,6  "
20  ,    Deutschland,58.148,"- 0,3 ",228.302,"6,5 ","3,9  ",234.034,"4,1 ",862.791,"7,4 ","3,7  "
21  ,    Ausland,4.373,"19,9 ",11.916,"23,8 ","2,7  ",11.445,"4,7 ",32.720,"7,8 ","2,9  "
,,,,,,,,,,,
22  ,  Vorpommern-Greifswald,146.519,"5,6 ",683.868,"6,5 ","4,7  ",582.880,"7,9 ",2.364.169,"7,3 ","4,1  "
23  ,    Deutschland,141.652,"5,5 ",667.816,"6,3 ","4,7  ",571.113,"7,9 ",2.328.275,"7,2 ","4,1  "
24  ,    Ausland,4.867,"6,6 ",16.052,"14,4 ","3,3  ",11.767,"5,0 ",35.894,"16,0 ","3,1  "
,,,,,,,,,,,
25  ,  Ludwigslust-Parchim,40.112,"- 6,1 ",119.523,"- 0,4 ","3,0  ",153.996,"- 5,4 ",452.229,"- 6,2 ","2,9  "
26  ,    Deutschland,36.103,"- 7,2 ",107.501,"- 1,8 ","3,0  ",138.049,"- 6,9 ",411.417,"- 8,1 ","3,0  "
27  ,    Ausland,4.009,"5,0 ",12.022,"14,5 ","3,0  ",15.947,"10,2 ",40.812,"18,4 ","2,6  "
,,,,,,,,,,,
,Nachrichtlich,,,,,,,,,,
,,,,,,,,,,,
28  ,"  Greifswald, Hansestadt 10)",11.683,"6,8 ",28.648,"19,7 ","2,5  ",41.134,"10,1 ",95.491,"18,0 ","2,3  "
29  ,    Deutschland,10.672,"5,7 ",26.541,"18,9 ","2,5  ",37.782,"10,8 ",87.901,"18,1 ","2,3  "
30  ,    Ausland,1.011,"19,8 ",2.107,"30,0 ","2,1  ",3.352,"3,4 ",7.590,"16,6 ","2,3  "
,,,,,,,,,,,
31  ,"  Neubrandenburg, Stadt 11)",4.880,"- 36,1 ",10.663,"- 24,6 ","2,2  ",23.279,"- 26,6 ",44.692,"- 16,4 ","1,9  "
32  ,    Deutschland,4.596,"- 35,1 ",10.190,"- 23,6 ","2,2  ",22.074,"- 25,1 ",42.172,"- 16,0 ","1,9  "
33  ,    Ausland,284,"- 49,1 ",473,"- 41,4 ","1,7  ",1.205,"- 46,7 ",2.520,"- 22,7 ","2,1  "
,,,,,,,,,,,
34  ,"  Stralsund, Hansestadt 12)",21.260,"3,6 ",50.879,"4,4 ","2,4  ",92.494,"8,3 ",214.310,"8,8 ","2,3  "
35  ,    Deutschland,18.563,"4,6 ",44.539,"6,0 ","2,4  ",84.479,"9,4 ",195.289,"10,3 ","2,3  "
36  ,    Ausland,2.697,"- 2,2 ",6.340,"- 5,7 ","2,4  ",8.015,"- 2,2 ",19.021,"- 4,6 ","2,4  "
,,,,,,,,,,,
37  ,"  Wismar, Hansestadt 13)",13.140,"3,0 ",29.713,"2,2 ","2,3  ",54.356,"5,5 ",131.532,"1,4 ","2,4  "
38  ,    Deutschland,11.217,"0,9 ",26.528,"0,6 ","2,4  ",48.829,"6,9 ",122.244,"2,7 ","2,5  "
39  ,    Ausland,1.923,"17,0 ",3.185,"17,8 ","1,7  ",5.527,"- 4,8 ",9.288,"- 13,0 ","1,7  "
