jahr (FK),monat (FK),landkreis (FK),ankuenfte,uebernachtungen
2012,5,03457,31590,162912
2013,5,03457,32338,169342
2014,5,03457,30398,160113
2015,5,03457,30694,160191
2016,5,03457,38650,192213
2017,5,03457,34827,178914
2018,5,03457,44638,209616
2009,5,03458,12761,25909
2010,5,03458,12829,26667
2011,5,03458,13224,25076
2012,5,03458,13307,25903
2013,5,03458,13033,25823
2014,5,03458,13860,26873
2015,5,03458,15169,28506
2016,5,03458,18204,35610
2017,5,03458,15577,30766
2018,5,03458,19053,40123
2009,5,03459,34230,150469
2010,5,03459,41085,165633
2011,5,03459,36873,136481
2012,5,03459,41605,158583
2013,5,03459,46954,165484
2014,5,03459,41483,153620
2015,5,03459,42086,156827
2016,5,03459,44409,163850
2017,5,03459,42077,156737
2018,5,03459,50240,175966
2009,5,03460,10171,22427
2010,5,03460,10181,26173
2011,5,03460,10877,24759
2012,5,03460,11479,27288
2013,5,03460,11875,28598
2014,5,03460,10767,25369
2015,5,03460,12237,29406
2016,5,03460,12865,32681
2017,5,03460,13812,35814
2018,5,03460,14954,37606
2009,5,03461,18588,68217
2010,5,03461,17941,67626
2011,5,03461,14133,54898
2012,5,03461,18275,67037
2013,5,03461,20293,77527
2014,5,03461,17307,67640
2015,5,03461,21674,83477
2016,5,03461,23834,88419
2017,5,03461,20820,73314
2018,5,03461,24528,88766
2009,5,03462,57393,271108
2010,5,03462,56630,267805
2011,5,03462,42834,227866
2012,5,03462,55851,264580
2013,5,03462,60421,277775
2014,5,03462,50260,238153
2015,5,03462,57430,263229
2016,5,03462,66009,291857
2017,5,03462,53647,251687
2018,5,03462,71117,314965
2009,11,03101,27056,46767
2010,11,03101,26041,43268
2011,11,03101,27005,46130
2012,11,03101,26035,45336
2013,11,03101,32051,56313
2014,11,03101,28625,50247
2015,11,03101,33135,58744
2016,11,03101,34836,57969
2017,11,03101,41118,65692
2018,11,03101,40830,66279
2009,11,03102,4632,12215
2010,11,03102,3986,12215
2011,11,03102,5010,12503
2012,11,03102,4402,14498
2013,11,03102,4450,15315
2014,11,03102,4247,11927
2015,11,03102,5054,14186
2016,11,03102,4982,13637
2017,11,03102,5251,14725
2018,11,03102,4913,14368
2009,11,03103,20517,39700
2010,11,03103,20593,40466
2011,11,03103,20417,43934
2012,11,03103,18471,40759
2013,11,03103,19082,42602
2014,11,03103,27572,45106
2015,11,03103,29099,48523
2016,11,03103,29730,47428
2017,11,03103,29536,46654
2018,11,03103,33664,54114
2009,11,03151,9479,23927
2010,11,03151,10595,25118
2011,11,03151,11611,32599
2012,11,03151,11837,31133
2013,11,03151,12250,32149
2014,11,03151,11738,31994
2015,11,03151,12498,32586
2016,11,03151,10696,28581
2017,11,03151,11683,27104
2018,11,03151,11137,27630
2009,11,03153,38962,118391
2010,11,03153,40228,119052
2011,11,03153,45317,129972
2012,11,03153,43234,128183
2013,11,03153,47291,138370
2014,11,03153,45221,133619
2015,11,03153,50706,137514
2016,11,03153,44702,134264
2017,11,03153,47322,140549
2018,11,03153,52138,152758
2009,11,03154,8093,14666
2010,11,03154,9015,14903
2011,11,03154,8862,14155
2012,11,03154,9453,15133
2013,11,03154,9782,16095
2014,11,03154,8412,13731
2015,11,03154,8835,14078
2016,11,03154,9291,14563
2017,11,03154,9129,14569
2018,11,03154,9598,15887
2009,11,03155,12693,40374
2010,11,03155,13138,39495
2011,11,03155,13665,39942
2012,11,03155,12548,39164
2013,11,03155,11801,37175
2014,11,03155,12150,35804
2015,11,03155,10842,32001
2016,11,03155,12133,33856
2017,11,03155,12217,34971
2018,11,03155,12556,35629
2009,11,03157,4886,9499
2010,11,03157,4769,9243
2011,11,03157,5927,11782
2012,11,03157,5146,8996
2013,11,03157,5709,10416
2014,11,03157,5043,8750
2015,11,03157,5328,9725
2016,11,03157,4653,8547
2017,11,03157,5341,9153
2018,11,03157,5388,9331
2009,11,03158,4329,8545
2010,11,03158,4288,10663
2011,11,03158,5356,12822
2012,11,03158,5029,12113
2013,11,03158,4798,11667
2014,11,03158,4699,11990
2015,11,03158,4593,11296
2016,11,03158,4194,9942
2017,11,03158,4749,11082
2018,11,03158,4671,10694
2009,11,03159,44819,101555
2010,11,03159,45279,100519
2011,11,03159,48726,103844
2012,11,03159,49393,104240
2013,11,03159,50459,109591
2014,11,03159,50804,114744
2015,11,03159,51370,119016
2016,11,03159,55146,121062
2017,11,03159,56700,123080
2018,11,03159,60846,130124
2009,11,03241,163590,304521
2010,11,03241,172786,309580
2011,11,03241,190791,359747
2012,11,03241,174002,306757
2013,11,03241,183150,346569
2014,11,03241,173648,316400
2015,11,03241,194815,367269
2016,11,03241,184233,327589
2017,11,03241,197781,369960
2018,11,03241,191664,348585
2009,11,03251,7822,13385
2010,11,03251,8504,15447
2011,11,03251,9700,17887
2012,11,03251,9861,18604
2013,11,03251,9960,17834
2014,11,03251,9765,19023
2015,11,03251,9731,18774
2016,11,03251,9773,19946
2017,11,03251,10238,19928
2018,11,03251,10049,21303
2009,11,03252,20942,91320
2010,11,03252,19359,85701
2011,11,03252,24392,93193
2012,11,03252,23304,96072
2013,11,03252,24583,98773
2014,11,03252,21132,91220
2015,11,03252,24439,94480
2016,11,03252,22734,87730
2017,11,03252,23692,88666
2018,11,03252,24365,92326
2009,11,03254,17893,45160
2010,11,03254,19096,44998
2011,11,03254,22631,55266
2012,11,03254,19696,46478
2013,11,03254,23141,52054
2014,11,03254,19978,49540
2015,11,03254,24035,62474
2016,11,03254,22476,51283
2017,11,03254,25824,61315
2018,11,03254,23533,56475
2009,11,03255,2459,5380
2010,11,03255,2645,5314
2011,11,03255,4118,8159
2012,11,03255,3208,6127
2013,11,03255,3627,6708
2014,11,03255,4060,7842
2015,11,03255,4178,9273
2016,11,03255,5188,10100
2017,11,03255,5674,11534
2018,11,03255,5281,11229
2009,11,03256,6629,10891
2010,11,03256,7173,13188
2011,11,03256,8226,16482
2012,11,03256,7465,15317
2013,11,03256,8642,19006
2014,11,03256,8554,18857
2015,11,03256,8287,17391
2016,11,03256,8439,19752
2017,11,03256,9179,20263
2018,11,03256,9238,19879
2009,11,03257,14460,54659
2010,11,03257,14359,54866
2011,11,03257,16491,61694
2012,11,03257,14788,58696
2013,11,03257,16930,61490
2014,11,03257,15217,59320
2015,11,03257,16634,64253
2016,11,03257,16418,61795
2017,11,03257,17203,61277
2018,11,03257,17557,62555
2009,11,03351,19518,38124
2010,11,03351,18789,38492
2011,11,03351,21076,42567
2012,11,03351,20109,37968
2013,11,03351,21381,41307
2014,11,03351,17495,37019
2015,11,03351,21342,41892
2016,11,03351,19749,42855
2017,11,03351,21542,45873
2018,11,03351,21057,44586
2009,11,03352,20161,77923
2010,11,03352,21597,87351
2011,11,03352,23297,91671
2012,11,03352,24650,92818
2013,11,03352,25086,95913
2014,11,03352,27574,105755
2015,11,03352,26648,100191
2016,11,03352,26143,93999
2017,11,03352,28764,106668
2018,11,03352,29729,106713
2009,11,03353,18104,39480
2010,11,03353,19127,40936
2011,11,03353,19165,43636
2012,11,03353,19114,40717
2013,11,03353,19526,41332
2014,11,03353,17633,39369
2015,11,03353,18053,37694
2016,11,03353,18461,37355
2017,11,03353,18628,40206
2018,11,03353,20103,48963
2009,11,03354,4205,9704
2010,11,03354,4585,11650
2011,11,03354,4937,13692
2012,11,03354,4861,12071
2013,11,03354,4491,10417
2014,11,03354,4317,10359
2015,11,03354,4657,11075
2016,11,03354,4462,10560
2017,11,03354,4317,11006
2018,11,03354,4366,10604
2009,11,03355,17950,33823
2010,11,03355,19188,38627
2011,11,03355,19548,41232
2012,11,03355,20565,37742
2013,11,03355,19770,38180
2014,11,03355,19567,39013
2015,11,03355,19728,37434
2016,11,03355,20256,38560
2017,11,03355,18399,36476
2018,11,03355,21758,40238
2009,11,03356,3782,8909
2010,11,03356,4032,9853
2011,11,03356,4404,11172
2012,11,03356,4547,11358
2013,11,03356,4203,10539
2014,11,03356,4329,10767
2015,11,03356,4332,10276
2016,11,03356,4159,9765
2017,11,03356,4390,10890
2018,11,03356,4828,11152
2009,11,03357,13123,24454
2010,11,03357,12777,27171
2011,11,03357,14682,28170
2012,11,03357,15732,29944
2013,11,03357,15962,29455
2014,11,03357,13587,32076
2015,11,03357,15145,38968
2016,11,03357,15124,36638
2017,11,03357,15125,35202
2018,11,03357,16205,37817
2009,11,03358,36799,116754
2010,11,03358,36813,114696
2011,11,03358,40269,119591
2012,11,03358,39147,116394
2013,11,03358,38018,109110
2014,11,03358,40859,126976
2015,11,03358,43090,130106
2016,11,03358,41133,124014
2017,11,03358,44976,135462
2018,11,03358,49217,135683
2009,11,03359,10039,22222
2010,11,03359,11401,26246
2011,11,03359,11917,27064
2012,11,03359,12157,29439
2013,11,03359,10627,25260
2014,11,03359,10893,23637
2015,11,03359,11660,27044
2016,11,03359,11220,26263
2017,11,03359,12135,27978
2018,11,03359,13500,30219
2009,11,03360,8978,44824
2010,11,03360,10812,50914
2011,11,03360,10945,53312
2012,11,03360,10123,51052
2013,11,03360,11688,53542
2014,11,03360,10430,50918
2015,11,03360,11592,50305
2016,11,03360,11291,49449
2017,11,03360,11606,48891
2018,11,03360,11144,50212
2009,11,03361,9579,18328
2010,11,03361,10055,19145
2011,11,03361,11213,21976
2012,11,03361,11121,21821
2013,11,03361,11131,22117
2014,11,03361,10386,21188
2015,11,03361,10972,20401
2016,11,03361,10524,20648
2017,11,03361,12465,24166
2018,11,03361,13819,24886
2009,11,03401,2135,3435
2010,11,03401,2033,3990
2011,11,03401,2243,4339
2012,11,03401,2869,4844
2013,11,03401,2513,4644
2014,11,03401,2428,4746
2015,11,03401,2344,4471
2016,11,03401,2746,4540
2017,11,03401,2967,5131
2018,11,03401,3187,5270
2009,11,03402,3760,6131
2010,11,03402,4076,7459
2011,11,03402,4083,7449
2012,11,03402,3856,7375
2013,11,03402,4765,9178
2014,11,03402,4462,9961
2015,11,03402,5449,10458
2016,11,03402,5577,11709
2017,11,03402,5256,10047
2018,11,03402,6179,11797
2009,11,03403,11376,22029
2010,11,03403,12205,25211
2011,11,03403,11601,25403
2012,11,03403,11328,24755
2013,11,03403,12215,27131
2014,11,03403,13184,27521
2015,11,03403,14100,29349
2016,11,03403,14379,30569
2017,11,03403,14168,30625
2018,11,03403,14258,30539
2009,11,03404,17672,24801
2010,11,03404,17306,25353
2011,11,03404,18259,27555
2012,11,03404,19165,27664
2013,11,03404,19474,28806
2014,11,03404,16980,24856
2015,11,03404,22643,35982
2016,11,03404,28664,41851
2017,11,03404,28997,41870
2018,11,03404,24155,35889
2009,11,03405,4888,16990
2010,11,03405,6215,19699
2011,11,03405,7123,21580
2012,11,03405,7546,22082
2013,11,03405,7562,21299
2014,11,03405,8698,22669
2015,11,03405,9005,24028
2016,11,03405,8653,22822
2017,11,03405,9688,24361
2018,11,03405,9761,24642
2009,11,03451,15089,42405
2010,11,03451,16254,45206
2011,11,03451,15311,47376
2012,11,03451,16868,47418
2013,11,03451,16580,48282
2014,11,03451,16642,50227
2015,11,03451,18019,49616
2016,11,03451,18662,54764
2017,11,03451,18900,54978
2018,11,03451,19487,54469
2009,11,03452,25443,115340
2010,11,03452,26142,111002
2011,11,03452,29541,131628
2012,11,03452,27190,118474
2013,11,03452,29274,124424
2014,11,03452,31660,132679
2015,11,03452,31231,129084
2016,11,03452,30889,129298
2017,11,03452,34085,149934
2018,11,03452,36595,146621
2009,11,03453,9956,23171
2010,11,03453,10740,23669
2011,11,03453,10893,24314
2012,11,03453,11202,24764
2013,11,03453,10828,21795
2014,11,03453,10711,25925
2015,11,03453,11185,24849
2016,11,03453,10322,21858
2017,11,03453,11159,24405
2018,11,03453,12079,25423
2009,11,03454,24716,57336
2010,11,03454,26873,66966
2011,11,03454,33698,100914
2012,11,03454,31112,88575
2013,11,03454,34002,89219
2014,11,03454,32756,84478
2015,11,03454,29537,72050
2016,11,03454,30071,73708
2017,11,03454,36681,105669
2018,11,03454,33901,87309
2009,11,03455,10108,41709
2010,11,03455,11980,39752
2011,11,03455,13480,47342
2012,11,03455,16090,66661
2013,11,03455,14688,65719
2014,11,03455,14658,65947
2015,11,03455,14163,60357
2016,11,03455,14322,60049
2017,11,03455,15160,68781
2018,11,03455,16176,70991
2009,11,03456,9445,30841
2010,11,03456,15432,47356
2011,11,03456,14905,48129
2012,11,03456,15850,51877
2013,11,03456,15535,50917
2014,11,03456,13972,46837
2015,11,03456,14005,43568
2016,11,03456,14257,46061
2017,11,03456,16364,52796
2018,11,03456,18653,61463
2009,11,03457,8583,56497
2010,11,03457,10839,56563
2011,11,03457,10870,57376
2012,11,03457,11284,60073
2013,11,03457,12015,63464
2014,11,03457,11853,63794
2015,11,03457,11838,56902
2016,11,03457,11032,62247
2017,11,03457,12167,71058
2018,11,03457,15310,74712
2009,11,03458,8503,15202
2010,11,03458,8487,15877
2011,11,03458,8851,16892
2012,11,03458,9001,17176
2013,11,03458,9456,16864
2014,11,03458,9072,19392
2015,11,03458,11462,18734
2016,11,03458,11199,20924
2017,11,03458,10411,19805
2018,11,03458,12217,21699
2009,11,03459,20248,95898
2010,11,03459,23016,99814
2011,11,03459,22446,91161
2012,11,03459,26211,102755
2013,11,03459,26779,106053
2014,11,03459,26148,106988
2015,11,03459,28139,109411
2016,11,03459,29861,111929
2017,11,03459,32010,118168
2018,11,03459,31231,120473
2009,11,03460,9562,22239
2010,11,03460,9194,21023
2011,11,03460,9495,22722
2012,11,03460,9931,22652
2013,11,03460,9661,22550
2014,11,03460,9198,21561
2015,11,03460,10324,23170
2016,11,03460,10721,26392
2017,11,03460,11663,27018
2018,11,03460,12026,28721
2009,11,03461,6880,24239
2010,11,03461,6801,22334
2011,11,03461,8248,26375
2012,11,03461,8412,27707
2013,11,03461,11799,43572
2014,11,03461,11342,38830
2015,11,03461,9796,33810
2016,11,03461,10255,33241
2017,11,03461,8954,30252
2018,11,03461,11968,40714
2009,11,03462,12129,60876
2010,11,03462,12645,58994
2011,11,03462,13338,68507
2012,11,03462,13591,63553
2013,11,03462,14276,70160
2014,11,03462,14011,68717
2015,11,03462,13347,63476
2016,11,03462,13862,69832
2017,11,03462,14340,75210
2018,11,03462,17052,78769
2009,10,03101,23954,44961
2010,10,03101,24183,43247
2011,10,03101,24090,42480
2012,10,03101,24587,43775
2013,10,03101,28150,51577
2014,10,03101,29262,53239
2015,10,03101,30303,54220
2016,10,03101,33249,56322
2017,10,03101,34319,55567
2018,10,03101,35653,58447
2009,10,03102,3776,11365
2010,10,03102,3910,12309
2011,10,03102,3979,10835
2012,10,03102,4140,14549
2013,10,03102,4284,14618
2014,10,03102,4680,12920
2015,10,03102,4414,15240
2016,10,03102,4997,13662
2017,10,03102,4870,14426
2018,10,03102,4547,13493
2009,10,03103,20695,41084
2010,10,03103,21535,43194
2011,10,03103,22921,43651
2012,10,03103,20820,44265
2013,10,03103,19973,42931
2014,10,03103,24511,43932
2015,10,03103,28988,50068
2016,10,03103,29898,49161
2017,10,03103,27067,45087
2018,10,03103,33688,55676
2009,10,03151,11189,32338
2010,10,03151,11423,31491
2011,10,03151,11927,36660
2012,10,03151,13580,38044
2013,10,03151,12390,37456
2014,10,03151,14049,38700
2015,10,03151,12961,37235
2016,10,03151,12691,34310
2017,10,03151,10379,27790
2018,10,03151,11879,31326
2009,10,03153,64448,224097
2010,10,03153,74145,239825
2011,10,03153,73539,246975
2012,10,03153,72779,252218
2013,10,03153,69977,238036
2014,10,03153,78325,250761
2015,10,03153,74189,246190
2016,10,03153,77022,254407
2017,10,03153,75400,241892
2018,10,03153,78698,255443
2009,10,03154,7817,15372
2010,10,03154,8352,16300
2011,10,03154,8591,14708
2012,10,03154,8596,14012
2013,10,03154,8886,15228
2014,10,03154,9310,15369
2015,10,03154,8734,14734
2016,10,03154,9820,16272
2017,10,03154,7808,13902
2018,10,03154,8540,14790
2009,10,03155,16565,52591
2010,10,03155,16192,52425
2011,10,03155,15487,49207
2012,10,03155,14085,47627
2013,10,03155,13388,44217
2014,10,03155,15785,47904
2015,10,03155,14596,43563
2016,10,03155,14557,40995
2017,10,03155,13441,40559
2018,10,03155,13365,39584
2009,10,03157,3736,8460
2010,10,03157,4399,9580
2011,10,03157,4082,8429
2012,10,03157,5726,10367
2013,10,03157,4511,8196
2014,10,03157,5607,9937
2015,10,03157,4625,8706
2016,10,03157,4793,8308
2017,10,03157,4539,7838
2018,10,03157,5642,9390
2009,10,03158,4345,10243
2010,10,03158,4465,9843
2011,10,03158,5168,12913
2012,10,03158,5259,13460
2013,10,03158,4373,12841
2014,10,03158,5102,13681
2015,10,03158,5045,13481
2016,10,03158,4662,11225
2017,10,03158,4064,11051
2018,10,03158,4366,12039
2009,10,03159,55192,153535
2010,10,03159,57613,148496
2011,10,03159,58924,154194
2012,10,03159,56723,147875
2013,10,03159,59787,159341
2014,10,03159,64551,168972
2015,10,03159,64550,170947
2016,10,03159,67840,175498
2017,10,03159,68462,177093
2018,10,03159,70527,183169
2009,10,03241,152028,278109
2010,10,03241,176657,334462
2011,10,03241,172676,320639
2012,10,03241,186245,353844
2013,10,03241,169394,314773
2014,10,03241,199007,382569
2015,10,03241,176542,334205
2016,10,03241,196319,371250
2017,10,03241,183931,333657
2018,10,03241,190469,364646
2009,10,03251,8957,17120
2010,10,03251,10471,19777
2011,10,03251,10339,20270
2012,10,03251,10916,21286
2013,10,03251,10352,21731
2014,10,03251,12116,23850
2015,10,03251,11552,23876
2016,10,03251,11920,24981
2017,10,03251,11125,23197
2018,10,03251,12102,27437
2009,10,03252,22620,102922
2010,10,03252,24469,104870
2011,10,03252,23750,105757
2012,10,03252,24866,110288
2013,10,03252,25263,107807
2014,10,03252,27775,110935
2015,10,03252,26969,107243
2016,10,03252,28861,106501
2017,10,03252,26399,100449
2018,10,03252,28501,104372
2009,10,03254,15570,41354
2010,10,03254,19529,49399
2011,10,03254,20125,51758
2012,10,03254,20048,48979
2013,10,03254,19628,49000
2014,10,03254,22437,56908
2015,10,03254,22065,57746
2016,10,03254,24017,58977
2017,10,03254,22162,53592
2018,10,03254,23671,56302
2009,10,03255,4790,11297
2010,10,03255,7827,16724
2011,10,03255,7381,13798
2012,10,03255,7071,14349
2013,10,03255,7053,14752
2014,10,03255,8217,17765
2015,10,03255,7632,17040
2016,10,03255,10290,22177
2017,10,03255,9287,21322
2018,10,03255,9698,22022
2009,10,03256,7095,12796
2010,10,03256,7113,13265
2011,10,03256,7397,16531
2012,10,03256,8871,19324
2013,10,03256,9243,21815
2014,10,03256,10693,22971
2015,10,03256,8522,20289
2016,10,03256,9496,20995
2017,10,03256,9263,21477
2018,10,03256,10090,22896
2009,10,03257,15000,59656
2010,10,03257,14303,57769
2011,10,03257,16147,64610
2012,10,03257,17223,64983
2013,10,03257,16263,63498
2014,10,03257,18793,68953
2015,10,03257,16849,69078
2016,10,03257,18504,70013
2017,10,03257,15329,62840
2018,10,03257,19292,72130
2009,10,03351,19445,49367
2010,10,03351,22633,53428
2011,10,03351,21620,49900
2012,10,03351,24318,55951
2013,10,03351,21879,52781
2014,10,03351,26000,61206
2015,10,03351,21456,50560
2016,10,03351,24007,59684
2017,10,03351,24069,60543
2018,10,03351,26334,65746
2009,10,03352,48423,230844
2010,10,03352,49601,229920
2011,10,03352,49944,220316
2012,10,03352,49642,222201
2013,10,03352,46390,206284
2014,10,03352,54103,227714
2015,10,03352,55446,244681
2016,10,03352,59635,259195
2017,10,03352,58795,243711
2018,10,03352,57548,226253
2009,10,03353,22956,54916
2010,10,03353,23517,56546
2011,10,03353,24822,61823
2012,10,03353,24267,56013
2013,10,03353,23671,58716
2014,10,03353,25479,58483
2015,10,03353,23949,58941
2016,10,03353,25928,58112
2017,10,03353,24555,56892
2018,10,03353,26291,67074
2009,10,03354,8764,32741
2010,10,03354,7818,26645
2011,10,03354,8013,26049
2012,10,03354,9385,28535
2013,10,03354,7423,23813
2014,10,03354,8632,26158
2015,10,03354,8965,26080
2016,10,03354,7919,26566
2017,10,03354,7920,26145
2018,10,03354,7805,26405
2009,10,03355,22732,51333
2010,10,03355,24694,55298
2011,10,03355,23381,52717
2012,10,03355,23789,53322
2013,10,03355,23394,54175
2014,10,03355,25500,59461
2015,10,03355,25939,59606
2016,10,03355,26982,63224
2017,10,03355,25599,56822
2018,10,03355,25395,57855
2009,10,03356,4631,11670
2010,10,03356,5220,13410
2011,10,03356,5343,13719
2012,10,03356,5771,14534
2013,10,03356,5148,14084
2014,10,03356,5763,14350
2015,10,03356,5449,14881
2016,10,03356,5935,14065
2017,10,03356,5253,13945
2018,10,03356,5678,14032
2009,10,03357,19960,45916
2010,10,03357,20004,49990
2011,10,03357,18214,43251
2012,10,03357,18707,44199
2013,10,03357,19367,45061
2014,10,03357,20195,46486
2015,10,03357,19091,53574
2016,10,03357,18887,52800
2017,10,03357,17909,48505
2018,10,03357,18759,50004
2009,10,03358,69418,255102
2010,10,03358,70590,237800
2011,10,03358,77060,254281
2012,10,03358,71168,235122
2013,10,03358,74728,248402
2014,10,03358,82569,258296
2015,10,03358,83866,265441
2016,10,03358,93304,302407
2017,10,03358,91795,289849
2018,10,03358,100512,304750
2009,10,03359,13369,34065
2010,10,03359,15318,38669
2011,10,03359,15443,38280
2012,10,03359,15147,38561
2013,10,03359,14672,38093
2014,10,03359,15336,35456
2015,10,03359,15361,38900
2016,10,03359,16621,41668
2017,10,03359,17260,43080
2018,10,03359,17746,45264
2009,10,03360,14117,74413
2010,10,03360,14921,74768
2011,10,03360,14918,72880
2012,10,03360,14290,74550
2013,10,03360,14862,73685
2014,10,03360,15657,74747
2015,10,03360,16624,73811
2016,10,03360,15691,71625
2017,10,03360,15767,70883
2018,10,03360,14785,69766
2009,10,03361,11319,25598
2010,10,03361,12173,26446
2011,10,03361,12177,27240
2012,10,03361,13092,29486
2013,10,03361,11371,26587
2014,10,03361,13617,30061
2015,10,03361,13510,29849
2016,10,03361,13349,29284
2017,10,03361,13362,29627
2018,10,03361,16242,32367
2009,10,03401,2353,3585
2010,10,03401,2705,4885
2011,10,03401,2558,4821
2012,10,03401,2912,5398
2013,10,03401,2454,4266
2014,10,03401,2705,5300
2015,10,03401,2196,4701
2016,10,03401,2927,5030
2017,10,03401,2996,5190
2018,10,03401,3416,5980
2009,10,03402,4343,8390
2010,10,03402,5195,10264
2011,10,03402,5295,10044
2012,10,03402,5167,10220
2013,10,03402,6575,13093
2014,10,03402,6373,12479
2015,10,03402,6870,14250
2016,10,03402,6948,14111
2017,10,03402,6915,14606
2018,10,03402,7806,15955
2009,10,03403,11171,23558
2010,10,03403,11535,26105
2011,10,03403,11415,25652
2012,10,03403,11216,25526
2013,10,03403,11639,27553
2014,10,03403,14034,29662
2015,10,03403,14408,30980
2016,10,03403,14185,30671
2017,10,03403,13959,31279
2018,10,03403,14633,32176
2009,10,03404,18268,28145
2010,10,03404,18291,27919
2011,10,03404,17746,27341
2012,10,03404,17981,27842
2013,10,03404,19304,30281
2014,10,03404,18275,27640
2015,10,03404,22820,37287
2016,10,03404,27563,42763
2017,10,03404,24894,39719
2018,10,03404,25354,40532
2009,10,03405,5803,18900
2010,10,03405,7308,21913
2011,10,03405,8410,24883
2012,10,03405,8338,25201
2013,10,03405,9331,27110
2014,10,03405,10807,28027
2015,10,03405,10933,28956
2016,10,03405,11390,30528
2017,10,03405,12692,32924
2018,10,03405,11708,31181
2009,10,03451,19291,63423
2010,10,03451,20606,66509
2011,10,03451,20133,67139
2012,10,03451,20341,64684
2013,10,03451,19395,64279
2014,10,03451,22050,69648
2015,10,03451,22561,72164
2016,10,03451,22441,72338
2017,10,03451,22611,76452
2018,10,03451,23551,73701
2009,10,03452,70291,364845
2010,10,03452,71451,354041
2011,10,03452,71945,353182
2012,10,03452,66148,340603
2013,10,03452,68896,333976
2014,10,03452,75201,349275
2015,10,03452,77048,364264
2016,10,03452,85199,415493
2017,10,03452,82405,397750
2018,10,03452,80983,402195
2009,10,03453,11627,33377
2010,10,03453,12697,33442
2011,10,03453,13878,37724
2012,10,03453,12656,34933
2013,10,03453,12308,34125
2014,10,03453,14691,36767
2015,10,03453,13304,36922
2016,10,03453,13632,38137
2017,10,03453,12785,36637
2018,10,03453,14467,40112
2009,10,03454,49802,174454
2010,10,03454,53816,185275
2011,10,03454,58456,204941
2012,10,03454,59249,217036
2013,10,03454,58263,206670
2014,10,03454,64146,213881
2015,10,03454,64467,217463
2016,10,03454,69033,240324
2017,10,03454,65473,231108
2018,10,03454,67748,238841
2009,10,03455,30592,173887
2010,10,03455,33421,179339
2011,10,03455,32209,153772
2012,10,03455,35564,167440
2013,10,03455,36383,169042
2014,10,03455,35560,169631
2015,10,03455,35126,172957
2016,10,03455,40432,190315
2017,10,03455,37682,185562
2018,10,03455,37003,192416
2009,10,03456,17031,54481
2010,10,03456,20569,66960
2011,10,03456,19851,66958
2012,10,03456,20012,67524
2013,10,03456,19757,65413
2014,10,03456,21577,72547
2015,10,03456,21070,70710
2016,10,03456,22472,75523
2017,10,03456,22360,76683
2018,10,03456,24049,83383
2009,10,03457,25046,148468
2010,10,03457,26708,149818
2011,10,03457,25241,140579
2012,10,03457,25956,146454
2013,10,03457,24184,136036
2014,10,03457,26607,142931
2015,10,03457,29320,149862
2016,10,03457,30211,164326
2017,10,03457,30360,165356
2018,10,03457,35177,175155
2009,10,03458,9312,20361
2010,10,03458,10414,22041
2011,10,03458,9341,19864
2012,10,03458,10936,23554
2013,10,03458,11956,23785
2014,10,03458,14475,27075
2015,10,03458,13647,26160
2016,10,03458,13693,27560
2017,10,03458,12929,24489
2018,10,03458,14315,26804
2009,10,03459,28029,132868
2010,10,03459,31482,144896
2011,10,03459,31963,126723
2012,10,03459,32321,132068
2013,10,03459,33616,135823
2014,10,03459,36113,142129
2015,10,03459,36268,140016
2016,10,03459,37557,146300
2017,10,03459,37819,150469
2018,10,03459,38994,150557
2009,10,03460,10430,25193
2010,10,03460,10228,25966
2011,10,03460,10371,26367
2012,10,03460,10620,26877
2013,10,03460,10076,25348
2014,10,03460,11212,27055
2015,10,03460,11355,28621
2016,10,03460,11333,29589
2017,10,03460,11460,29524
2018,10,03460,13015,32312
2009,10,03461,15677,67934
2010,10,03461,15271,63466
2011,10,03461,16570,66109
2012,10,03461,17383,69695
2013,10,03461,16662,73063
2014,10,03461,18648,72368
2015,10,03461,18583,70568
2016,10,03461,19897,79277
2017,10,03461,18225,74158
2018,10,03461,19033,69264
2009,10,03462,44172,244073
2010,10,03462,44854,238198
2011,10,03462,48398,247410
2012,10,03462,40932,228538
2013,10,03462,42900,227478
2014,10,03462,46610,234057
2015,10,03462,46379,235218
2016,10,03462,50547,261112
2017,10,03462,46901,241085
2018,10,03462,49754,257964
2009,9,03101,24671,43894
2010,9,03101,25060,45895
2011,9,03101,26139,44876
2012,9,03101,27249,47825
2013,9,03101,29637,55545
2014,9,03101,29881,51528
2015,9,03101,30788,55960
2016,9,03101,37154,61883
2017,9,03101,41213,67252
2018,9,03101,40233,65248
2009,9,03102,4022,11650
2010,9,03102,3886,11808
2011,9,03102,4630,13041
2012,9,03102,4184,14503
2013,9,03102,4552,15467
2014,9,03102,4702,13688
2015,9,03102,5167,17182
2016,9,03102,5360,14755
2017,9,03102,5401,14307
2018,9,03102,5178,15750
2009,9,03103,19902,40680
2010,9,03103,21721,42408
2011,9,03103,23067,45489
2012,9,03103,20177,43113
2013,9,03103,21174,43505
2014,9,03103,26400,47428
2015,9,03103,30411,50217
2016,9,03103,29993,47363
2017,9,03103,30616,49403
2018,9,03103,32330,54178
2009,9,03151,12200,33889
2010,9,03151,12054,34347
2011,9,03151,12899,35924
2012,9,03151,14202,36558
2013,9,03151,14738,39477
2014,9,03151,14092,40202
2015,9,03151,13917,38859
2016,9,03151,13803,36643
2017,9,03151,13827,31802
2018,9,03151,13279,34459
