jahr (FK),monat (FK),landkreis (FK),ankuenfte,uebernachtungen
2011,12,03159,35082,90005
2012,12,03159,37792,99144
2013,12,03159,39721,105159
2014,12,03159,41602,107931
2015,12,03159,44828,121748
2016,12,03159,46202,117134
2017,12,03159,46370,116272
2018,12,03159,,
2009,12,03241,107079,182433
2010,12,03241,113656,193151
2011,12,03241,116673,199918
2012,12,03241,126176,212177
2013,12,03241,119593,205715
2014,12,03241,125516,219881
2015,12,03241,128270,221044
2016,12,03241,137027,234532
2017,12,03241,146658,251245
2018,12,03241,,
2009,12,03251,6164,10317
2010,12,03251,6830,11637
2011,12,03251,7287,13167
2012,12,03251,7073,13354
2013,12,03251,7729,14022
2014,12,03251,6548,12264
2015,12,03251,7042,13157
2016,12,03251,7358,14634
2017,12,03251,7723,14867
2018,12,03251,,
2009,12,03252,16150,77270
2010,12,03252,16011,78826
2011,12,03252,16275,77097
2012,12,03252,17009,77815
2013,12,03252,17180,83435
2014,12,03252,17164,77112
2015,12,03252,19182,77286
2016,12,03252,18384,77142
2017,12,03252,19140,74884
2018,12,03252,,
2009,12,03254,11429,30212
2010,12,03254,12177,29936
2011,12,03254,13872,37597
2012,12,03254,13265,32939
2013,12,03254,13924,33979
2014,12,03254,15416,36444
2015,12,03254,15554,41734
2016,12,03254,16280,38149
2017,12,03254,16863,38477
2018,12,03254,,
2009,12,03255,2006,4736
2010,12,03255,2713,5358
2011,12,03255,3007,5996
2012,12,03255,2499,4278
2013,12,03255,2472,4251
2014,12,03255,3018,5875
2015,12,03255,2912,6386
2016,12,03255,4180,8500
2017,12,03255,4392,8721
2018,12,03255,,
2009,12,03256,4548,8678
2010,12,03256,4532,9182
2011,12,03256,5346,11986
2012,12,03256,5524,12254
2013,12,03256,5377,12762
2014,12,03256,5242,11327
2015,12,03256,5528,12473
2016,12,03256,4794,10968
2017,12,03256,5460,12244
2018,12,03256,,
2009,12,03257,8539,42928
2010,12,03257,8939,42070
2011,12,03257,9795,47378
2012,12,03257,10180,44954
2013,12,03257,9816,45936
2014,12,03257,10478,48039
2015,12,03257,10846,47279
2016,12,03257,10609,47358
2017,12,03257,11011,46662
2018,12,03257,,
2009,12,03351,13797,30710
2010,12,03351,13802,30205
2011,12,03351,15790,30979
2012,12,03351,15647,32868
2013,12,03351,15900,32755
2014,12,03351,15924,33675
2015,12,03351,15844,33045
2016,12,03351,16626,37257
2017,12,03351,17122,37291
2018,12,03351,,
2009,12,03352,18333,70695
2010,12,03352,15810,63330
2011,12,03352,17556,64353
2012,12,03352,20473,79260
2013,12,03352,19636,70389
2014,12,03352,23342,87427
2015,12,03352,23364,86226
2016,12,03352,23742,84565
2017,12,03352,25069,89567
2018,12,03352,,
2009,12,03353,13992,32875
2010,12,03353,13474,31481
2011,12,03353,14417,33292
2012,12,03353,14111,34257
2013,12,03353,13896,32951
2014,12,03353,13788,32364
2015,12,03353,13808,31629
2016,12,03353,15702,33166
2017,12,03353,14741,34383
2018,12,03353,,
2009,12,03354,3188,9595
2010,12,03354,3815,10901
2011,12,03354,3521,9986
2012,12,03354,3634,10505
2013,12,03354,3454,9653
2014,12,03354,3076,8274
2015,12,03354,3448,8821
2016,12,03354,3645,9911
2017,12,03354,3841,10660
2018,12,03354,,
2009,12,03355,16486,32982
2010,12,03355,16567,32791
2011,12,03355,19066,38667
2012,12,03355,17675,36409
2013,12,03355,18751,37338
2014,12,03355,18786,38410
2015,12,03355,18454,38119
2016,12,03355,20899,42118
2017,12,03355,20775,43061
2018,12,03355,,
2009,12,03356,2953,6988
2010,12,03356,2755,7508
2011,12,03356,3201,7688
2012,12,03356,2959,8215
2013,12,03356,2931,6116
2014,12,03356,2982,8082
2015,12,03356,3125,8618
2016,12,03356,3175,7231
2017,12,03356,3059,6843
2018,12,03356,,
2009,12,03357,10682,21812
2010,12,03357,11141,23273
2011,12,03357,10718,22819
2012,12,03357,9584,21525
2013,12,03357,9845,21396
2014,12,03357,9951,29908
2015,12,03357,11000,32732
2016,12,03357,10518,28949
2017,12,03357,10669,27013
2018,12,03357,,
2009,12,03358,28788,112195
2010,12,03358,26910,92272
2011,12,03358,28742,98697
2012,12,03358,26989,96939
2013,12,03358,27404,94748
2014,12,03358,28474,98271
2015,12,03358,32587,106364
2016,12,03358,32974,108431
2017,12,03358,34323,110934
2018,12,03358,,
2009,12,03359,8711,20306
2010,12,03359,9003,19695
2011,12,03359,10294,23861
2012,12,03359,10058,23900
2013,12,03359,9545,20905
2014,12,03359,9980,21723
2015,12,03359,9705,23673
2016,12,03359,11058,24546
2017,12,03359,12283,27101
2018,12,03359,,
2009,12,03360,7072,45189
2010,12,03360,7370,43565
2011,12,03360,7804,47685
2012,12,03360,7999,48255
2013,12,03360,8752,48008
2014,12,03360,8377,47210
2015,12,03360,8544,46240
2016,12,03360,8582,46571
2017,12,03360,8600,44919
2018,12,03360,,
2009,12,03361,6264,12829
2010,12,03361,6519,13111
2011,12,03361,7203,14534
2012,12,03361,8134,17415
2013,12,03361,8039,16996
2014,12,03361,7148,15090
2015,12,03361,7809,16228
2016,12,03361,8592,17032
2017,12,03361,9428,19021
2018,12,03361,,
2009,12,03401,1813,3001
2010,12,03401,1770,3461
2011,12,03401,1803,3620
2012,12,03401,1988,3619
2013,12,03401,1929,3464
2014,12,03401,1965,3526
2015,12,03401,1842,3395
2016,12,03401,2016,3768
2017,12,03401,2483,4213
2018,12,03401,,
2009,12,03402,3621,6422
2010,12,03402,3148,6093
2011,12,03402,2949,5700
2012,12,03402,3553,6737
2013,12,03402,4511,9862
2014,12,03402,4100,8153
2015,12,03402,5466,10431
2016,12,03402,5172,10157
2017,12,03402,6019,11181
2018,12,03402,,
2009,12,03403,8466,17682
2010,12,03403,10213,22326
2011,12,03403,10279,22549
2012,12,03403,10409,22900
2013,12,03403,11709,25645
2014,12,03403,12708,26663
2015,12,03403,13304,28816
2016,12,03403,13931,29086
2017,12,03403,14969,31266
2018,12,03403,,
2009,12,03404,15417,23264
2010,12,03404,15038,23127
2011,12,03404,15443,23836
2012,12,03404,16402,26159
2013,12,03404,16638,26558
2014,12,03404,16485,24642
2015,12,03404,21618,35387
2016,12,03404,27351,42564
2017,12,03404,23855,37443
2018,12,03404,,
2009,12,03405,3729,13748
2010,12,03405,5581,16739
2011,12,03405,5777,17656
2012,12,03405,5899,17624
2013,12,03405,6399,18476
2014,12,03405,7467,21415
2015,12,03405,7241,22593
2016,12,03405,8186,22487
2017,12,03405,8560,24474
2018,12,03405,,
2009,12,03451,12758,41780
2010,12,03451,12470,41941
2011,12,03451,13443,43431
2012,12,03451,13487,42515
2013,12,03451,13191,44098
2014,12,03451,14940,47209
2015,12,03451,14457,49264
2016,12,03451,15769,50899
2017,12,03451,17065,53518
2018,12,03451,,
2009,12,03452,26441,107115
2010,12,03452,23008,91555
2011,12,03452,23420,90472
2012,12,03452,23443,101058
2013,12,03452,24702,101099
2014,12,03452,27225,109469
2015,12,03452,32537,128478
2016,12,03452,31843,124764
2017,12,03452,32067,128490
2018,12,03452,,
2009,12,03453,7969,21136
2010,12,03453,7826,19087
2011,12,03453,8616,20456
2012,12,03453,8314,20642
2013,12,03453,7955,19380
2014,12,03453,8842,21650
2015,12,03453,8638,22385
2016,12,03453,8451,20747
2017,12,03453,8794,20782
2018,12,03453,,
2009,12,03454,18843,51108
2010,12,03454,19828,52345
2011,12,03454,20764,65311
2012,12,03454,20617,65386
2013,12,03454,21617,62403
2014,12,03454,21327,61032
2015,12,03454,22832,63435
2016,12,03454,23800,64835
2017,12,03454,25037,69739
2018,12,03454,,
2009,12,03455,10096,32324
2010,12,03455,8966,29124
2011,12,03455,10411,31595
2012,12,03455,10851,42836
2013,12,03455,10536,46125
2014,12,03455,11541,44431
2015,12,03455,11924,44813
2016,12,03455,12386,45002
2017,12,03455,14184,51727
2018,12,03455,,
2009,12,03456,13235,40977
2010,12,03456,12608,42788
2011,12,03456,12754,46465
2012,12,03456,15174,51645
2013,12,03456,8340,27659
2014,12,03456,13920,51361
2015,12,03456,13734,49558
2016,12,03456,14299,49468
2017,12,03456,15510,51937
2018,12,03456,,
2009,12,03457,9453,43164
2010,12,03457,8750,39871
2011,12,03457,9290,40275
2012,12,03457,10577,47817
2013,12,03457,10109,44060
2014,12,03457,9852,44100
2015,12,03457,12185,48141
2016,12,03457,11286,47613
2017,12,03457,11171,50586
2018,12,03457,,
2009,12,03458,6036,11752
2010,12,03458,6041,11601
2011,12,03458,6336,12470
2012,12,03458,6617,12759
2013,12,03458,6975,11777
2014,12,03458,6710,13592
2015,12,03458,8440,13719
2016,12,03458,8153,13970
2017,12,03458,8652,15494
2018,12,03458,,
2009,12,03459,15678,93528
2010,12,03459,17804,91591
2011,12,03459,19135,89553
2012,12,03459,20851,95315
2013,12,03459,19795,99757
2014,12,03459,21327,99346
2015,12,03459,21194,100201
2016,12,03459,21825,103588
2017,12,03459,23297,106695
2018,12,03459,,
2009,12,03460,6966,18889
2010,12,03460,6514,16978
2011,12,03460,7394,19317
2012,12,03460,6976,19321
2013,12,03460,6684,17161
2014,12,03460,6906,18686
2015,12,03460,6497,17007
2016,12,03460,7781,20332
2017,12,03460,7477,20619
2018,12,03460,,
2009,12,03461,5726,24116
2010,12,03461,6225,23682
2011,12,03461,6228,23222
2012,12,03461,5149,19450
2013,12,03461,6702,25063
2014,12,03461,7925,28781
2015,12,03461,7910,28198
2016,12,03461,8803,29765
2017,12,03461,7365,26106
2018,12,03461,,
2009,12,03462,12618,54394
2010,12,03462,11811,48741
2011,12,03462,12406,49947
2012,12,03462,13319,60022
2013,12,03462,12854,58940
2014,12,03462,13378,57671
2015,12,03462,14338,59847
2016,12,03462,15060,62960
2017,12,03462,15271,64445
2018,12,03462,,
2009,2,03101,19871,36706
2010,2,03101,19846,35372
2011,2,03101,21699,37715
2012,2,03101,22145,41067
2013,2,03101,21084,39076
2014,2,03101,22514,38770
2015,2,03101,22392,40621
2016,2,03101,27231,45554
2017,2,03101,28676,46114
2018,2,03101,30693,48383
2009,2,03102,2811,6814
2010,2,03102,3021,9921
2011,2,03102,3222,8748
2012,2,03102,3259,10920
2013,2,03102,3306,11329
2014,2,03102,3244,9604
2015,2,03102,3677,11441
2016,2,03102,3792,10371
2017,2,03102,3652,10660
2018,2,03102,3787,11593
2009,2,03103,16008,33873
2010,2,03103,17327,33343
2011,2,03103,18175,35716
2012,2,03103,18508,38669
2013,2,03103,16606,34735
2014,2,03103,19862,33435
2015,2,03103,21949,35977
2016,2,03103,23827,38786
2017,2,03103,23743,34839
2018,2,03103,25727,40970
2009,2,03151,7010,18425
2010,2,03151,7153,17539
2011,2,03151,7978,20321
2012,2,03151,9063,24794
2013,2,03151,8806,26603
2014,2,03151,9070,25424
2015,2,03151,8221,24043
2016,2,03151,8641,24933
2017,2,03151,6768,16750
2018,2,03151,8105,18988
2009,2,03153,57633,192598
2010,2,03153,60090,200683
2011,2,03153,47495,158707
2012,2,03153,61883,194647
2013,2,03153,57896,199794
2014,2,03153,53730,183124
2015,2,03153,64179,205795
2016,2,03153,54090,180854
2017,2,03153,57108,181511
2018,2,03153,71034,223730
2009,2,03154,6531,10133
2010,2,03154,6335,10777
2011,2,03154,6524,10627
2012,2,03154,7451,11725
2013,2,03154,7003,11108
2014,2,03154,6077,9467
2015,2,03154,6494,10420
2016,2,03154,6727,11636
2017,2,03154,6154,9754
2018,2,03154,6228,10200
2009,2,03155,9207,30632
2010,2,03155,9453,31460
2011,2,03155,9777,31677
2012,2,03155,9356,30590
2013,2,03155,8402,28576
2014,2,03155,9301,28356
2015,2,03155,8992,27554
2016,2,03155,8106,25625
2017,2,03155,8816,26894
2018,2,03155,9491,28998
2009,2,03157,3092,5515
2010,2,03157,3179,7359
2011,2,03157,3901,7433
2012,2,03157,3892,7140
2013,2,03157,3662,6337
2014,2,03157,3192,5479
2015,2,03157,3772,6595
2016,2,03157,2926,4985
2017,2,03157,3095,5777
2018,2,03157,3703,6200
2009,2,03158,3042,6567
2010,2,03158,3259,7273
2011,2,03158,4063,9299
2012,2,03158,4233,11068
2013,2,03158,4059,10733
2014,2,03158,3903,9904
2015,2,03158,3872,10832
2016,2,03158,3384,8640
2017,2,03158,3020,8582
2018,2,03158,3732,9529
2009,2,03159,38027,96589
2010,2,03159,38152,96164
2011,2,03159,36445,84036
2012,2,03159,39258,96084
2013,2,03159,37917,93611
2014,2,03159,42911,108997
2015,2,03159,44876,117577
2016,2,03159,47281,118911
2017,2,03159,47358,117858
2018,2,03159,53379,129233
2009,2,03241,127285,235253
2010,2,03241,125819,221584
2011,2,03241,136512,243181
2012,2,03241,148242,264598
2013,2,03241,134378,237147
2014,2,03241,136759,239574
2015,2,03241,144242,257525
2016,2,03241,154913,275137
2017,2,03241,143792,254365
2018,2,03241,155800,277827
2009,2,03251,7289,12065
2010,2,03251,6732,11791
2011,2,03251,7503,13270
2012,2,03251,7627,13833
2013,2,03251,7374,13877
2014,2,03251,7905,13262
2015,2,03251,7176,13382
2016,2,03251,7884,14666
2017,2,03251,7586,14968
2018,2,03251,8074,16371
2009,2,03252,12806,71767
2010,2,03252,13253,70440
2011,2,03252,14015,69968
2012,2,03252,15293,76601
2013,2,03252,14487,74117
2014,2,03252,15221,76878
2015,2,03252,16109,73053
2016,2,03252,18481,77717
2017,2,03252,16682,74858
2018,2,03252,16592,73423
2009,2,03254,12548,33840
2010,2,03254,12407,34657
2011,2,03254,15114,37627
2012,2,03254,16491,40816
2013,2,03254,15557,40475
2014,2,03254,15504,39570
2015,2,03254,17693,40434
2016,2,03254,19202,45191
2017,2,03254,18474,43564
2018,2,03254,18805,43360
2009,2,03255,2273,5259
2010,2,03255,2728,5763
2011,2,03255,2424,4771
2012,2,03255,2459,5187
2013,2,03255,2180,4554
2014,2,03255,2365,4834
2015,2,03255,2692,5957
2016,2,03255,2690,5391
2017,2,03255,3688,7586
2018,2,03255,3215,7323
2009,2,03256,4583,7827
2010,2,03256,5236,9222
2011,2,03256,5332,12571
2012,2,03256,6731,14405
2013,2,03256,6449,15840
2014,2,03256,7806,17503
2015,2,03256,6893,15269
2016,2,03256,6945,16027
2017,2,03256,7025,15716
2018,2,03256,7077,17014
2009,2,03257,9620,43600
2010,2,03257,9080,41207
2011,2,03257,10555,44433
2012,2,03257,10692,47805
2013,2,03257,11082,46706
2014,2,03257,10434,48353
2015,2,03257,10103,47448
2016,2,03257,11044,51667
2017,2,03257,10610,48870
2018,2,03257,11919,49003
2009,2,03351,11886,28056
2010,2,03351,11603,25166
2011,2,03351,12216,24449
2012,2,03351,13342,27434
2013,2,03351,12714,27419
2014,2,03351,12609,26907
2015,2,03351,12140,25254
2016,2,03351,12725,26924
2017,2,03351,12235,27392
2018,2,03351,13318,32731
2009,2,03352,18785,72036
2010,2,03352,17056,60973
2011,2,03352,16276,56776
2012,2,03352,18568,64769
2013,2,03352,20218,73359
2014,2,03352,21010,69019
2015,2,03352,22301,78570
2016,2,03352,24777,83808
2017,2,03352,24272,76739
2018,2,03352,25870,86251
2009,2,03353,13695,26867
2010,2,03353,12732,27288
2011,2,03353,15288,33156
2012,2,03353,14325,31166
2013,2,03353,14182,31424
2014,2,03353,14137,31738
2015,2,03353,13428,27528
2016,2,03353,14277,29875
2017,2,03353,13825,28118
2018,2,03353,15301,36452
2009,2,03354,3451,7891
2010,2,03354,2616,6797
2011,2,03354,3400,8372
2012,2,03354,3453,8572
2013,2,03354,3363,9243
2014,2,03354,3655,8015
2015,2,03354,3316,7906
2016,2,03354,3779,8518
2017,2,03354,3157,7616
2018,2,03354,3494,8435
2009,2,03355,11659,24290
2010,2,03355,11821,22419
2011,2,03355,12975,26415
2012,2,03355,13249,28805
2013,2,03355,12520,25574
2014,2,03355,12586,25648
2015,2,03355,13399,27531
2016,2,03355,14433,28288
2017,2,03355,14099,29223
2018,2,03355,15215,30261
2009,2,03356,3833,7643
2010,2,03356,2930,7436
2011,2,03356,2903,7499
2012,2,03356,3840,8860
2013,2,03356,3432,8602
2014,2,03356,3709,8592
2015,2,03356,3419,9532
2016,2,03356,4030,9280
2017,2,03356,3442,7203
2018,2,03356,3760,8451
2009,2,03357,13027,23457
2010,2,03357,12818,23123
2011,2,03357,12754,23171
2012,2,03357,14876,28129
2013,2,03357,12863,24263
2014,2,03357,12455,21264
2015,2,03357,12753,32325
2016,2,03357,12849,31507
2017,2,03357,11071,26733
2018,2,03357,12748,31290
2009,2,03358,36906,127746
2010,2,03358,32375,114085
2011,2,03358,32085,110492
2012,2,03358,30193,105187
2013,2,03358,30505,103394
2014,2,03358,34444,116723
2015,2,03358,34828,114285
2016,2,03358,36564,120619
2017,2,03358,35875,118689
2018,2,03358,39380,129178
2009,2,03359,8211,18670
2010,2,03359,7388,16645
2011,2,03359,8006,18252
2012,2,03359,8773,21116
2013,2,03359,8353,20532
2014,2,03359,8345,19668
2015,2,03359,8085,17958
2016,2,03359,9834,24289
2017,2,03359,8927,20176
2018,2,03359,9499,21211
2009,2,03360,8103,38882
2010,2,03360,7798,38356
2011,2,03360,7923,39856
2012,2,03360,9098,43959
2013,2,03360,8631,42321
2014,2,03360,8775,41856
2015,2,03360,9153,43984
2016,2,03360,9591,45011
2017,2,03360,8747,43445
2018,2,03360,9998,43891
2009,2,03361,8180,14547
2010,2,03361,8199,14460
2011,2,03361,8759,16979
2012,2,03361,9316,17248
2013,2,03361,8147,16114
2014,2,03361,9940,18473
2015,2,03361,8829,16222
2016,2,03361,10785,19198
2017,2,03361,9856,18300
2018,2,03361,11939,21176
2009,2,03401,2148,2799
2010,2,03401,1859,3202
2011,2,03401,1948,3300
2012,2,03401,2316,3937
2013,2,03401,2152,4206
2014,2,03401,2068,3730
2015,2,03401,2000,3820
2016,2,03401,2060,4404
2017,2,03401,2377,3929
2018,2,03401,2150,4067
2009,2,03402,2964,4826
2010,2,03402,3219,5522
2011,2,03402,2953,5984
2012,2,03402,3093,5847
2013,2,03402,3381,6684
2014,2,03402,3388,6952
2015,2,03402,3675,7422
2016,2,03402,4570,9068
2017,2,03402,4293,8540
2018,2,03402,5179,9026
2009,2,03403,9822,15621
2010,2,03403,9786,19541
2011,2,03403,10344,22142
2012,2,03403,10760,23256
2013,2,03403,10050,22551
2014,2,03403,10145,23094
2015,2,03403,11352,24685
2016,2,03403,11906,27077
2017,2,03403,11754,26618
2018,2,03403,12461,27393
2009,2,03404,13409,19677
2010,2,03404,15012,21624
2011,2,03404,14282,20807
2012,2,03404,14786,21736
2013,2,03404,15651,23101
2014,2,03404,15273,22766
2015,2,03404,14774,21093
2016,2,03404,20808,33457
2017,2,03404,23963,35714
2018,2,03404,22427,34231
2009,2,03405,4584,14503
2010,2,03405,4098,13056
2011,2,03405,5510,17130
2012,2,03405,5643,17958
2013,2,03405,5264,16539
2014,2,03405,6023,17020
2015,2,03405,6820,19372
2016,2,03405,7527,21041
2017,2,03405,7155,20414
2018,2,03405,8059,20924
2009,2,03451,14566,38663
2010,2,03451,13131,36302
2011,2,03451,14990,38725
2012,2,03451,13994,40452
2013,2,03451,14265,40113
2014,2,03451,14444,40864
2015,2,03451,15299,44149
2016,2,03451,16816,44517
2017,2,03451,16530,46123
2018,2,03451,17285,48814
2009,2,03452,22417,84419
2010,2,03452,21757,89490
2011,2,03452,18474,71500
2012,2,03452,20846,85379
2013,2,03452,23416,97806
2014,2,03452,25608,96845
2015,2,03452,26654,111443
2016,2,03452,30894,123253
2017,2,03452,30535,114867
2018,2,03452,30939,120636
2009,2,03453,8424,18573
2010,2,03453,8761,18274
2011,2,03453,9528,18763
2012,2,03453,9573,19954
2013,2,03453,9364,19877
2014,2,03453,9019,18339
2015,2,03453,8526,18884
2016,2,03453,9461,21224
2017,2,03453,9400,19865
2018,2,03453,9541,21185
2009,2,03454,20229,46860
2010,2,03454,19419,51426
2011,2,03454,22837,57118
2012,2,03454,22294,61810
2013,2,03454,22494,65115
2014,2,03454,22313,59631
2015,2,03454,22138,63005
2016,2,03454,26147,70728
2017,2,03454,24892,66475
2018,2,03454,26718,71459
2009,2,03455,9205,26551
2010,2,03455,7856,22471
2011,2,03455,8315,22927
2012,2,03455,10347,25786
2013,2,03455,10906,32483
2014,2,03455,10930,34404
2015,2,03455,10282,34707
2016,2,03455,11272,36912
2017,2,03455,11771,40100
2018,2,03455,13262,45580
2009,2,03456,8532,26267
2010,2,03456,11448,37617
2011,2,03456,12061,41342
2012,2,03456,13419,44614
2013,2,03456,13704,46913
2014,2,03456,11475,38881
2015,2,03456,12485,43960
2016,2,03456,14502,49105
2017,2,03456,12252,41242
2018,2,03456,13875,44375
2009,2,03457,7932,40843
2010,2,03457,7188,39782
2011,2,03457,7249,37584
2012,2,03457,8674,38492
2013,2,03457,9848,49727
2014,2,03457,9923,47864
2015,2,03457,9008,49275
2016,2,03457,9840,51727
2017,2,03457,9339,46498
2018,2,03457,12195,55024
2009,2,03458,8028,14436
2010,2,03458,8514,15654
2011,2,03458,8598,15062
2012,2,03458,8547,15369
2013,2,03458,8905,15691
2014,2,03458,8832,15065
2015,2,03458,9254,15052
2016,2,03458,10870,17363
2017,2,03458,9533,16117
2018,2,03458,10142,17618
2009,2,03459,16048,81725
2010,2,03459,18282,86352
2011,2,03459,18749,83765
2012,2,03459,20478,91238
2013,2,03459,21474,88870
2014,2,03459,21505,98828
2015,2,03459,21857,92595
2016,2,03459,24977,99813
2017,2,03459,24107,101456
2018,2,03459,25344,102331
2009,2,03460,7457,16607
2010,2,03460,8863,21546
2011,2,03460,8291,19185
2012,2,03460,8178,20271
2013,2,03460,8381,20092
2014,2,03460,8577,20146
2015,2,03460,8079,19747
2016,2,03460,9614,22787
2017,2,03460,9747,23504
2018,2,03460,10760,26421
2009,2,03461,11100,40940
2010,2,03461,9016,34957
2011,2,03461,9396,35529
2012,2,03461,9253,33889
2013,2,03461,9958,39117
2014,2,03461,12377,46479
2015,2,03461,11981,43979
2016,2,03461,13344,48834
2017,2,03461,9512,31732
2018,2,03461,9426,33905
2009,2,03462,10209,38859
2010,2,03462,8686,33171
2011,2,03462,8603,31742
2012,2,03462,10131,37452
2013,2,03462,10229,41132
2014,2,03462,9433,34673
2015,2,03462,11407,47636
2016,2,03462,12038,49191
2017,2,03462,12504,54727
2018,2,03462,14076,60222
2009,1,03101,15637,29456
2010,1,03101,16699,30692
2011,1,03101,17593,31042
2012,1,03101,19437,34461
2013,1,03101,19091,35417
2014,1,03101,21338,37010
2015,1,03101,19132,35934
2016,1,03101,21976,37588
2017,1,03101,26334,42497
2018,1,03101,28998,46152
2009,1,03102,2682,6539
2010,1,03102,2961,10299
2011,1,03102,3132,9599
2012,1,03102,3071,9936
2013,1,03102,3448,12443
2014,1,03102,2985,9247
2015,1,03102,3097,10269
2016,1,03102,3088,9288
2017,1,03102,3523,10580
2018,1,03102,3740,10826
2009,1,03103,13056,26723
2010,1,03103,14429,28599
2011,1,03103,15450,30266
2012,1,03103,16864,36107
2013,1,03103,14776,30664
2014,1,03103,16881,30301
2015,1,03103,20784,34513
2016,1,03103,19318,32831
2017,1,03103,21618,33967
2018,1,03103,24341,39814
2009,1,03151,5410,15721
2010,1,03151,4989,15388
2011,1,03151,6408,18424
2012,1,03151,9025,23960
2013,1,03151,8571,25153
2014,1,03151,8694,25345
2015,1,03151,7795,25038
2016,1,03151,6737,21226
2017,1,03151,6237,16824
2018,1,03151,7339,18710
2009,1,03153,54475,171661
2010,1,03153,58299,181481
2011,1,03153,51191,174116
2012,1,03153,52502,172385
2013,1,03153,47728,154718
2014,1,03153,47051,151571
2015,1,03153,49859,153281
2016,1,03153,54376,173937
2017,1,03153,62991,194041
2018,1,03153,58347,179011
2009,1,03154,5152,8770
2010,1,03154,5517,9978
2011,1,03154,5562,9278
2012,1,03154,6126,9938
2013,1,03154,6235,10672
2014,1,03154,5793,9728
2015,1,03154,5353,9272
2016,1,03154,5382,9246
2017,1,03154,5203,9023
2018,1,03154,5558,9686
2009,1,03155,7951,29191
2010,1,03155,8411,31759
2011,1,03155,7993,27329
2012,1,03155,8148,27748
2013,1,03155,8051,27315
2014,1,03155,8188,26731
2015,1,03155,8053,25065
2016,1,03155,6998,22919
2017,1,03155,7750,24689
2018,1,03155,8784,26575
2009,1,03157,3086,6285
2010,1,03157,2839,6533
2011,1,03157,3383,6771
2012,1,03157,3593,6859
2013,1,03157,3613,6385
2014,1,03157,3194,5665
2015,1,03157,3866,6781
2016,1,03157,2809,5036
2017,1,03157,3191,5567
2018,1,03157,4008,6977
2009,1,03158,2166,4903
2010,1,03158,2560,6038
2011,1,03158,2658,6400
2012,1,03158,3820,8476
2013,1,03158,3609,8296
2014,1,03158,3210,7516
2015,1,03158,3409,8482
2016,1,03158,2779,6784
2017,1,03158,2483,6751
2018,1,03158,3020,7894
2009,1,03159,34100,84825
2010,1,03159,32905,89549
2011,1,03159,32290,82911
2012,1,03159,33662,89358
2013,1,03159,33167,84724
2014,1,03159,37129,94039
2015,1,03159,37737,95359
2016,1,03159,41748,109919
2017,1,03159,44780,111370
2018,1,03159,44356,108125
2009,1,03241,114190,220450
2010,1,03241,119288,225444
2011,1,03241,129315,244722
2012,1,03241,137772,258713
2013,1,03241,134704,253631
2014,1,03241,134054,258482
2015,1,03241,132241,251307
2016,1,03241,139482,263863
2017,1,03241,143987,266706
2018,1,03241,158860,294648
2009,1,03251,6188,10790
2010,1,03251,5714,10633
2011,1,03251,6641,12127
2012,1,03251,7166,12936
2013,1,03251,6045,11426
2014,1,03251,6926,12336
2015,1,03251,6358,11694
2016,1,03251,6841,13541
2017,1,03251,6748,13299
2018,1,03251,6662,14902
2009,1,03252,12844,73945
2010,1,03252,13261,71113
2011,1,03252,13412,70548
2012,1,03252,14103,76842
2013,1,03252,14157,74521
2014,1,03252,15743,77174
2015,1,03252,14181,67467
2016,1,03252,16307,71109
2017,1,03252,15441,71091
2018,1,03252,15629,69562
2009,1,03254,10683,28908
2010,1,03254,11177,29604
2011,1,03254,13049,31513
2012,1,03254,14728,37921
2013,1,03254,14498,36524
2014,1,03254,16147,38567
2015,1,03254,16844,38600
2016,1,03254,16441,40514
2017,1,03254,16665,40341
2018,1,03254,19376,44060
2009,1,03255,1738,4071
2010,1,03255,1697,3687
2011,1,03255,1931,3821
2012,1,03255,1619,3189
2013,1,03255,1759,3532
2014,1,03255,2252,4461
2015,1,03255,1924,3983
2016,1,03255,2362,5459
2017,1,03255,3154,6913
2018,1,03255,2696,5721
2009,1,03256,4072,6498
2010,1,03256,4302,7674
2011,1,03256,4762,9851
2012,1,03256,5720,12110
2013,1,03256,6254,14315
2014,1,03256,6626,14300
2015,1,03256,5677,13245
2016,1,03256,6257,13033
2017,1,03256,5660,12806
2018,1,03256,6274,15279
2009,1,03257,8225,41417
2010,1,03257,8356,39360
2011,1,03257,9076,39853
2012,1,03257,10208,44603
2013,1,03257,10148,43740
2014,1,03257,10695,47123
2015,1,03257,10426,45744
2016,1,03257,9784,46348
2017,1,03257,10383,48350
2018,1,03257,10693,47706
2009,1,03351,10134,22419
2010,1,03351,9917,22595
2011,1,03351,10946,24061
2012,1,03351,10731,22005
2013,1,03351,10438,21987
2014,1,03351,10431,22078
2015,1,03351,10669,23264
2016,1,03351,10274,23211
2017,1,03351,11538,27167
2018,1,03351,13330,32265
2009,1,03352,15291,64986
2010,1,03352,15630,66208
2011,1,03352,15733,61891
2012,1,03352,15577,58188
2013,1,03352,15031,53697
2014,1,03352,17903,67642
2015,1,03352,17755,68698
2016,1,03352,19012,77548
2017,1,03352,21388,75326
2018,1,03352,21644,74667
2009,1,03353,11945,24258
2010,1,03353,10972,26124
2011,1,03353,12257,29537
2012,1,03353,12242,28601
2013,1,03353,12038,28600
2014,1,03353,11934,28012
2015,1,03353,11763,27129
2016,1,03353,11716,27119
2017,1,03353,13299,28546
