jahr (FK),monat (FK),landkreis (FK),ankuenfte,uebernachtungen
2017,5,03456,79649,23687
2018,5,03456,78142,23280
2009,5,03457,163182,30115
2010,5,03457,165177,29851
2011,5,03457,162914,28576
2012,5,03457,162912,31590
2013,5,03457,169342,32338
2014,5,03457,160113,30398
2015,5,03457,160191,30694
2016,5,03457,192213,38650
2017,5,03457,178914,34827
2018,5,03457,209616,44638
2009,5,03458,25909,12761
2010,5,03458,26667,12829
2011,5,03458,25076,13224
2012,5,03458,25903,13307
2013,5,03458,25823,13033
2014,5,03458,26873,13860
2015,5,03458,28506,15169
2016,5,03458,35610,18204
2017,5,03458,30766,15577
2018,5,03458,40123,19053
2009,5,03459,150469,34230
2010,5,03459,165633,41085
2011,5,03459,136481,36873
2012,5,03459,158583,41605
2013,5,03459,165484,46954
2014,5,03459,153620,41483
2015,5,03459,156827,42086
2016,5,03459,163850,44409
2017,5,03459,156737,42077
2018,5,03459,175966,50240
2009,5,03460,22427,10171
2010,5,03460,26173,10181
2011,5,03460,24759,10877
2012,5,03460,27288,11479
2013,5,03460,28598,11875
2014,5,03460,25369,10767
2015,5,03460,29406,12237
2016,5,03460,32681,12865
2017,5,03460,35814,13812
2018,5,03460,37606,14954
2009,5,03461,68217,18588
2010,5,03461,67626,17941
2011,5,03461,54898,14133
2012,5,03461,67037,18275
2013,5,03461,77527,20293
2014,5,03461,67640,17307
2015,5,03461,83477,21674
2016,5,03461,88419,23834
2017,5,03461,73314,20820
2018,5,03461,88766,24528
2009,5,03462,271108,57393
2010,5,03462,267805,56630
2011,5,03462,227866,42834
2012,5,03462,264580,55851
2013,5,03462,277775,60421
2014,5,03462,238153,50260
2015,5,03462,263229,57430
2016,5,03462,291857,66009
2017,5,03462,251687,53647
2018,5,03462,314965,71117
2009,11,03101,46767,27056
2010,11,03101,43268,26041
2011,11,03101,46130,27005
2012,11,03101,45336,26035
2013,11,03101,56313,32051
2014,11,03101,50247,28625
2015,11,03101,58744,33135
2016,11,03101,57969,34836
2017,11,03101,65692,41118
2018,11,03101,66279,40830
2009,11,03102,12215,4632
2010,11,03102,12215,3986
2011,11,03102,12503,5010
2012,11,03102,14498,4402
2013,11,03102,15315,4450
2014,11,03102,11927,4247
2015,11,03102,14186,5054
2016,11,03102,13637,4982
2017,11,03102,14725,5251
2018,11,03102,14368,4913
2009,11,03103,39700,20517
2010,11,03103,40466,20593
2011,11,03103,43934,20417
2012,11,03103,40759,18471
2013,11,03103,42602,19082
2014,11,03103,45106,27572
2015,11,03103,48523,29099
2016,11,03103,47428,29730
2017,11,03103,46654,29536
2018,11,03103,54114,33664
2009,11,03151,23927,9479
2010,11,03151,25118,10595
2011,11,03151,32599,11611
2012,11,03151,31133,11837
2013,11,03151,32149,12250
2014,11,03151,31994,11738
2015,11,03151,32586,12498
2016,11,03151,28581,10696
2017,11,03151,27104,11683
2018,11,03151,27630,11137
2009,11,03153,118391,38962
2010,11,03153,119052,40228
2011,11,03153,129972,45317
2012,11,03153,128183,43234
2013,11,03153,138370,47291
2014,11,03153,133619,45221
2015,11,03153,137514,50706
2016,11,03153,134264,44702
2017,11,03153,140549,47322
2018,11,03153,152758,52138
2009,11,03154,14666,8093
2010,11,03154,14903,9015
2011,11,03154,14155,8862
2012,11,03154,15133,9453
2013,11,03154,16095,9782
2014,11,03154,13731,8412
2015,11,03154,14078,8835
2016,11,03154,14563,9291
2017,11,03154,14569,9129
2018,11,03154,15887,9598
2009,11,03155,40374,12693
2010,11,03155,39495,13138
2011,11,03155,39942,13665
2012,11,03155,39164,12548
2013,11,03155,37175,11801
2014,11,03155,35804,12150
2015,11,03155,32001,10842
2016,11,03155,33856,12133
2017,11,03155,34971,12217
2018,11,03155,35629,12556
2009,11,03157,9499,4886
2010,11,03157,9243,4769
2011,11,03157,11782,5927
2012,11,03157,8996,5146
2013,11,03157,10416,5709
2014,11,03157,8750,5043
2015,11,03157,9725,5328
2016,11,03157,8547,4653
2017,11,03157,9153,5341
2018,11,03157,9331,5388
2009,11,03158,8545,4329
2010,11,03158,10663,4288
2011,11,03158,12822,5356
2012,11,03158,12113,5029
2013,11,03158,11667,4798
2014,11,03158,11990,4699
2015,11,03158,11296,4593
2016,11,03158,9942,4194
2017,11,03158,11082,4749
2018,11,03158,10694,4671
2009,11,03159,101555,44819
2010,11,03159,100519,45279
2011,11,03159,103844,48726
2012,11,03159,104240,49393
2013,11,03159,109591,50459
2014,11,03159,114744,50804
2015,11,03159,119016,51370
2016,11,03159,121062,55146
2017,11,03159,123080,56700
2018,11,03159,130124,60846
2009,11,03241,304521,163590
2010,11,03241,309580,172786
2011,11,03241,359747,190791
2012,11,03241,306757,174002
2013,11,03241,346569,183150
2014,11,03241,316400,173648
2015,11,03241,367269,194815
2016,11,03241,327589,184233
2017,11,03241,369960,197781
2018,11,03241,348585,191664
2009,11,03251,13385,7822
2010,11,03251,15447,8504
2011,11,03251,17887,9700
2012,11,03251,18604,9861
2013,11,03251,17834,9960
2014,11,03251,19023,9765
2015,11,03251,18774,9731
2016,11,03251,19946,9773
2017,11,03251,19928,10238
2018,11,03251,21303,10049
2009,11,03252,91320,20942
2010,11,03252,85701,19359
2011,11,03252,93193,24392
2012,11,03252,96072,23304
2013,11,03252,98773,24583
2014,11,03252,91220,21132
2015,11,03252,94480,24439
2016,11,03252,87730,22734
2017,11,03252,88666,23692
2018,11,03252,92326,24365
2009,11,03254,45160,17893
2010,11,03254,44998,19096
2011,11,03254,55266,22631
2012,11,03254,46478,19696
2013,11,03254,52054,23141
2014,11,03254,49540,19978
2015,11,03254,62474,24035
2016,11,03254,51283,22476
2017,11,03254,61315,25824
2018,11,03254,56475,23533
2009,11,03255,5380,2459
2010,11,03255,5314,2645
2011,11,03255,8159,4118
2012,11,03255,6127,3208
2013,11,03255,6708,3627
2014,11,03255,7842,4060
2015,11,03255,9273,4178
2016,11,03255,10100,5188
2017,11,03255,11534,5674
2018,11,03255,11229,5281
2009,11,03256,10891,6629
2010,11,03256,13188,7173
2011,11,03256,16482,8226
2012,11,03256,15317,7465
2013,11,03256,19006,8642
2014,11,03256,18857,8554
2015,11,03256,17391,8287
2016,11,03256,19752,8439
2017,11,03256,20263,9179
2018,11,03256,19879,9238
2009,11,03257,54659,14460
2010,11,03257,54866,14359
2011,11,03257,61694,16491
2012,11,03257,58696,14788
2013,11,03257,61490,16930
2014,11,03257,59320,15217
2015,11,03257,64253,16634
2016,11,03257,61795,16418
2017,11,03257,61277,17203
2018,11,03257,62555,17557
2009,11,03351,38124,19518
2010,11,03351,38492,18789
2011,11,03351,42567,21076
2012,11,03351,37968,20109
2013,11,03351,41307,21381
2014,11,03351,37019,17495
2015,11,03351,41892,21342
2016,11,03351,42855,19749
2017,11,03351,45873,21542
2018,11,03351,44586,21057
2009,11,03352,77923,20161
2010,11,03352,87351,21597
2011,11,03352,91671,23297
2012,11,03352,92818,24650
2013,11,03352,95913,25086
2014,11,03352,105755,27574
2015,11,03352,100191,26648
2016,11,03352,93999,26143
2017,11,03352,106668,28764
2018,11,03352,106713,29729
2009,11,03353,39480,18104
2010,11,03353,40936,19127
2011,11,03353,43636,19165
2012,11,03353,40717,19114
2013,11,03353,41332,19526
2014,11,03353,39369,17633
2015,11,03353,37694,18053
2016,11,03353,37355,18461
2017,11,03353,40206,18628
2018,11,03353,48963,20103
2009,11,03354,9704,4205
2010,11,03354,11650,4585
2011,11,03354,13692,4937
2012,11,03354,12071,4861
2013,11,03354,10417,4491
2014,11,03354,10359,4317
2015,11,03354,11075,4657
2016,11,03354,10560,4462
2017,11,03354,11006,4317
2018,11,03354,10604,4366
2009,11,03355,33823,17950
2010,11,03355,38627,19188
2011,11,03355,41232,19548
2012,11,03355,37742,20565
2013,11,03355,38180,19770
2014,11,03355,39013,19567
2015,11,03355,37434,19728
2016,11,03355,38560,20256
2017,11,03355,36476,18399
2018,11,03355,40238,21758
2009,11,03356,8909,3782
2010,11,03356,9853,4032
2011,11,03356,11172,4404
2012,11,03356,11358,4547
2013,11,03356,10539,4203
2014,11,03356,10767,4329
2015,11,03356,10276,4332
2016,11,03356,9765,4159
2017,11,03356,10890,4390
2018,11,03356,11152,4828
2009,11,03357,24454,13123
2010,11,03357,27171,12777
2011,11,03357,28170,14682
2012,11,03357,29944,15732
2013,11,03357,29455,15962
2014,11,03357,32076,13587
2015,11,03357,38968,15145
2016,11,03357,36638,15124
2017,11,03357,35202,15125
2018,11,03357,37817,16205
2009,11,03358,116754,36799
2010,11,03358,114696,36813
2011,11,03358,119591,40269
2012,11,03358,116394,39147
2013,11,03358,109110,38018
2014,11,03358,126976,40859
2015,11,03358,130106,43090
2016,11,03358,124014,41133
2017,11,03358,135462,44976
2018,11,03358,135683,49217
2009,11,03359,22222,10039
2010,11,03359,26246,11401
2011,11,03359,27064,11917
2012,11,03359,29439,12157
2013,11,03359,25260,10627
2014,11,03359,23637,10893
2015,11,03359,27044,11660
2016,11,03359,26263,11220
2017,11,03359,27978,12135
2018,11,03359,30219,13500
2009,11,03360,44824,8978
2010,11,03360,50914,10812
2011,11,03360,53312,10945
2012,11,03360,51052,10123
2013,11,03360,53542,11688
2014,11,03360,50918,10430
2015,11,03360,50305,11592
2016,11,03360,49449,11291
2017,11,03360,48891,11606
2018,11,03360,50212,11144
2009,11,03361,18328,9579
2010,11,03361,19145,10055
2011,11,03361,21976,11213
2012,11,03361,21821,11121
2013,11,03361,22117,11131
2014,11,03361,21188,10386
2015,11,03361,20401,10972
2016,11,03361,20648,10524
2017,11,03361,24166,12465
2018,11,03361,24886,13819
2009,11,03401,3435,2135
2010,11,03401,3990,2033
2011,11,03401,4339,2243
2012,11,03401,4844,2869
2013,11,03401,4644,2513
2014,11,03401,4746,2428
2015,11,03401,4471,2344
2016,11,03401,4540,2746
2017,11,03401,5131,2967
2018,11,03401,5270,3187
2009,11,03402,6131,3760
2010,11,03402,7459,4076
2011,11,03402,7449,4083
2012,11,03402,7375,3856
2013,11,03402,9178,4765
2014,11,03402,9961,4462
2015,11,03402,10458,5449
2016,11,03402,11709,5577
2017,11,03402,10047,5256
2018,11,03402,11797,6179
2009,11,03403,22029,11376
2010,11,03403,25211,12205
2011,11,03403,25403,11601
2012,11,03403,24755,11328
2013,11,03403,27131,12215
2014,11,03403,27521,13184
2015,11,03403,29349,14100
2016,11,03403,30569,14379
2017,11,03403,30625,14168
2018,11,03403,30539,14258
2009,11,03404,24801,17672
2010,11,03404,25353,17306
2011,11,03404,27555,18259
2012,11,03404,27664,19165
2013,11,03404,28806,19474
2014,11,03404,24856,16980
2015,11,03404,35982,22643
2016,11,03404,41851,28664
2017,11,03404,41870,28997
2018,11,03404,35889,24155
2009,11,03405,16990,4888
2010,11,03405,19699,6215
2011,11,03405,21580,7123
2012,11,03405,22082,7546
2013,11,03405,21299,7562
2014,11,03405,22669,8698
2015,11,03405,24028,9005
2016,11,03405,22822,8653
2017,11,03405,24361,9688
2018,11,03405,24642,9761
2009,11,03451,42405,15089
2010,11,03451,45206,16254
2011,11,03451,47376,15311
2012,11,03451,47418,16868
2013,11,03451,48282,16580
2014,11,03451,50227,16642
2015,11,03451,49616,18019
2016,11,03451,54764,18662
2017,11,03451,54978,18900
2018,11,03451,54469,19487
2009,11,03452,115340,25443
2010,11,03452,111002,26142
2011,11,03452,131628,29541
2012,11,03452,118474,27190
2013,11,03452,124424,29274
2014,11,03452,132679,31660
2015,11,03452,129084,31231
2016,11,03452,129298,30889
2017,11,03452,149934,34085
2018,11,03452,146621,36595
2009,11,03453,23171,9956
2010,11,03453,23669,10740
2011,11,03453,24314,10893
2012,11,03453,24764,11202
2013,11,03453,21795,10828
2014,11,03453,25925,10711
2015,11,03453,24849,11185
2016,11,03453,21858,10322
2017,11,03453,24405,11159
2018,11,03453,25423,12079
2009,11,03454,57336,24716
2010,11,03454,66966,26873
2011,11,03454,100914,33698
2012,11,03454,88575,31112
2013,11,03454,89219,34002
2014,11,03454,84478,32756
2015,11,03454,72050,29537
2016,11,03454,73708,30071
2017,11,03454,105669,36681
2018,11,03454,87309,33901
2009,11,03455,41709,10108
2010,11,03455,39752,11980
2011,11,03455,47342,13480
2012,11,03455,66661,16090
2013,11,03455,65719,14688
2014,11,03455,65947,14658
2015,11,03455,60357,14163
2016,11,03455,60049,14322
2017,11,03455,68781,15160
2018,11,03455,70991,16176
2009,11,03456,30841,9445
2010,11,03456,47356,15432
2011,11,03456,48129,14905
2012,11,03456,51877,15850
2013,11,03456,50917,15535
2014,11,03456,46837,13972
2015,11,03456,43568,14005
2016,11,03456,46061,14257
2017,11,03456,52796,16364
2018,11,03456,61463,18653
2009,11,03457,56497,8583
2010,11,03457,56563,10839
2011,11,03457,57376,10870
2012,11,03457,60073,11284
2013,11,03457,63464,12015
2014,11,03457,63794,11853
2015,11,03457,56902,11838
2016,11,03457,62247,11032
2017,11,03457,71058,12167
2018,11,03457,74712,15310
2009,11,03458,15202,8503
2010,11,03458,15877,8487
2011,11,03458,16892,8851
2012,11,03458,17176,9001
2013,11,03458,16864,9456
2014,11,03458,19392,9072
2015,11,03458,18734,11462
2016,11,03458,20924,11199
2017,11,03458,19805,10411
2018,11,03458,21699,12217
2009,11,03459,95898,20248
2010,11,03459,99814,23016
2011,11,03459,91161,22446
2012,11,03459,102755,26211
2013,11,03459,106053,26779
2014,11,03459,106988,26148
2015,11,03459,109411,28139
2016,11,03459,111929,29861
2017,11,03459,118168,32010
2018,11,03459,120473,31231
2009,11,03460,22239,9562
2010,11,03460,21023,9194
2011,11,03460,22722,9495
2012,11,03460,22652,9931
2013,11,03460,22550,9661
2014,11,03460,21561,9198
2015,11,03460,23170,10324
2016,11,03460,26392,10721
2017,11,03460,27018,11663
2018,11,03460,28721,12026
2009,11,03461,24239,6880
2010,11,03461,22334,6801
2011,11,03461,26375,8248
2012,11,03461,27707,8412
2013,11,03461,43572,11799
2014,11,03461,38830,11342
2015,11,03461,33810,9796
2016,11,03461,33241,10255
2017,11,03461,30252,8954
2018,11,03461,40714,11968
2009,11,03462,60876,12129
2010,11,03462,58994,12645
2011,11,03462,68507,13338
2012,11,03462,63553,13591
2013,11,03462,70160,14276
2014,11,03462,68717,14011
2015,11,03462,63476,13347
2016,11,03462,69832,13862
2017,11,03462,75210,14340
2018,11,03462,78769,17052
2009,10,03101,44961,23954
2010,10,03101,43247,24183
2011,10,03101,42480,24090
2012,10,03101,43775,24587
2013,10,03101,51577,28150
2014,10,03101,53239,29262
2015,10,03101,54220,30303
2016,10,03101,56322,33249
2017,10,03101,55567,34319
2018,10,03101,58447,35653
2009,10,03102,11365,3776
2010,10,03102,12309,3910
2011,10,03102,10835,3979
2012,10,03102,14549,4140
2013,10,03102,14618,4284
2014,10,03102,12920,4680
2015,10,03102,15240,4414
2016,10,03102,13662,4997
2017,10,03102,14426,4870
2018,10,03102,13493,4547
2009,10,03103,41084,20695
2010,10,03103,43194,21535
2011,10,03103,43651,22921
2012,10,03103,44265,20820
2013,10,03103,42931,19973
2014,10,03103,43932,24511
2015,10,03103,50068,28988
2016,10,03103,49161,29898
2017,10,03103,45087,27067
2018,10,03103,55676,33688
2009,10,03151,32338,11189
2010,10,03151,31491,11423
2011,10,03151,36660,11927
2012,10,03151,38044,13580
2013,10,03151,37456,12390
2014,10,03151,38700,14049
2015,10,03151,37235,12961
2016,10,03151,34310,12691
2017,10,03151,27790,10379
2018,10,03151,31326,11879
2009,10,03153,224097,64448
2010,10,03153,239825,74145
2011,10,03153,246975,73539
2012,10,03153,252218,72779
2013,10,03153,238036,69977
2014,10,03153,250761,78325
2015,10,03153,246190,74189
2016,10,03153,254407,77022
2017,10,03153,241892,75400
2018,10,03153,255443,78698
2009,10,03154,15372,7817
2010,10,03154,16300,8352
2011,10,03154,14708,8591
2012,10,03154,14012,8596
2013,10,03154,15228,8886
2014,10,03154,15369,9310
2015,10,03154,14734,8734
2016,10,03154,16272,9820
2017,10,03154,13902,7808
2018,10,03154,14790,8540
2009,10,03155,52591,16565
2010,10,03155,52425,16192
2011,10,03155,49207,15487
2012,10,03155,47627,14085
2013,10,03155,44217,13388
2014,10,03155,47904,15785
2015,10,03155,43563,14596
2016,10,03155,40995,14557
2017,10,03155,40559,13441
2018,10,03155,39584,13365
2009,10,03157,8460,3736
2010,10,03157,9580,4399
2011,10,03157,8429,4082
2012,10,03157,10367,5726
2013,10,03157,8196,4511
2014,10,03157,9937,5607
2015,10,03157,8706,4625
2016,10,03157,8308,4793
2017,10,03157,7838,4539
2018,10,03157,9390,5642
2009,10,03158,10243,4345
2010,10,03158,9843,4465
2011,10,03158,12913,5168
2012,10,03158,13460,5259
2013,10,03158,12841,4373
2014,10,03158,13681,5102
2015,10,03158,13481,5045
2016,10,03158,11225,4662
2017,10,03158,11051,4064
2018,10,03158,12039,4366
2009,10,03159,153535,55192
2010,10,03159,148496,57613
2011,10,03159,154194,58924
2012,10,03159,147875,56723
2013,10,03159,159341,59787
2014,10,03159,168972,64551
2015,10,03159,170947,64550
2016,10,03159,175498,67840
2017,10,03159,177093,68462
2018,10,03159,183169,70527
2009,10,03241,278109,152028
2010,10,03241,334462,176657
2011,10,03241,320639,172676
2012,10,03241,353844,186245
2013,10,03241,314773,169394
2014,10,03241,382569,199007
2015,10,03241,334205,176542
2016,10,03241,371250,196319
2017,10,03241,333657,183931
2018,10,03241,364646,190469
2009,10,03251,17120,8957
2010,10,03251,19777,10471
2011,10,03251,20270,10339
2012,10,03251,21286,10916
2013,10,03251,21731,10352
2014,10,03251,23850,12116
2015,10,03251,23876,11552
2016,10,03251,24981,11920
2017,10,03251,23197,11125
2018,10,03251,27437,12102
2009,10,03252,102922,22620
2010,10,03252,104870,24469
2011,10,03252,105757,23750
2012,10,03252,110288,24866
2013,10,03252,107807,25263
2014,10,03252,110935,27775
2015,10,03252,107243,26969
2016,10,03252,106501,28861
2017,10,03252,100449,26399
2018,10,03252,104372,28501
2009,10,03254,41354,15570
2010,10,03254,49399,19529
2011,10,03254,51758,20125
2012,10,03254,48979,20048
2013,10,03254,49000,19628
2014,10,03254,56908,22437
2015,10,03254,57746,22065
2016,10,03254,58977,24017
2017,10,03254,53592,22162
2018,10,03254,56302,23671
2009,10,03255,11297,4790
2010,10,03255,16724,7827
2011,10,03255,13798,7381
2012,10,03255,14349,7071
2013,10,03255,14752,7053
2014,10,03255,17765,8217
2015,10,03255,17040,7632
2016,10,03255,22177,10290
2017,10,03255,21322,9287
2018,10,03255,22022,9698
2009,10,03256,12796,7095
2010,10,03256,13265,7113
2011,10,03256,16531,7397
2012,10,03256,19324,8871
2013,10,03256,21815,9243
2014,10,03256,22971,10693
2015,10,03256,20289,8522
2016,10,03256,20995,9496
2017,10,03256,21477,9263
2018,10,03256,22896,10090
2009,10,03257,59656,15000
2010,10,03257,57769,14303
2011,10,03257,64610,16147
2012,10,03257,64983,17223
2013,10,03257,63498,16263
2014,10,03257,68953,18793
2015,10,03257,69078,16849
2016,10,03257,70013,18504
2017,10,03257,62840,15329
2018,10,03257,72130,19292
2009,10,03351,49367,19445
2010,10,03351,53428,22633
2011,10,03351,49900,21620
2012,10,03351,55951,24318
2013,10,03351,52781,21879
2014,10,03351,61206,26000
2015,10,03351,50560,21456
2016,10,03351,59684,24007
2017,10,03351,60543,24069
2018,10,03351,65746,26334
2009,10,03352,230844,48423
2010,10,03352,229920,49601
2011,10,03352,220316,49944
2012,10,03352,222201,49642
2013,10,03352,206284,46390
2014,10,03352,227714,54103
2015,10,03352,244681,55446
2016,10,03352,259195,59635
2017,10,03352,243711,58795
2018,10,03352,226253,57548
2009,10,03353,54916,22956
2010,10,03353,56546,23517
2011,10,03353,61823,24822
2012,10,03353,56013,24267
2013,10,03353,58716,23671
2014,10,03353,58483,25479
2015,10,03353,58941,23949
2016,10,03353,58112,25928
2017,10,03353,56892,24555
2018,10,03353,67074,26291
2009,10,03354,32741,8764
2010,10,03354,26645,7818
2011,10,03354,26049,8013
2012,10,03354,28535,9385
2013,10,03354,23813,7423
2014,10,03354,26158,8632
2015,10,03354,26080,8965
2016,10,03354,26566,7919
2017,10,03354,26145,7920
2018,10,03354,26405,7805
2009,10,03355,51333,22732
2010,10,03355,55298,24694
2011,10,03355,52717,23381
2012,10,03355,53322,23789
2013,10,03355,54175,23394
2014,10,03355,59461,25500
2015,10,03355,59606,25939
2016,10,03355,63224,26982
2017,10,03355,56822,25599
2018,10,03355,57855,25395
2009,10,03356,11670,4631
2010,10,03356,13410,5220
2011,10,03356,13719,5343
2012,10,03356,14534,5771
2013,10,03356,14084,5148
2014,10,03356,14350,5763
2015,10,03356,14881,5449
2016,10,03356,14065,5935
2017,10,03356,13945,5253
2018,10,03356,14032,5678
2009,10,03357,45916,19960
2010,10,03357,49990,20004
2011,10,03357,43251,18214
2012,10,03357,44199,18707
2013,10,03357,45061,19367
2014,10,03357,46486,20195
2015,10,03357,53574,19091
2016,10,03357,52800,18887
2017,10,03357,48505,17909
2018,10,03357,50004,18759
2009,10,03358,255102,69418
2010,10,03358,237800,70590
2011,10,03358,254281,77060
2012,10,03358,235122,71168
2013,10,03358,248402,74728
2014,10,03358,258296,82569
2015,10,03358,265441,83866
2016,10,03358,302407,93304
2017,10,03358,289849,91795
2018,10,03358,304750,100512
2009,10,03359,34065,13369
2010,10,03359,38669,15318
2011,10,03359,38280,15443
2012,10,03359,38561,15147
2013,10,03359,38093,14672
2014,10,03359,35456,15336
2015,10,03359,38900,15361
2016,10,03359,41668,16621
2017,10,03359,43080,17260
2018,10,03359,45264,17746
2009,10,03360,74413,14117
2010,10,03360,74768,14921
2011,10,03360,72880,14918
2012,10,03360,74550,14290
2013,10,03360,73685,14862
2014,10,03360,74747,15657
2015,10,03360,73811,16624
2016,10,03360,71625,15691
2017,10,03360,70883,15767
2018,10,03360,69766,14785
2009,10,03361,25598,11319
2010,10,03361,26446,12173
2011,10,03361,27240,12177
2012,10,03361,29486,13092
2013,10,03361,26587,11371
2014,10,03361,30061,13617
2015,10,03361,29849,13510
2016,10,03361,29284,13349
2017,10,03361,29627,13362
2018,10,03361,32367,16242
2009,10,03401,3585,2353
2010,10,03401,4885,2705
2011,10,03401,4821,2558
2012,10,03401,5398,2912
2013,10,03401,4266,2454
2014,10,03401,5300,2705
2015,10,03401,4701,2196
2016,10,03401,5030,2927
2017,10,03401,5190,2996
2018,10,03401,5980,3416
2009,10,03402,8390,4343
2010,10,03402,10264,5195
2011,10,03402,10044,5295
2012,10,03402,10220,5167
2013,10,03402,13093,6575
2014,10,03402,12479,6373
2015,10,03402,14250,6870
2016,10,03402,14111,6948
2017,10,03402,14606,6915
2018,10,03402,15955,7806
2009,10,03403,23558,11171
2010,10,03403,26105,11535
2011,10,03403,25652,11415
2012,10,03403,25526,11216
2013,10,03403,27553,11639
2014,10,03403,29662,14034
2015,10,03403,30980,14408
2016,10,03403,30671,14185
2017,10,03403,31279,13959
2018,10,03403,32176,14633
2009,10,03404,28145,18268
2010,10,03404,27919,18291
2011,10,03404,27341,17746
2012,10,03404,27842,17981
2013,10,03404,30281,19304
2014,10,03404,27640,18275
2015,10,03404,37287,22820
2016,10,03404,42763,27563
2017,10,03404,39719,24894
2018,10,03404,40532,25354
2009,10,03405,18900,5803
2010,10,03405,21913,7308
2011,10,03405,24883,8410
2012,10,03405,25201,8338
2013,10,03405,27110,9331
2014,10,03405,28027,10807
2015,10,03405,28956,10933
2016,10,03405,30528,11390
2017,10,03405,32924,12692
2018,10,03405,31181,11708
2009,10,03451,63423,19291
2010,10,03451,66509,20606
2011,10,03451,67139,20133
2012,10,03451,64684,20341
2013,10,03451,64279,19395
2014,10,03451,69648,22050
2015,10,03451,72164,22561
2016,10,03451,72338,22441
2017,10,03451,76452,22611
2018,10,03451,73701,23551
2009,10,03452,364845,70291
2010,10,03452,354041,71451
2011,10,03452,353182,71945
2012,10,03452,340603,66148
2013,10,03452,333976,68896
2014,10,03452,349275,75201
2015,10,03452,364264,77048
2016,10,03452,415493,85199
2017,10,03452,397750,82405
2018,10,03452,402195,80983
2009,10,03453,33377,11627
2010,10,03453,33442,12697
2011,10,03453,37724,13878
2012,10,03453,34933,12656
2013,10,03453,34125,12308
2014,10,03453,36767,14691
2015,10,03453,36922,13304
2016,10,03453,38137,13632
2017,10,03453,36637,12785
2018,10,03453,40112,14467
2009,10,03454,174454,49802
2010,10,03454,185275,53816
2011,10,03454,204941,58456
2012,10,03454,217036,59249
2013,10,03454,206670,58263
2014,10,03454,213881,64146
2015,10,03454,217463,64467
2016,10,03454,240324,69033
2017,10,03454,231108,65473
2018,10,03454,238841,67748
2009,10,03455,173887,30592
2010,10,03455,179339,33421
2011,10,03455,153772,32209
2012,10,03455,167440,35564
2013,10,03455,169042,36383
2014,10,03455,169631,35560
2015,10,03455,172957,35126
2016,10,03455,190315,40432
2017,10,03455,185562,37682
2018,10,03455,192416,37003
2009,10,03456,54481,17031
2010,10,03456,66960,20569
2011,10,03456,66958,19851
2012,10,03456,67524,20012
2013,10,03456,65413,19757
2014,10,03456,72547,21577
2015,10,03456,70710,21070
2016,10,03456,75523,22472
2017,10,03456,76683,22360
2018,10,03456,83383,24049
2009,10,03457,148468,25046
2010,10,03457,149818,26708
2011,10,03457,140579,25241
2012,10,03457,146454,25956
2013,10,03457,136036,24184
2014,10,03457,142931,26607
2015,10,03457,149862,29320
2016,10,03457,164326,30211
2017,10,03457,165356,30360
2018,10,03457,175155,35177
2009,10,03458,20361,9312
2010,10,03458,22041,10414
2011,10,03458,19864,9341
2012,10,03458,23554,10936
2013,10,03458,23785,11956
2014,10,03458,27075,14475
2015,10,03458,26160,13647
2016,10,03458,27560,13693
2017,10,03458,24489,12929
2018,10,03458,26804,14315
2009,10,03459,132868,28029
2010,10,03459,144896,31482
2011,10,03459,126723,31963
2012,10,03459,132068,32321
2013,10,03459,135823,33616
2014,10,03459,142129,36113
2015,10,03459,140016,36268
2016,10,03459,146300,37557
2017,10,03459,150469,37819
2018,10,03459,150557,38994
2009,10,03460,25193,10430
2010,10,03460,25966,10228
2011,10,03460,26367,10371
2012,10,03460,26877,10620
2013,10,03460,25348,10076
2014,10,03460,27055,11212
2015,10,03460,28621,11355
2016,10,03460,29589,11333
2017,10,03460,29524,11460
2018,10,03460,32312,13015
2009,10,03461,67934,15677
2010,10,03461,63466,15271
2011,10,03461,66109,16570
2012,10,03461,69695,17383
2013,10,03461,73063,16662
2014,10,03461,72368,18648
2015,10,03461,70568,18583
2016,10,03461,79277,19897
2017,10,03461,74158,18225
2018,10,03461,69264,19033
2009,10,03462,244073,44172
2010,10,03462,238198,44854
2011,10,03462,247410,48398
2012,10,03462,228538,40932
2013,10,03462,227478,42900
2014,10,03462,234057,46610
2015,10,03462,235218,46379
2016,10,03462,261112,50547
2017,10,03462,241085,46901
2018,10,03462,257964,49754
2009,9,03101,43894,24671
2010,9,03101,45895,25060
2011,9,03101,44876,26139
2012,9,03101,47825,27249
2013,9,03101,55545,29637
2014,9,03101,51528,29881
2015,9,03101,55960,30788
2016,9,03101,61883,37154
2017,9,03101,67252,41213
2018,9,03101,65248,40233
2009,9,03102,11650,4022
2010,9,03102,11808,3886
2011,9,03102,13041,4630
2012,9,03102,14503,4184
2013,9,03102,15467,4552
2014,9,03102,13688,4702
2015,9,03102,17182,5167
2016,9,03102,14755,5360
2017,9,03102,14307,5401
2018,9,03102,15750,5178
2009,9,03103,40680,19902
2010,9,03103,42408,21721
2011,9,03103,45489,23067
2012,9,03103,43113,20177
2013,9,03103,43505,21174
2014,9,03103,47428,26400
2015,9,03103,50217,30411
2016,9,03103,47363,29993
2017,9,03103,49403,30616
2018,9,03103,54178,32330
2009,9,03151,33889,12200
2010,9,03151,34347,12054
2011,9,03151,35924,12899
2012,9,03151,36558,14202
2013,9,03151,39477,14738
