Kapitel 2,,"Ankünfte, Übernachtungen und Aufenthaltsdauer der Gäste 
in Beherbergungsbetrieben (einschließlich Camping)",
Tabelle 2.4,,nach Kreisen und nach dem ständigen Wohnsitz der Gäste,
"Lfd.
Nr.","Kreisfreie Stadt
Landkreis
Große kreisangehörige Stadt

Ständiger Wohnsitz der
Gäste innerhalb/außerhalb
Deutschlands",Januar 2015,
,,Ankünfte,Übernachtungen
,,"ins-
gesamt","ins-
gesamt"
,,,
,,,
,,,
,,,
,,,
,,Anzahl,Anzahl
1,2,3,5
,,,
1,Mecklenburg-Vorpommern,244872,897364
2,  Deutschland,237628,878290
3,  Ausland,7244,19074
,,,
4,"  Rostock, Hansestadt",37964,89831
5,    Deutschland,36137,83778
6,    Ausland,1827,6053
,,,
7,"  Schwerin, Landeshauptstadt",8943,14900
8,    Deutschland,8240,13683
9,    Ausland,703,1217
,,,
,  Mecklenburgische,,
10,    Seenplatte,26485,90161
11,    Deutschland,25894,89078
12,    Ausland,591,1083
,,,
13,  Landkreis Rostock,40176,168539
14,    Deutschland,39473,166738
15,    Ausland,703,1801
,,,
16,  Vorpommern-Rügen,58032,247661
17,    Deutschland,56995,244799
18,    Ausland,1037,2862
,,,
19,  Nordwestmecklenburg,19040,69818
20,    Deutschland,18226,67299
21,    Ausland,814,2519
,,,
22,  Vorpommern-Greifswald,40570,170136
23,    Deutschland,40046,168782
24,    Ausland,524,1354
,,,
25,  Ludwigslust-Parchim,13662,46318
26,    Deutschland,12617,44133
27,    Ausland,1045,2185
,,,
,Nachrichtlich,,
,,,
28,"  Greifswald, Hansestadt 10)",2892,6382
29,    Deutschland,2687,5986
30,    Ausland,205,396
,,,
31,"  Neubrandenburg, Stadt 11)",3647,5582
32,    Deutschland,3397,5243
33,    Ausland,250,339
,,,
34,"  Stralsund, Hansestadt 12)",7960,17479
35,    Deutschland,7663,16726
36,    Ausland,297,753
,,,
37,"  Wismar, Hansestadt 13)",4913,13542
38,    Deutschland,4315,12414
39,    Ausland,598,1128
Kapitel 2,,"Ankünfte, Übernachtungen und Aufenthaltsdauer der Gäste 
in Beherbergungsbetrieben (einschließlich Camping)",
Tabelle 2.4,,nach Kreisen und nach dem ständigen Wohnsitz der Gäste,
"Lfd.
Nr.","Kreisfreie Stadt
Landkreis
Große kreisangehörige Stadt

Ständiger Wohnsitz der
Gäste innerhalb/außerhalb
Deutschlands",Februar 2015,
,,Ankünfte,Übernachtungen
,,"ins-
gesamt","ins-
gesamt"
,,,
,,,
,,,
,,,
,,,
,,Anzahl,Anzahl
1,2,3,5
,,,
1,Mecklenburg-Vorpommern,311866,1113411
2,  Deutschland,301359,1085755
3,  Ausland,10507,27656
,,,
4,"  Rostock, Hansestadt",44292,104050
5,    Deutschland,42211,97175
6,    Ausland,2081,6875
,,,
7,"  Schwerin, Landeshauptstadt",8928,14081
8,    Deutschland,8216,12985
9,    Ausland,712,1096
,,,
,  Mecklenburgische,,
10,    Seenplatte,29535,97520
11,    Deutschland,28901,96349
12,    Ausland,634,1171
,,,
13,  Landkreis Rostock,52101,217266
14,    Deutschland,49995,210998
15,    Ausland,2106,6268
,,,
16,  Vorpommern-Rügen,81489,332915
17,    Deutschland,79908,328482
18,    Ausland,1581,4433
,,,
19,  Nordwestmecklenburg,21060,78705
20,    Deutschland,20239,76175
21,    Ausland,821,2530
,,,
22,  Vorpommern-Greifswald,58303,220090
23,    Deutschland,57697,218575
24,    Ausland,606,1515
,,,
25,  Ludwigslust-Parchim,16158,48784
26,    Deutschland,14192,45016
27,    Ausland,1966,3768
,,,
,Nachrichtlich,,
,,,
28,"  Greifswald, Hansestadt 10)",3260,6417
29,    Deutschland,2997,5872
30,    Ausland,263,545
,,,
31,"  Neubrandenburg, Stadt 11)",4390,6979
32,    Deutschland,4164,6660
33,    Ausland,226,319
,,,
34,"  Stralsund, Hansestadt 12)",10265,22493
35,    Deutschland,9788,21411
36,    Ausland,477,1082
,,,
37,"  Wismar, Hansestadt 13)",5487,15639
38,    Deutschland,5017,14670
39,    Ausland,470,969
Kapitel 2,,"Ankünfte, Übernachtungen und Aufenthaltsdauer der Gäste 
in Beherbergungsbetrieben (einschließlich Camping)",
Tabelle 2.4,,nach Kreisen und nach dem ständigen Wohnsitz der Gäste,
"Lfd.
Nr.","Kreisfreie Stadt
Landkreis
Große kreisangehörige Stadt

Ständiger Wohnsitz der
Gäste innerhalb/außerhalb
Deutschlands",März 2015,
,,Ankünfte,Übernachtungen
,,"ins-
gesamt","ins-
gesamt"
,,,
,,,
,,,
,,,
,,,
,,Anzahl,Anzahl
1,2,3,5
,,,
1,Mecklenburg-Vorpommern,420712,1424561
2,  Deutschland,406854,1390953
3,  Ausland,13858,33608
,,,
4,"  Rostock, Hansestadt",50803,111962
5,    Deutschland,47342,101987
6,    Ausland,3461,9975
,,,
7,"  Schwerin, Landeshauptstadt",11887,18397
8,    Deutschland,10801,16876
9,    Ausland,1086,1521
,,,
,  Mecklenburgische,,
10,    Seenplatte,42418,131682
11,    Deutschland,41637,130021
12,    Ausland,781,1661
,,,
13,  Landkreis Rostock,67352,256249
14,    Deutschland,65602,252038
15,    Ausland,1750,4211
,,,
16,  Vorpommern-Rügen,115178,444387
17,    Deutschland,112910,438742
18,    Ausland,2268,5645
,,,
19,  Nordwestmecklenburg,32204,109532
20,    Deutschland,30965,105834
21,    Ausland,1239,3698
,,,
22,  Vorpommern-Greifswald,79182,289721
23,    Deutschland,78088,286973
24,    Ausland,1094,2748
,,,
25,  Ludwigslust-Parchim,21688,62631
26,    Deutschland,19509,58482
27,    Ausland,2179,4149
,,,
,Nachrichtlich,,
,,,
28,"  Greifswald, Hansestadt 10)",4997,10869
29,    Deutschland,4552,9837
30,    Ausland,445,1032
,,,
31,"  Neubrandenburg, Stadt 11)",4940,7942
32,    Deutschland,4702,7590
33,    Ausland,238,352
,,,
34,"  Stralsund, Hansestadt 12)",11973,27080
35,    Deutschland,11294,25482
36,    Ausland,679,1598
,,,
37,"  Wismar, Hansestadt 13)",7840,20279
38,    Deutschland,7192,18804
39,    Ausland,648,1475
Kapitel 2,,"Ankünfte, Übernachtungen und Aufenthaltsdauer der Gäste 
in Beherbergungsbetrieben (einschließlich Camping)",
Tabelle 2.4,,nach Kreisen und nach dem ständigen Wohnsitz der Gäste,
"Lfd.
Nr.","Kreisfreie Stadt
Landkreis
Große kreisangehörige Stadt

Ständiger Wohnsitz der
Gäste innerhalb/außerhalb
Deutschlands",April 2015,
,,Ankünfte,Übernachtungen
,,"ins-
gesamt","ins-
gesamt"
,,,
,,,
,,,
,,,
,,,
,,Anzahl,Anzahl
1,2,3,5
,,,
1,Mecklenburg-Vorpommern,526822,1897434
2,  Deutschland,505333,1843849
3,  Ausland,21489,53585
,,,
4,"  Rostock, Hansestadt",55223,138675
5,    Deutschland,51283,128342
6,    Ausland,3940,10333
,,,
7,"  Schwerin, Landeshauptstadt",15349,25477
8,    Deutschland,13091,21890
9,    Ausland,2258,3587
,,,
,  Mecklenburgische,,
10,    Seenplatte,61769,195756
11,    Deutschland,60439,192151
12,    Ausland,1330,3605
,,,
13,  Landkreis Rostock,80345,328672
14,    Deutschland,77909,322522
15,    Ausland,2436,6150
,,,
16,  Vorpommern-Rügen,151705,613620
17,    Deutschland,145838,598141
18,    Ausland,5867,15479
,,,
19,  Nordwestmecklenburg,41879,147956
20,    Deutschland,40044,142756
21,    Ausland,1835,5200
,,,
22,  Vorpommern-Greifswald,93258,364086
23,    Deutschland,91647,359595
24,    Ausland,1611,4491
,,,
25,  Ludwigslust-Parchim,27294,83192
26,    Deutschland,25082,78452
27,    Ausland,2212,4740
,,,
,Nachrichtlich,,
,,,
28,"  Greifswald, Hansestadt 10)",5880,13378
29,    Deutschland,5367,12325
30,    Ausland,513,1053
,,,
31,"  Neubrandenburg, Stadt 11)",4330,7161
32,    Deutschland,4004,6616
33,    Ausland,326,545
,,,
34,"  Stralsund, Hansestadt 12)",15526,35958
35,    Deutschland,14126,32710
36,    Ausland,1400,3248
,,,
37,"  Wismar, Hansestadt 13)",8668,22643
38,    Deutschland,7677,20676
39,    Ausland,991,1967
Kapitel 2,,"Ankünfte, Übernachtungen und Aufenthaltsdauer der Gäste 
in Beherbergungsbetrieben (einschließlich Camping)",
Tabelle 2.4,,nach Kreisen und nach dem ständigen Wohnsitz der Gäste,
